wage_total,hh,bs_profit,other_inc,profit_agr,profit_ls,total_agrls,total
,1051000105.0,3028.733343899432,6301.002361909474,,,,9329.735705808906
140.20696666653785,1051000106.0,,579.8468431205038,,,,720.0538097870416
1752.5870833317224,1051000109.0,,3401.768146306956,,,,5154.355229638679
,1051000110.0,73.44726679526381,3409.499437548562,650.9834701997055,0.0,650.9834701997055,4133.930174543531
,1051000301.0,19.328228104016798,104.37243176169069,,,,123.7006598657075
4661.881641662383,1051000305.0,1024.39608951289,11596.936862410075,,,,17283.214593585348
,1051000309.0,1372.3041953851925,1391.632423489209,,,,2763.9366188744016
,1051000310.0,46.387747449640294,3575.7221992431073,,,,3622.1099466927476
,1053000402.0,,123.7006598657075,809.1678750324742,,809.1678750324742,932.8685348981817
,1053000403.0,,258.99825659382503,642.9023943625335,,642.9023943625335,901.9006509563585
,1053000404.0,,100.50678614088731,771.9116164705583,,771.9116164705583,872.4184026114457
701.0348333326892,1053000406.0,,0.0,,,,701.0348333326892
2243.3114666646056,105300040602.0,83.11138084727222,1287.2599917275184,,,,3613.6828392393963
1051.5522499990338,105300040605.0,,38.656456208033596,643.2434313016789,0.0,643.2434313016789,1733.4521375087465
,105300040607.0,,2821.921303186452,1618.1592568682859,441.27647315972996,2059.4357300280158,4881.357033214468
,1053000407.0,,386.5645620803359,121.67443253632874,-15.462582483213435,106.2118500531153,492.77641213345123
,1053000408.0,57.98468431205038,251.26696535221834,398.0725939111231,-1.9328228104016794,396.1397711007214,705.3914207649901
,1053000409.0,,85.04420365767389,685.8060306760923,,685.8060306760923,770.8502343337661
,1053000410.0,,1159.6936862410075,714.0260633709249,,714.0260633709249,1873.7197496119325
,1053000801.0,71.70772626590231,966.4114052008397,110.56621241139592,-1.5462582483213434,109.01995416307459,1147.1390856298165
350.5174166663445,1053000802.0,77.31291241606719,11801.816080312654,1205.7108242692564,695.6615859197724,1901.3724101890286,14131.018819584095
,1053000804.0,266.72954783543173,908.4267208887892,596.8718848904462,38.59637062936241,635.4682555198087,1810.6245242440295
2103.104499998068,1053000805.0,,135.29759672811755,0.016705983165217056,,0.016705983165217056,2238.418802709351
,1053000806.0,,1654.4963257038376,754.8194320354028,88.01654899697422,842.835981032377,2497.3323067362144
,1053000807.0,,715.1444398486212,727.6691316600243,0.0,727.6691316600243,1442.8135715086455
,1053000808.0,64.55628186741609,323.5545384612411,1550.5485079006557,-3.8656456208033587,1546.6828622798525,1934.7936826085097
,1053000809.0,,154.62582483213438,578.316619204025,,578.316619204025,732.9424440361594
2804.139333330757,1053001201.0,,54.11903869124703,,,,2858.258372022004
140.20696666653785,1053001202.0,7.731291241606718,278.3264846978418,65.80493046717953,0.0,65.80493046717953,492.0696730731659
210.31044999980674,1053001203.0,,305.38600404346533,273.09715865192925,-30.92516496642687,242.17199368550237,757.8684477287744
,1053001204.0,,927.7549489928059,300.1072972294827,-19.328228104016794,280.77906912546587,1208.534018118272
,1053001206.0,183.61816698815957,1932.8228104016794,983.8068104944548,,983.8068104944548,3100.2477878842938
175.2587083331723,1053001207.0,,96.64114052008397,120.60814336906479,0.0,120.60814336906479,392.5079922223211
,1053001208.0,-55.665296939568364,1314.319511073142,33.172043741393075,-5.411903869124703,27.760139872268375,1286.414354005842
,1053001210.0,,309.2516496642687,72.36488602143888,,72.36488602143888,381.6165356857076
38.656456208033596,1053001503.0,,56.0518615016487,769.7714600892331,,769.7714600892331,864.4797777989154
,1053001505.0,,77.31291241606719,255.33901473869165,,255.33901473869165,332.6519271547588
,1053001507.0,16.235711607374107,630.1002361909475,955.8195361998385,0.0,955.8195361998385,1602.15548399816
,1053001508.0,,2330.984309344425,1188.5914154100449,132.02482349546133,1320.6162389055062,3651.6005482499313
,1053001509.0,,1855.5098979856125,315.13014182293153,88.01654899697422,403.14669081990576,2258.6565888055184
,1053001510.0,,10050.678614088733,939.0460446985395,562.838002388969,1501.8840470875086,11552.562661176242
,1053001512.0,32.85798777682855,1635.1680975998206,435.13784351182335,0.0,435.13784351182335,2103.1639288884726
,1053001513.0,21.261050914418476,386.5645620803359,209.35314955787078,0.0,209.35314955787078,617.1787625526251
,105300151301.0,,889.0984927847725,,,,889.0984927847725
,1053001902.0,,212.61050914418476,573.8971931242127,0.0,573.8971931242127,786.5077022683975
,1053001903.0,,309.2516496642687,642.9369653387037,16.081085782541972,659.0180511212457,968.2697007855144
,1053001904.0,,193.28228104016796,2263.821957096789,-0.5798468431205038,2263.2421102536687,2456.5243912938367
,1053001905.0,,365.69007572799774,28.14190011944845,0.0,28.14190011944845,393.8319758474462
1016.5005083323992,1053001906.0,,355.639397113909,898.5306680995327,,898.5306680995327,2270.670573545841
,1053001907.0,,344.04246025149894,641.2522420684248,,641.2522420684248,985.2947023199238
,1053001908.0,,386.5645620803359,675.46747553613,88.01654899697422,763.4840245331042,1150.04858661344
,1053001909.0,,131.4319511073142,577.8084374340473,,577.8084374340473,709.2403885413614
,1053001910.0,,324.7142321474821,834.2063249693648,,834.2063249693648,1158.9205571168468
927.7549489928059,1053002302.0,,550.8545009644786,553.1113041394922,201.01357228177466,754.1248764212668,2232.7343263785515
,1053002303.0,,32.85798777682855,0.0008747656419851412,0.0,0.0008747656419851412,32.85886254247054
463.8774744964031,1053002304.0,,0.0,192.6154816054046,0.0,192.6154816054046,656.4929561018077
,1053002305.0,900.6954296471827,4839.788317245805,1569.8234142413203,0.0,1569.8234142413203,7310.3071611343075
1402.0696666653785,1053002306.0,,208.7448635233813,699.3596637138695,160.7378839029862,860.0975476168559,2470.912077805616
,1053002307.0,,220.34180038579143,316.8449110883805,246.26767713522722,563.1125882236078,783.4543886093992
,1053002308.0,278.3264846978418,5201.226182790919,606.8370134001736,44.00827449848711,650.8452878986607,6130.3979553874215
,1053002309.0,,367.23633397631914,373.07003192342404,,373.07003192342404,740.3063658997432
,1053002602.0,51.79965131876501,258.99825659382503,296.7052445441261,-9.664114052008397,287.04113049211776,597.8390384047078
,1053002603.0,,72.2875731090228,9.681999757541002,,9.681999757541002,81.96957286656381
,1053002605.0,3444.2902481357924,1291.1256373483218,1728.716721623262,62.50328789967205,1791.2200095229339,6526.635895007048
,1053002606.0,37.110197959712245,394.2958533219426,52.28417251209792,,52.28417251209792,483.6902237937528
280.41393333307565,105300260602.0,,57.98468431205038,0.000861064936501161,0.0,0.000861064936501161,338.3994787100625
,1053002607.0,33.244552338908875,521.8621588084534,445.82490944725134,-1.4689453359052762,444.35596411134605,999.4626752587083
280.4139333330757,1053002608.0,,579.8468431205038,1617.1554461852297,34.79514957721276,1651.950595762442,2512.211372216021
,105300260802.0,150.76017921133098,15655.864764253603,30.152035842266198,0.0,30.152035842266198,15836.7769793072
,105300260806.0,,0.0,,,,0.0
420.62089999961347,1053002609.0,,316.98294090587535,589.9748346470086,91.0359543699191,681.0107890169277,1418.6146299224165
,1053002610.0,,185.55098979856118,626.9753993784724,,626.9753993784724,812.5263891770336
,1053003002.0,77.31291241606719,695.8162117446045,,,,773.1291241606717
,1053003003.0,,316.98294090587535,,,,316.98294090587535
,105300300504.0,135.29759672811755,2087.448635233813,,,,2222.746231961931
,1053003006.0,,38.656456208033596,,,,38.656456208033596
,1053003008.0,,231.93873724820156,,,,231.93873724820156
,1053003010.0,,1584.914704529377,,,,1584.914704529377
,1053003303.0,86.2038973439149,753.8008960566548,1031.293096933173,0.0,1031.293096933173,1871.2978903337428
27.059519345623514,1053003304.0,,201.01357228177463,220.94981610885452,,220.94981610885452,449.02290773625265
,1053003305.0,,135.29759672811755,363.46279316384897,,363.46279316384897,498.7603898919665
350.5174166663446,1053003306.0,,208.7448635233813,,,,559.262280189726
,1053003307.0,7.731291241606718,738.3383135734415,772.4034779500389,-3.4790810587230228,768.9243968913158,1514.994001706364
2103.104499998068,105300330702.0,16.622276169454437,448.4148920131896,,,,2568.1416681807123
,1053003309.0,,850.4420365767389,715.4587950938703,229.6193498757195,945.0781449695897,1795.5201815463288
,1053003310.0,,908.4267208887892,438.3876289571541,247.99419211956206,686.381821076716,1594.8085419655054
525.7761249995169,1053003312.0,,552.7873237748803,790.696151631424,90.39602194812741,881.0921735795514,1959.6556223539487
,105300331202.0,,96.64114052008397,318.2383583982171,180.35025582530588,498.5886142235229,595.2297547436068
701.0348333326892,1063000301.0,,579.8468431205038,,,,1280.881676453193
1051.5522499990338,1063000302.0,,0.0,357.8311529261712,0.0,357.8311529261712,1409.383402925205
,1063000304.0,18.941663541936453,162.35711607374103,-6.029946896111125,,-6.029946896111125,175.26883271956638
774.6434908326214,1063000305.0,228.07309162739816,5025.339307044366,1357.0617002887545,0.0,1357.0617002887545,7385.117589793141
,106300030505.0,57.98468431205038,9490.159999072246,,,,9548.144683384297
,106300030511.0,475.4744113588131,1391.632423489209,260.9646571341228,-17.395405293615113,243.5692518405077,2110.6760866885297
403.0950291662963,106300030512.0,,212.61050914418476,,,,615.7055383104811
,1063000307.0,,77.31291241606719,,,,77.31291241606719
1647.431858331819,1063000308.0,,463.8774744964031,698.1569513023882,0.0,698.1569513023882,2809.4662841306103
,1063000310.0,,1074.6494825833338,1472.9572796515213,,1472.9572796515213,2547.606762234855
,1063000311.0,,289.9234215602519,588.0861989205539,220.04137249243553,808.1275714129895,1098.0509929732414
,1063000502.0,88.90984927847725,260.157950280066,36.10880277756924,-4.020271445635493,32.08853133193375,381.15633089047697
463.8774744964031,1063000503.0,192.1225873539269,1785.9282768111514,627.6882812304319,546.241777309568,1173.9300585399997,3615.8583972014812
,1063000504.0,,55.665296939568364,795.1589909924701,,795.1589909924701,850.8242879320385
560.8278666661514,1063000505.0,34.790810587230226,54.11903869124703,,,,649.7377159446287
,1063000506.0,,85.04420365767389,138.6506663824537,-21.64761547649881,117.00305090595486,202.04725456362877
,1063000508.0,193.28228104016796,189.41663541936455,189.5847096087662,0.0,189.5847096087662,572.2836260682986
1113.3059387913672,1063000509.0,,289.9234215602519,349.92206305819343,0.0,349.92206305819343,1753.1514234098127
350.5174166663446,1063000510.0,2.3193873724820158,50.25339307044366,671.799497331979,,671.799497331979,1074.8896944412493
561.8232704135081,106300051003.0,7.731291241606718,270.5951934562351,567.4756564141516,-2.3193873724820153,565.1562690416696,1405.3060241530197
,106300051004.0,117.90219143450243,220.34180038579143,1781.4177489648637,,1781.4177489648637,2119.6617407851577
2173.2079833313364,106300051007.0,,193.28228104016796,385.2997893873425,-3.4790810587230228,381.82070832861945,2748.310972700124
