hh,own_value
2233001809,
2233001810,
2233002201,
2233002202,
2233002203,
2233002206,
2233002207,364000.0
2233002208,
2233002604,
2233002605,109200.0
2233002608,
2233002609,
2233002902,405600.0
2233002903,
2233002905,728000.0
2233002909,
2233002910,218400.0
2243001302,436800.0
2243001303,
2243001305,
2243001306,416000.0
2243001307,93600.0
2243001309,1164800.0
2243001310,1820000.0
224300131003,
224300131004,
224300131006,
2302300051007,312000.0
2302300080102,364000.0
2302300100406,
2302300160112,1435200.0
2302300351202,
2303100021106,
2304100070802,
2306300060209,46800.0
2307300220102,416000.0
2308300040103,
2308300040405,
2309300010302,
2309300010303,
230930001090308,
2309300020710,
2310300100405,
2315300160303,218400.0
2317300110305,811200.0
2320300211001,
2320300241005,
2321300280802,
2401300030408,
2402300070804,
2402300160906,582400.0
2402300301008,
2402300301009,
2403100020903,
2403300060102,
240430010030406,145600.0
2405100050603,187200.0
2410300260803,780000.0
2410300290303,
241030038080403,
2411100021110,
2417300140909,
2417300170704,
2417300170706,83200.0
2418300230206,
2419300350905,
30104300061104,
30104300080602,
30106300070605,
3010730012030203,
3010730016100203,
3010830020020503,
301101000102050,
30110300050207,
30110300050208,
30113300141003,
30113300141004,
3013000301,
3013000302,
3013000303,
3013000304,
3013000305,416000.0
3013000308,546000.0
3013000309,2184000.0
3013000310,
30201300040606,
30201300041003,
30201300060403,
30201300080915,520000.0
30208300050203,312000.0
3021000201,
3021000203,
3021000205,
3021000207,624000.0
3021000210,234000.0
3021000211,
3021000212,
3021000213,
30210300060311,364000.0
30211230006050302,291200.0
30211300070503,
30212300111003,
30218300370504,364000.0
30223300260910,
3023000302,312000.0
3023000303,
302300030303,197600.0
302300030307,520000.0
3023000304,
3023000305,
3023000306,
3023000307,
3023000308,676000.0
3023000309,364000.0
3023000310,1391000.0
302300050202,
302300050205,
3023000503,
3023000504,
3023000505,
3023000506,
3023000507,260000.0
3023000509,
3023000510,546000.0
302300051003,
302300051004,
302300080103,
3023000803,
3023000806,
3023000807,260000.0
3023000809,
3023000811,
3023001002,780000.0
3023001004,62400.0
3023001006,
3023001008,
3023001009,
3023001010,
3023001304,291200.0
3023001305,
3023001306,
3023001307,
3023001310,
3023001312,
3023001313,145600.0
3023001601,182000.0
3023001602,
3023001603,
3023001604,1040000.0
3023001605,52000.0
3023001608,
3023001609,273000.0
3023001808,577200.0
3023003501,
3023003503,1736800.0
3023003504,416000.0
3023003506,
3023003507,
3023003508,546000.0
3023003510,62400.0
3023003512,
302300351203,
30302300051008,
3030230010040204,468000.0
30302300131004,520000.0
30303100021103,
30307100050303,
30307100050309,62400.0
30307300120702,
30307300120706,
30307300180809,
30309300010304,
3031000202,
3031000205,
3031000206,
3031000207,
3031000210,
3031000211,
303100021105,
303100021110,
3031000213,
3031000214,
30311100010603,
30311100010608,
30311100011017,
30320300211007,
30321300300703,46800.0
30321300300708,
3033000601,416000.0
3033000602,
3033000604,
3033000606,
3033000607,46800.0
3033000608,218400.0
3033000609,624000.0
3033000610,780000.0
3033000902,
3033000903,
3033000904,
3033000905,
303300090702,
3033000908,
3033000910,
3033001501,546000.0
3033001502,218400.0
3033001504,
3033001505,
3033001507,1456000.0
3033001509,
3033001511,520000.0
3033001512,291200.0
3033001513,
3033003301,
3033003302,
3033003303,
3033003304,93600.0
3033003307,520000.0
3033003308,52000.0
3033003309,
3033003311,1092000.0
3041000202,
3041000203,
3041000204,
3041000205,
3041000206,
3041000207,
304100020707,
304100020709,520000.0
3041000208,
3041000402,
304100040304,1248000.0
3041000406,
3041000408,
3041000411,
304100070102,
3041000703,
3041000704,166400.0
3041000705,
3041000706,
3041000708,
3041000710,
30415300090502,
3043000903,676000.0
3043000906,
3043000910,780000.0
3043001402,520000.0
3043001403,468000.0
3043001405,
3043001406,
3043001407,
304300140803,
3043001410,
3051000102,
3051000107,1040000.0
3051000108,
3051000109,
3051000110,2184000.0
3063000202,260000.0
3063000601,
3063000602,655200.0
3063000603,93600.0
3063000610,416000.0
3063000612,
3071000201,
3071000202,
3071000203,
3071000207,
3071000208,
3071000210,
3071000211,
3071000501,
3071000503,
307100050306,364000.0
307100050307,
3071000506,
3071000507,
307100050702,416000.0
3071000702,
3071000703,
3071000704,
307100070403,
307100070405,
3071000714,
3073001201,
3073001204,416000.0
3073001207,780000.0
3073001209,
3073001210,780000.0
3073001701,187200.0
3073001702,
3073001703,
307300170702,
307300170709,426400.0
307300170803,327600.0
307300170804,
3073001709,
3073001714,
3073001801,
3073001802,468000.0
3073001806,416000.0
3073001808,478400.0
307300180802,31200.0
307300180803,
3073001809,312000.0
3073002005,
3073002201,
307300220105,
3073002203,312000.0
3073002205,1216800.0
3073002209,478400.0
3073002210,878800.0
3073002301,
3073002302,364000.0
3073002306,
3073002308,416000.0
3073002310,312000.0
3073002503,
3073002505,962000.0
3073002509,
307300250903,
307300250904,
3073002510,3640000.0
3083000106,52000.0
3083000107,
308300010901,
308300010903,
3083000110,
3083000201,10400.0
3083000202,
3083000203,
3083000204,
3083000207,
3083000208,182000.0
3083000210,26000.0
3083000212,
3083000401,
3083000404,
3083000405,
3083000406,
3083000407,
3083000408,
3083000410,
3083000411,
3083000412,
3093000103,
3093000104,
3093000105,
3093000106,
3093000107,364000.0
3093000108,
3093000109,
309300010903,
3093000110,624000.0
3093000113,
3093000201,780000.0
3093000203,
3093000204,
3093000205,
3093000206,1222000.0
3093000207,1045200.0
309300020703,
309300020706,
3093000208,109200.0
3101000102,
3101000103,
3101000105,
3101000107,
3101000108,
310100010805,
310100010807,
3101000109,
3101000110,520000.0
3101000401,
3101000402,
3101000404,
3101000406,
3101000408,
3101000409,
3101000410,
3103000601,
3103000602,1248000.0
3103000604,582400.0
3103000606,
3103000607,260000.0
3103000609,
3103000701,
310300070103,
3103000709,124800.0
310300071002,
310300071003,
310300071007,
3103000802,
3103000803,
3103000804,
3103000805,
3103000807,
3103000809,
3103000811,780000.0
3103000902,
310300090204,780000.0
3103000903,
3103000904,
3103000905,
3103000906,
3103000907,
3103000908,
3103000909,
3103000910,572000.0
3103001001,416000.0
310300100303,
3103001004,
310300100403,
3103001006,
3103001008,
3103001010,
3103001011,
3103001201,
310300120102,598000.0
3103001203,
3103001207,
3103001208,
3103001209,364000.0
3103001210,249600.0
3103001211,
3103300030706,
3104300060308,
3105300120203,
3105300300503,
3105300300509,
3108300270905,
3111000102,
3111000105,
3111000106,
3111000107,
3111000109,
3111000110,
3113000301,
3113000303,
3113000304,
3113000305,
3113000306,83200.0
3113000308,
3113000310,
3113000401,873600.0
3113000402,166400.0
3113000403,436800.0
3113000404,109200.0
3113000405,681200.0
3113000408,
3113000409,416000.0
3113300141006,
3133000102,
3133000104,
3133000105,728000.0
3133000108,728000.0
3133000109,
3133000111,260000.0
3133000201,
3133000202,
3133000204,
3133000205,1040000.0
3133000206,
3133000208,
3133000209,
3133000210,83200.0
3133000301,78000.0
3133000302,312000.0
3133000304,811200.0
3133000305,312000.0
3133000308,
3133000309,
3133000311,629200.0
3153001601,
3153001603,624000.0
3153001604,
3153001605,
3153001606,62400.0
3153001607,
3153001609,364000.0
3153001610,
3163001603,572000.0
316300160303,260000.0
3173000905,46800.0
3173000906,
3173000909,
3173000910,46800.0
317300091003,
317300091005,
3173001001,780000.0
3173001003,676000.0
3173001004,260000.0
3173001005,
3173001006,
3173001008,
3173001009,
3173001101,
3173001102,
3173001103,
317300110302,
3173001106,
3173001108,364000.0
3173001109,52000.0
3181000101,
3181000103,
3181000104,
3181000106,
3181000111,
3181000113,
3183000203,2184000.0
3183000205,
3183000207,
3183000209,104000.0
3183000210,
3183000211,
3183000301,
3183000302,416000.0
3183000303,
3183000304,
3183000306,
3183000308,
3183000309,
3183000310,520000.0
3183000401,
3183000402,416000.0
3183000403,
3183000405,
3183000406,
3183000407,
3183000409,
3183000410,
3191000501,
3191000502,
3191000506,
3191000507,
3191000509,
3193001202,
319300120203,
319300120204,
3193001203,1040000.0
3193001204,
3193001205,
3193001207,1248000.0
3193001208,
3193001210,1040000.0
3193001211,
3201300080907,
3203001801,
3203001802,
3203001804,
320300180503,520000.0
3203001806,
3203001807,
3203001808,
3203001809,520000.0
3203001810,780000.0
3203002102,
3203002104,
3203002105,
3203002107,62400.0
3203002108,
3203002109,
3203002110,
3203002111,
3203002401,
3203002402,
3203002403,
3203002404,
3203002405,416000.0
3203002406,676000.0
3203002407,520000.0
3203002408,
3203002409,
3203002410,
320300241004,624000.0
320300241007,
3203002701,41600.0
3203002702,93600.0
3203002703,
3203002704,
3203002705,
3203002707,20800.0
320300270708,1144000.0
3203002708,
3203002709,2761200.0
3203002710,
3203003001,
3203003002,104000.0
3203003003,
3203003004,416000.0
3203003005,364000.0
3203003006,39000.0
3203003007,
3203003010,208000.0
3210300060203,
3213002101,15600.0
3213002102,1040000.0
3213002105,582400.0
3213002106,
3213002108,
3213002110,
3213002302,551200.0
3213002304,104000.0
3213002305,
3213002307,
3213002308,291200.0
3213002310,780000.0
3213002801,312000.0
3213002802,145600.0
3213002804,
3213002805,
321300280806,
3213002809,
3213002810,728000.0
3213003002,
3213003003,546000.0
3213003004,291200.0
3213003005,624000.0
3213003006,
3213003007,
3213003008,
321300300802,
4013000301,
4013000303,
4013000304,
4013000305,
4013000307,
4013000308,
4013000309,
401300030903,
4013000310,
4013000502,
4013000503,
4013000504,
4013000508,
4013000509,
4013000510,
4021000201,
4021000202,
4021000203,
4021000204,
4021000205,
4021000206,
4021000207,509600.0
4021000208,
4023000704,
4023000707,
4023000709,327600.0
4023000710,291200.0
4023001103,
4023001105,
4023001106,
4023001107,
4023001108,
4023001601,
4023001602,
4023001607,582400.0
4023001608,
4023001609,
402300160903,
4023001610,
402300161006,
4023002001,
4023002005,364000.0
4023002006,364000.0
402300200604,
4023002007,54600.0
4023002008,764400.0
4023002009,364000.0
4023002507,
4023002509,
402300251005,
4023003002,
4023003003,
402300300309,
4023003006,
4023003007,
4023003008,
4031000207,46800.0
4031000209,
403100020904,
403100020911,
4031000210,728000.0
4031000212,
4033000406,343200.0
4033000407,156000.0
4033000601,
4033000602,
4033000603,
4033000604,
4033000605,
4033000606,
4033000607,
4033000608,
4033000609,
4033000610,
4033000702,
4033000704,
4033000707,
4033000708,
4033000709,
4033000711,109200.0
4033000903,
4033000906,
4033000907,
4033000910,
403300091101,
403300091103,520000.0
4033000916,509600.0
4041000302,
4041000304,
4041000305,
4041000309,520000.0
4041000311,832000.0
4043000602,93600.0
4043000604,
4043000609,
4043000610,3442400.0
4043000802,62400.0
4043001002,
4043001004,109200.0
4043001201,
4043001203,52000.0
4043001210,1456000.0
4051000204,546000.0
4051000205,
4051000206,
4051000207,
4051000208,
4051000210,182000.0
4051000503,
4051000506,
4051000507,
4051000508,546000.0
4053000602,
4053000605,780000.0
4053000607,
4053001002,
4053001003,
4053001004,
4053001006,
4053001007,254800.0
4053001009,
4061000303,
4061000309,
406100030909,
4061000311,
4063000801,
4063000803,
4063000804,
4063000805,
4063000807,
4063000808,
4063000809,
4063000810,
406300081003,
406300081005,
4063001001,
4063001002,
4063001003,
4063001004,
4063001006,416000.0
4063001007,
4063001008,
4063001101,
4063001102,
4063001103,
4063001104,
4063001105,
406300110502,915200.0
4063001106,83200.0
4063001107,
4063001108,
4063001110,
4063001302,
4063001304,
4063001305,
4063001306,
4063001307,
4063001308,533000.0
4063001309,
4063001310,
4071000203,
4071000207,
4073000302,520000.0
4073000304,1424800.0
4073000305,
4073000306,166400.0
4073000307,
4073000308,
4073000309,
4073000310,
4073000504,
4073000506,1206400.0
4073000507,
4073000509,
4073000510,
4073000701,
4073000707,
4073000710,
4073000711,
4073000902,546000.0
4073000903,
4073000907,
4073000908,
4073000909,
4073000910,665600.0
4083000408,
4091000202,
4091000206,
4091000210,
4093000505,
4093000510,
4093000903,93600.0
4093000904,
4093000905,
4093001101,
4101000102,
4101000105,
4101000107,
4101000108,
4101000109,
4101000110,
4101000501,
4101000511,
4103002601,
4103002606,
4103002608,
4103002609,
4103002610,1248000.0
4103002612,436800.0
4103002901,364000.0
4103002902,
4103002903,
410300290303,364000.0
4103002904,218400.0
410300290503,218400.0
4103002906,364000.0
4103002907,910000.0
4103002908,
4103002909,
4103002910,182000.0
4103003802,
4103003805,
4103003806,
4103003807,
4103003808,
4103003811,218400.0
4111000202,
4111000203,
4111000204,
4111000205,
4111000209,
4111000210,364000.0
4111000211,364000.0
4113000402,
4113000407,
4113000408,561600.0
4113000410,
411300060107,
4113000604,
4113000608,436800.0
4113000609,702000.0
4113000610,
4113000705,1040000.0
411300070603,
