hh,urban,year,month,sregion,inflation,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,wage_total,bs_profit,other_inc,profit_ls,profit_agr,total_agrls,inctotal,inctotal_trans,w_share,worker,agr_share,farmer,bus_share,businessman,ocupation,sex,age,father_educ,father_ocup,ethnic,bednet,writeread,classeduc,illdays,region,wave,age_sq,familysize,shock,climate,prices,job,health,aggregate,idiosyn,pests,d_shock,d_climate,d_prices,d_job,d_health,d_aggregate,d_idiosyn,d_pests,region2,region3,region4,female,lnc,lnctotal_dur,lnctotal_gift,lncfood,lncnodur,lnwage_total,lnbs_profit,lnprofit_agr,lnprofit_ls,lntotal_agrls,lny,lninctotal_trans,u_c,u_y
1021000203,1,2011,12,1,0.9525149324220943,2466.669370053628,3359.1020690908,0.0,1785.352400911471,681.3169691421571,551.9872782073365,,200000.0,0.0,0.0,0.0,551.9872782073365,551.9872782073365,1.0,1.0,0.0,0.0,,0.0,worker,2,60.0,,,30.0,0.0,0.0,15.0,,1,2011-2012,3600.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7.810624086491238,8.119428975899895,-inf,7.487371098208104,6.524027644473935,6.313524999285676,,-inf,-inf,-inf,6.313524999285676,6.313524999285676,,-0.5695753251361726
1021000204,1,2012,7,1,0.9801275006638537,1273.7617390074877,1368.4182962782943,0.0,980.3264114679871,293.4353275395005,1197.7840757047868,,0.0,0.0,0.0,0.0,1197.7840757047868,1197.7840757047868,1.0,1.0,0.0,0.0,,0.0,worker,1,38.0,,,17.0,0.0,0.0,14.0,14.0,1,2011-2012,1444.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.149729800594555,7.2214108235769805,-inf,6.887885589134662,5.681657265888916,7.088228525122508,,-inf,-inf,-inf,7.088228525122508,7.088228525122508,,0.04044693974118285
1021000207,1,2011,12,1,0.9525149324220943,1711.165635388963,1921.185608900439,0.0,1156.4694039001017,554.6962314888613,,64.93371161707478,1344000.0,0.0,0.0,0.0,64.93371161707478,64.93371161707478,,0.0,0.0,0.0,1.0,1.0,businessman,2,40.0,,,17.0,0.0,1.0,13.0,20.0,1,2011-2012,1600.0,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,7.444930075395534,7.560697779079936,-inf,7.053127025549896,6.318420633255636,,4.173366928248327,-inf,-inf,-inf,4.173366928248327,4.173366928248327,,-0.4902150933294491
1021000212,1,2012,7,1,0.9801275006638537,2782.5083814397526,2875.981731744674,246.10704890409718,1613.026616358937,1169.4817650808156,429.1491665265194,1009.6699442219372,14900000.0,0.0,0.0,0.0,1438.8191107484565,1438.8191107484565,0.2982648501959924,0.0,0.0,0.0,0.7017351498040075,1.0,businessman,2,50.0,,,17.0,1.0,0.0,17.0,7.0,1,2011-2012,2500.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7.931108095342738,7.964149366854378,5.505766599425251,7.3858675791415385,7.064315993838389,6.06180456601279,6.917378768529432,-inf,-inf,-inf,7.271577994155038,7.271577994155038,,2.2655637330740124
1021000213,1,2012,7,1,0.9801275006638537,5754.58545012575,6346.188933068291,0.0,2487.7320860055825,3266.853364120167,,1076.718338955425,8160000.0,0.0,0.0,0.0,1076.718338955425,1076.718338955425,,0.0,0.0,0.0,1.0,1.0,businessman,1,53.0,,,17.0,1.0,0.0,36.0,,1,2011-2012,2809.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.657752285568563,8.755609743693077,-inf,7.819126765587256,8.091582526639108,,6.981673119234829,-inf,-inf,-inf,6.981673119234829,6.981673119234829,,1.1929876637623664
1021000312,1,2012,1,1,0.9531908091949141,2741.0984767129785,3487.75277549627,0.0,2109.9036743522624,631.194802360716,,24.33287595839306,4900000.0,0.0,0.0,0.0,24.33287595839306,24.33287595839306,,0.0,0.0,0.0,1.0,1.0,businessman,2,32.0,,,25.0,1.0,0.0,34.0,,1,2011-2012,1024.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7.9161140229514615,8.15701290393208,-inf,7.654397573462277,6.447614534961506,,3.191828356073208,-inf,-inf,-inf,3.191828356073208,3.191828356073208,,-1.8111932984656849
1021000313,1,2012,8,1,0.9850089832658409,2469.9091777239146,2893.1640792389835,0.0,1626.4604671664852,843.4487105574292,4822.63345642845,,0.0,,,,4822.63345642845,4822.63345642845,1.0,1.0,,0.0,,0.0,worker,1,38.0,,,57.0,1.0,0.0,51.0,,1,2011-2012,1444.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.811936658793723,7.970106019316337,-inf,7.394161440156287,6.737499094633357,8.48107541809909,,,,,8.48107541809909,8.48107541809909,,0.5442281951759558
1021000401,1,2012,2,1,0.9705811603941707,865.5454490501477,865.5454490501477,0.0,410.07067657925273,455.47477247089495,1263.9962616150265,,0.0,,,,1263.9962616150265,1263.9962616150265,1.0,1.0,,0.0,,0.0,worker,1,36.0,,,17.0,1.0,0.0,14.0,,1,2011-2012,1296.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.763359885138368,6.763359885138368,-inf,6.0163295267429175,6.121340330909157,7.14203361711938,,,,,7.14203361711938,7.14203361711938,,0.02800593936794371
1021000402,1,2012,2,1,0.9705811603941707,7175.320792588232,7719.771661745029,0.0,1808.5566581961234,5366.764134392108,722.2835780657292,159.31261716365682,5775000.0,0.0,0.0,0.0,881.5961952293861,881.5961952293861,0.8192907160605376,1.0,0.0,0.0,0.1807092839394624,0.0,worker,1,45.0,,,17.0,1.0,0.0,17.0,,1,2011-2012,2025.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.878402749396765,8.951540065087231,-inf,7.500284379735324,8.587980423827494,6.5824178291839575,5.070868417568982,-inf,-inf,-inf,6.781734122633196,6.781734122633196,,-0.5800529247295945
1021000405,1,2012,2,1,0.9705811603941707,1859.4968675342027,1977.1890634638544,0.0,1134.9430846738912,724.5537828603113,4853.745644601701,,1080000.0,144.97448161892774,0.0,144.97448161892774,4998.720126220629,4998.720126220629,0.9709976798143851,1.0,0.029002320185614845,0.0,,0.0,worker,1,31.0,,,45.0,1.0,0.0,34.0,,1,2011-2012,961.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.528061228789467,7.589431450092326,-inf,7.034337782996397,6.585555993457272,8.487505983719016,,-inf,4.976557738097741,4.976557738097741,8.516937183893234,8.516937183893234,,1.138547303392821
102100040502,1,2012,8,2,0.9850089832658409,3276.9779815864463,3962.5842059228635,550.9966450877678,2028.9941273278266,1247.9838542586194,512.4268799316241,105.96089328610918,6425000.0,0.0,0.0,0.0,618.3877732177333,618.3877732177333,0.8286497601096642,1.0,0.0,0.0,0.17135023989033585,0.0,worker,2,29.0,,,18.0,0.0,0.0,41.0,,1,2011-2012,841.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8.094676929599784,8.284651668665829,6.311728720364447,7.615295445453872,7.1292846115529125,6.239158027529611,4.663070094777065,-inf,-inf,-inf,6.427115725437604,6.427115725437604,,-0.5371079234264355
1021000406,1,2012,8,1,0.9850089832658409,2995.318229321851,3636.5778575792674,0.0,1924.4068011769075,1070.9114281449436,569.3631999240268,76.91975957065704,441000.0,0.0,0.0,0.0,646.282959494684,646.282959494684,0.8809812970609667,1.0,0.0,0.0,0.11901870293903326,0.0,worker,1,36.0,,,17.0,1.0,0.0,15.0,14.0,1,2011-2012,1296.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.004805758434877,8.198798369396826,-inf,7.562373043999529,6.976265366883126,6.344518543187437,4.342762795009207,-inf,-inf,-inf,6.47123742567444,6.47123742567444,,-0.6636467233936143
1021000503,1,2012,3,1,0.9743743190685761,3731.3350199473953,3794.811990473443,0.0,678.7275073497643,3052.607512597631,,,9000000.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,nothing,2,37.0,,,17.0,1.0,0.0,36.0,,1,2011-2012,1369.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8.224521362796867,8.241390147225294,-inf,6.5202197323561695,8.023751426526815,,,-inf,-inf,-inf,,-inf,,
1021000504,1,2012,3,1,0.9743743190685761,1657.1456617956312,1851.543884031652,0.0,586.9239387264679,1070.221723069163,161.88115225638853,,400000.0,0.0,0.0,0.0,161.88115225638853,161.88115225638853,1.0,1.0,0.0,0.0,,0.0,worker,2,39.0,,,17.0,1.0,1.0,,14.0,1,2011-2012,1521.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7.412851920500591,7.523775101953231,-inf,6.374895235157183,6.975621123810952,5.086862437948656,,-inf,-inf,-inf,5.086862437948656,5.086862437948656,,
1021000506,1,2012,3,1,0.9743743190685761,3333.1757223227614,5965.4863438247985,0.0,2886.139157393071,447.0365649296904,,-595.0965986816966,6000000.0,0.0,0.0,0.0,-595.0965986816966,-595.0965986816966,,0.0,-0.0,0.0,1.0,1.0,businessman,1,47.0,,,30.0,1.0,0.0,33.0,,1,2011-2012,2209.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.111680798887011,8.69374586412118,-inf,7.967674956256279,6.102640392005633,,,-inf,-inf,-inf,,,,
1021000604,1,2012,10,1,0.9953778320065063,3008.8550346116544,4553.361265270251,0.0,1637.7902127064212,1371.0648219052334,,153.40205207697915,2000000.0,0.0,0.0,0.0,153.40205207697915,153.40205207697915,,0.0,0.0,0.0,1.0,1.0,businessman,1,44.0,,,17.0,0.0,0.0,34.0,,1,2011-2012,1936.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.009314898205162,8.42362097883103,-inf,7.401103180939872,7.223342959192415,,5.033062266138199,-inf,-inf,-inf,5.033062266138199,5.033062266138199,,-0.5139624313995226
1021000607,1,2012,4,1,0.9937255544549257,9817.230114710004,16313.619543160019,0.0,2771.253920720217,7045.976193989787,,,8500000.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,nothing,2,48.0,,,17.0,1.0,0.0,32.0,,1,2011-2012,2304.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,9.191894295848684,9.699755592708366,-inf,7.927055175713541,8.86021198023947,,,-inf,-inf,-inf,,-inf,,
1021000608,1,2012,11,1,1.0009371900933448,3481.307628483263,3745.8564210007394,0.0,2487.2220928044544,994.085535678809,,308.9620934510673,3360000.0,0.0,0.0,0.0,308.9620934510673,308.9620934510673,,0.0,0.0,0.0,1.0,1.0,businessman,1,27.0,,,17.0,0.0,0.0,17.0,,1,2011-2012,729.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.155163257501455,8.228405553652479,-inf,7.818921741305791,6.901823254945067,,5.733218594456923,-inf,-inf,-inf,5.733218594456923,5.733218594456923,,1.0117038093135742
1021000610,1,2012,4,1,0.9937255544549257,3460.902842337371,4584.155804891228,0.0,1808.4080943100855,1652.4947480272854,,233.40321299820414,10020000.0,0.0,0.0,0.0,233.40321299820414,233.40321299820414,,0.0,0.0,0.0,1.0,1.0,businessman,1,50.0,,,17.0,1.0,0.0,16.0,,1,2011-2012,2500.0,8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,8.149284771105334,8.430361246667585,-inf,7.500202231361597,7.4100413935224765,,5.452767485816848,-inf,-inf,-inf,5.452767485816848,5.452767485816848,,0.09590803643655477
1021000612,1,2012,4,1,0.9937255544549257,7240.012065062294,9482.627936620038,0.0,3123.246194199969,4116.765870862324,2271.5851003443718,194.50267749850343,6960000.0,0.0,0.0,0.0,2466.0877778428753,2466.0877778428753,0.9211290533751244,1.0,0.0,0.0,0.07887094662487558,0.0,worker,1,59.0,,,17.0,0.0,0.0,41.0,2.0,1,2011-2012,3481.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.887378151823441,9.157216765338113,-inf,8.046628186772805,8.322823151282837,7.728233148879975,5.270445929022893,-inf,-inf,-inf,7.810388278323104,7.810388278323104,,0.006814862285805745
1021000701,1,2012,5,1,0.9930621005759356,14795.971970083281,16697.5326928893,607.2537825132838,7123.08686888082,7672.885101202462,2859.0267147953546,973.1631130020573,60000000.0,0.0,0.0,0.0,3832.189827797412,3832.189827797412,0.7460556087427976,1.0,0.0,0.0,0.2539443912572025,0.0,worker,1,32.0,,,57.0,0.0,0.0,61.0,30.0,1,2011-2012,1024.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.60211025852525,9.723016244549022,6.40894679678554,8.871096459450923,8.94544797763605,7.958236536383362,6.880551707398249,-inf,-inf,-inf,8.25119167538923,8.25119167538923,,0.39364931402855596
1021000702,1,2012,6,1,0.9883365166466089,2212.9935051591265,2270.8802210947133,0.0,1446.0727443044048,766.9207608547216,709.3078334404516,12.12492022975131,7220000.0,0.0,0.0,0.0,721.432753670203,721.432753670203,0.9831932773109243,1.0,0.0,0.0,0.01680672268907563,0.0,worker,1,54.0,,,68.0,1.0,0.0,17.0,,1,2011-2012,2916.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.702101405188689,7.727922797911751,-inf,7.276606708717799,6.642383485541079,6.564289612050134,2.495262857812323,-inf,-inf,-inf,6.581239170363907,6.581239170363907,,-0.85029220107507
1021000703,1,2012,11,1,1.0009371900933448,4022.6092162095333,5763.6106128062975,351.44438130058904,2390.8259196477215,1631.7832965618118,,15.448104672553365,6080000.0,0.0,0.0,0.0,15.448104672553365,15.448104672553365,,0.0,0.0,0.0,1.0,1.0,businessman,2,49.0,,,17.0,1.0,0.0,34.0,,1,2011-2012,2401.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8.299686029824121,8.659319399807334,5.862051466299891,7.779394158303295,7.397428742738002,,2.737486320902932,-inf,-inf,-inf,2.737486320902932,2.737486320902932,,-2.6153385832187968
1021000705,1,2012,5,1,0.9930621005759356,1887.9364392239913,2021.4544183278736,628.7412240483692,1133.5403940247963,754.3960451991949,960.0682301535016,,0.0,18.217613475398515,0.0,18.217613475398515,978.2858436289002,978.2858436289002,0.9813780260707635,1.0,0.0186219739292365,0.0,,0.0,worker,1,28.0,,,17.0,1.0,0.0,33.0,3.0,1,2011-2012,784.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.543239680473486,7.611572540386276,6.443719763540584,7.033101105858534,6.625917488992669,6.867004355012875,,-inf,2.9023888994655582,2.9023888994655582,6.885801900980377,6.885801900980377,,-0.36296811752223235
1021000710,1,2012,5,1,0.9930621005759356,15488.241282148423,18347.394508148467,0.0,5793.201085176727,9695.040196971697,1411.865044343385,,36800000.0,,303.6268912566419,303.6268912566419,1715.4919356000266,1715.4919356000266,0.8230088495575222,1.0,0.17699115044247787,0.0,,0.0,worker,2,56.0,,,17.0,1.0,0.0,61.0,7.0,1,2011-2012,3136.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,9.647836388046125,9.817242854744613,-inf,8.664440282245735,9.179369713823052,7.25266683582486,,5.715799616225595,,5.715799616225595,7.447455161383944,7.447455161383944,,-0.5298802252336952
1021000711,1,2012,6,1,0.9883365166466089,4659.724182231136,6267.253928820745,0.0,1671.8309364531935,2987.8932457779424,2553.5082003856264,14.86280544292096,8160000.0,0.0,0.0,0.0,2568.3710058285474,2568.3710058285474,0.9942131392196875,1.0,0.0,0.0,0.0057868607803124895,0.0,worker,1,38.0,,,17.0,1.0,0.0,51.0,,1,2011-2012,1444.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.446711537005575,8.743093567805095,-inf,7.421674673970738,8.00232381796317,7.845223457512198,2.698861813053562,-inf,-inf,-inf,7.851027127049348,7.851027127049348,,-0.08582009587378625
1021000805,1,2012,7,1,0.9801275006638537,3135.104057273507,3184.207146357738,0.0,2019.1032470506973,1116.0008102228098,615.1138053546779,,0.0,0.0,0.0,0.0,615.1138053546779,615.1138053546779,1.0,1.0,0.0,0.0,,0.0,worker,1,24.0,,,17.0,1.0,0.0,34.0,,1,2011-2012,576.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.050417644628936,8.0659586033775,-inf,7.6104087547223855,7.017506868947095,6.421807300044198,,-inf,-inf,-inf,6.421807300044198,6.421807300044198,,-0.6828477695804329
1021000807,1,2012,7,2,0.9801275006638537,3988.275160141044,5562.334827090165,176.37671838126965,1973.9836214182797,2014.2915387227647,1072.8729163162989,78.88046439233884,7350000.0,0.0,0.0,0.0,1151.7533807086377,1151.7533807086377,0.9315127129526581,1.0,0.0,0.0,0.06848728704734183,0.0,worker,1,40.0,,,17.0,1.0,0.0,36.0,7.0,1,2011-2012,1600.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.291114125727884,8.623773232027357,5.172622152896714,7.587808922805145,7.608022818871259,6.978095297886946,4.3679335976038605,-inf,-inf,-inf,7.049040739091629,7.049040739091629,,-0.6203885016953619
