id,purch_value,own_value,gift_value,total_value
H20811-04-05,305000.0,,,305000.0
H20902-04-01,250300.0,,,250300.0
H20903-04-02,201700.0,,,201700.0
H20903-04-03,273000.0,,,273000.0
H20904-04-01,102000.0,,,102000.0
H20905-04-01,2000.0,,,2000.0
H20905-04-02,300000.0,,,300000.0
H20906-04-01,354800.0,,,354800.0
H20906-04-03,662400.0,,,662400.0
H20907-04-01,572500.0,,,572500.0
H20908-04-01,854000.0,,,854000.0
H20908-04-02,5000.0,27000.0,,32000.0
H20909-04-01,1887900.0,,,1887900.0
H20910-04-01,416000.0,,,416000.0
H21101-04-01,486000.0,,,486000.0
H21102-04-01,7865000.0,,,7865000.0
H21102-04-02,3057000.0,,49000.0,3106000.0
H21103-04-01,249000.0,,,249000.0
H21105-04-01,150000.0,,,150000.0
H21106-04-01,92500.0,,,92500.0
H21107-04-01,3619000.0,,,3619000.0
H21108-04-01,3376000.0,,270000.0,3646000.0
H21109-04-01,1037800.0,,,1037800.0
H21110-04-01,598000.0,,165000.0,763000.0
H21401-04-01,38000.0,,20000.0,58000.0
H21401-04-02,47000.0,,5000.0,52000.0
H21402-04-01,45000.0,,,45000.0
H21403-04-01,57000.0,,,57000.0
H21404-04-01,19000.0,,,19000.0
H21405-04-01,261000.0,,,261000.0
H21406-04-01,141000.0,,,141000.0
H21407-04-01,309000.0,,,309000.0
H21408-04-01,172000.0,,4000.0,176000.0
H21409-04-01,115000.0,,,115000.0
H21410-04-01,477000.0,,,477000.0
H21501-04-01,61500.0,,,61500.0
H21502-04-01,,,22000.0,22000.0
H21503-04-01,105000.0,,,105000.0
H21505-04-01,54000.0,,,54000.0
H21506-04-01,157500.0,,,157500.0
H21507-04-01,107000.0,,,107000.0
H21509-04-01,150000.0,,25000.0,175000.0
H21510-04-01,39000.0,,,39000.0
H21601-04-01,75000.0,,,75000.0
H21602-04-01,86500.0,,,86500.0
H21603-04-01,205000.0,,,205000.0
H21608-04-01,104000.0,,,104000.0
H21609-04-01,150000.0,,,150000.0
H21612-04-01,51000.0,,,51000.0
H21612-04-02,56000.0,,,56000.0
H21701-04-01,117000.0,,50000.0,167000.0
H21704-04-01,54000.0,,,54000.0
H21705-04-01,70000.0,,75000.0,145000.0
H21706-04-01,124600.0,,8000.0,132600.0
H21708-04-01,151500.0,,,151500.0
H21709-04-01,181000.0,,,181000.0
H21711-04-01,107600.0,,,107600.0
H22001-04-01,445800.0,,,445800.0
H22002-04-01,3394400.0,,,3394400.0
H22003-04-01,5589000.0,,,5589000.0
H22004-04-01,4736000.0,,,4736000.0
H22004-04-03,6411000.0,,320000.0,6731000.0
H22004-04-04,75500.0,,,75500.0
H22004-04-05,315000.0,,,315000.0
H22006-04-01,117000.0,,,117000.0
H22014-04-01,921200.0,,,921200.0
H22101-04-01,184400.0,,,184400.0
H22101-04-02,35000.0,,11000.0,46000.0
H22101-04-03,,,5000.0,5000.0
H22102-04-02,418000.0,,,418000.0
H22103-04-01,585000.0,,,585000.0
H22105-04-01,68400.0,,,68400.0
H22106-04-01,140500.0,,,140500.0
H22109-04-01,480700.0,,,480700.0
H22110-04-01,125000.0,,,125000.0
H22110-04-02,1252000.0,,,1252000.0
H22110-04-03,2420500.0,,,2420500.0
H22110-04-04,115000.0,,,115000.0
H22110-04-05,693900.0,,,693900.0
H22110-04-06,312500.0,,,312500.0
H22111-04-01,45000.0,,7000.0,52000.0
H22301-04-01,1413200.0,,,1413200.0
H22302-04-01,515800.0,,,515800.0
H22303-04-01,70000.0,,,70000.0
H22303-04-02,1054000.0,,,1054000.0
H22303-04-03,225500.0,,,225500.0
H22303-04-04,517700.0,,,517700.0
H22305-04-01,455500.0,,,455500.0
H22306-04-01,828400.0,,,828400.0
H22307-04-01,44000.0,,40000.0,84000.0
H22308-04-01,281000.0,,,281000.0
H22309-04-01,211000.0,,,211000.0
H22309-04-02,405200.0,,,405200.0
H22310-04-01,1503000.0,,9.0,1503009.0
H22401-04-01,798500.0,,,798500.0
H22401-04-02,1971200.0,,,1971200.0
H22404-04-01,36000.0,,,36000.0
H22406-04-01,618200.0,,,618200.0
H22407-04-01,2890000.0,,95000.0,2985000.0
H22407-04-02,1903900.0,,15000.0,1918900.0
H22407-04-03,882000.0,,,882000.0
H22408-04-01,1247000.0,,,1247000.0
H22409-04-01,6551000.0,,,6551000.0
H22501-04-01,81000.0,,,81000.0
H22502-04-01,140000.0,,,140000.0
H22502-04-02,98500.0,,,98500.0
H22503-04-01,1779000.0,,,1779000.0
H22503-04-02,205500.0,,,205500.0
H22504-04-01,1151000.0,,2700000.0,3851000.0
H22505-04-01,327800.0,,,327800.0
H22506-04-01,403000.0,,,403000.0
H22507-04-01,172000.0,,,172000.0
H22509-04-01,4443700.0,,,4443700.0
H22510-04-01,2208400.0,,,2208400.0
H22802-04-01,222400.0,,,222400.0
H22803-04-01,169800.0,,,169800.0
H22805-04-01,57000.0,,,57000.0
H22806-04-01,88000.0,,,88000.0
H22807-04-01,92000.0,,,92000.0
H23101-04-01,143000.0,,,143000.0
H23102-04-01,571000.0,,,571000.0
H23103-04-01,177500.0,,,177500.0
H23103-04-02,149500.0,,,149500.0
H23104-04-01,163800.0,,,163800.0
H23104-04-02,72000.0,,,72000.0
H23105-04-01,634300.0,,,634300.0
H23106-04-01,269000.0,,,269000.0
H23107-04-01,156000.0,,15000.0,171000.0
H23108-04-01,1759300.0,,220000.0,1979300.0
H23109-04-01,1246000.0,,,1246000.0
H23109-04-02,278000.0,,,278000.0
H23109-04-03,548000.0,,,548000.0
H23110-04-01,302500.0,,,302500.0
H23302-04-01,,,20000.0,20000.0
H23303-04-01,186600.0,,,186600.0
H23304-04-01,175000.0,,,175000.0
H23307-04-01,28000.0,,,28000.0
H23308-04-01,423400.0,,,423400.0
H23310-04-01,41500.0,,,41500.0
H23312-04-01,297000.0,,6000.0,303000.0
H23401-04-01,45000.0,,5000.0,50000.0
H23402-04-01,120000.0,,,120000.0
H23404-04-01,20000.0,,,20000.0
H23404-04-02,173000.0,,,173000.0
H23405-04-01,43000.0,,,43000.0
H23406-04-01,49001.0,,,49001.0
H23407-04-01,84000.0,,5000.0,89000.0
H23407-04-02,111000.0,,,111000.0
H23408-04-01,71000.0,,,71000.0
H23410-04-01,92000.0,,15000.0,107000.0
H23411-04-01,441000.0,,,441000.0
H23412-04-01,84000.0,,,84000.0
H23503-04-01,205500.0,5000.0,30000.0,240500.0
H23503-04-02,195700.0,,,195700.0
H23503-04-03,338500.0,,,338500.0
H23503-04-04,543500.0,,600000.0,1143500.0
H23504-04-01,200000.0,,4000.0,204000.0
H23505-04-01,469500.0,,,469500.0
H23506-04-01,516600.0,,,516600.0
H23506-04-02,128000.0,,,128000.0
H23507-04-01,700900.0,,,700900.0
H23508-04-01,277400.0,,20000.0,297400.0
H23509-04-01,259000.0,,,259000.0
H23509-04-02,3236000.0,,,3236000.0
H23509-04-03,427500.0,,300009.0,727509.0
H23510-04-01,629800.0,,,629800.0
H23510-04-02,158000.0,,,158000.0
H23513-04-01,3679400.0,,,3679400.0
H23601-04-01,197500.0,,,197500.0
H23601-04-02,112000.0,,1500.0,113500.0
H23601-04-03,415000.0,,,415000.0
H23603-04-01,576000.0,,,576000.0
H23604-04-01,,,18000.0,18000.0
H23605-04-01,653100.0,,,653100.0
H23606-04-01,3474300.0,,,3474300.0
H23607-04-01,288500.0,,,288500.0
H23607-04-02,1096900.0,,,1096900.0
H23607-04-03,731000.0,,,731000.0
H23607-04-04,334300.0,,,334300.0
H23607-04-05,1723300.0,,,1723300.0
H23608-04-01,678900.0,,172000.0,850900.0
H23610-04-01,31000.0,,,31000.0
H23701-04-02,80000.0,,,80000.0
H23702-04-01,35000.0,,,35000.0
H23703-04-01,223000.0,,,223000.0
H23705-04-01,125800.0,,13000.0,138800.0
H23707-04-01,274300.0,,,274300.0
H23708-04-01,971800.0,70000.0,,1041800.0
H23708-04-02,193000.0,,,193000.0
H23708-04-03,1731500.0,,,1731500.0
H23709-04-01,594000.0,,,594000.0
H23710-04-01,32000.0,,13000.0,45000.0
H23710-04-02,4000.0,,20000.0,24000.0
H23801-04-01,844000.0,,,844000.0
H23802-04-01,128000.0,,,128000.0
H23804-04-01,545400.0,,60000.0,605400.0
H23806-04-01,3331800.0,,,3331800.0
H23806-04-02,211400.0,,,211400.0
H23808-04-01,369200.0,700.0,3000.0,372900.0
H23809-04-01,29000.0,,,29000.0
H23810-04-01,186500.0,,223000.0,409500.0
H23811-04-01,416300.0,,,416300.0
H23812-04-01,109100.0,,,109100.0
H23813-04-01,38200.0,,,38200.0
H23901-04-01,59550.0,,,59550.0
H23902-04-01,45000.0,,,45000.0
H23903-04-01,34000.0,,,34000.0
H23904-04-01,91000.0,,,91000.0
H23905-04-01,1263000.0,,,1263000.0
H23905-04-02,30500.0,,,30500.0
H23906-04-01,379200.0,,,379200.0
H23907-04-01,734500.0,,,734500.0
H23908-04-01,275500.0,,,275500.0
H23909-04-01,881000.0,,15000.0,896000.0
H24201-04-01,33100.0,,5000.0,38100.0
H24202-04-01,396900.0,,,396900.0
H24203-04-01,652000.0,,,652000.0
H24203-04-02,78000.0,,5000.0,83000.0
H24204-04-01,201400.0,,,201400.0
H24205-04-01,36000.0,,,36000.0
H24205-04-02,10000.0,,,10000.0
H24206-04-01,109800.0,,,109800.0
H24207-04-01,67700.0,,,67700.0
H24208-04-01,93500.0,,,93500.0
H24209-04-01,155300.0,,,155300.0
H24209-04-02,48500.0,,,48500.0
H24210-04-01,112400.0,,,112400.0
H24210-04-02,20000.0,,,20000.0
H24401-04-01,50700.0,,,50700.0
H24401-04-02,27800.0,,2000.0,29800.0
H24401-04-03,50000.0,,,50000.0
H24403-04-01,128000.0,,,128000.0
H24403-04-02,325000.0,,69000.0,394000.0
H24407-04-01,247200.0,,,247200.0
H24408-04-01,148000.0,,,148000.0
H24409-04-01,516000.0,,,516000.0
H24411-04-01,432350.0,,,432350.0
H24502-04-01,105000.0,,20000.0,125000.0
H24505-04-01,1084000.0,,,1084000.0
H24506-04-01,85001.0,,,85001.0
H24506-04-02,103004.0,5000.0,,108004.0
H24507-04-01,146500.0,,31000.0,177500.0
H24509-04-01,180000.0,,5000.0,185000.0
H24510-04-01,18016000.0,,,18016000.0
H24511-04-01,80000.0,,17000.0,97000.0
H24512-04-01,60000.0,,,60000.0
H24601-04-01,41000.0,,,41000.0
H24603-04-01,202500.0,,,202500.0
H24604-04-01,16100.0,,,16100.0
H24605-04-01,517001.0,,,517001.0
H24606-04-01,106000.0,,,106000.0
H24608-04-01,169800.0,,,169800.0
H24610-04-01,150000.0,,,150000.0
H24801-04-01,,,7000.0,7000.0
H24802-04-01,260700.0,,,260700.0
H24802-04-02,578600.0,,,578600.0
H24803-04-01,157100.0,,,157100.0
H24805-04-01,357100.0,40000.0,,397100.0
H24806-04-01,717500.0,,,717500.0
H24808-04-01,271000.0,,,271000.0
H24809-04-01,806000.0,,,806000.0
H24811-04-01,147600.0,38000.0,,185600.0
H25001-04-01,1067000.0,,,1067000.0
H25002-04-01,154000.0,,,154000.0
H25003-04-01,1767500.0,,,1767500.0
H25004-04-01,352600.0,,,352600.0
H25005-04-01,440000.0,,,440000.0
H25006-04-01,5000.0,,10000.0,15000.0
H25008-04-01,281800.0,,,281800.0
H25009-04-01,16500.0,,,16500.0
H25011-04-01,127600.0,,,127600.0
H25201-04-01,721000.0,,,721000.0
H25201-04-02,378000.0,,25000.0,403000.0
H25202-04-01,5000.0,,,5000.0
H25203-04-01,1545000.0,,,1545000.0
H25204-04-01,197500.0,,,197500.0
H25204-04-02,270700.0,,,270700.0
H25207-04-01,855000.0,,,855000.0
H25208-04-01,382800.0,,,382800.0
H25209-04-01,682100.0,,,682100.0
H25210-04-01,4480000.0,,,4480000.0
H25401-04-01,432000.0,,,432000.0
H25402-04-01,184000.0,,,184000.0
H25402-04-02,293000.0,,,293000.0
H25403-04-01,235000.0,,,235000.0
H25403-04-02,181000.0,,,181000.0
H25404-04-01,520300.0,,,520300.0
H25406-04-01,132000.0,,,132000.0
H25407-04-01,1605500.0,,,1605500.0
H25408-04-01,3286000.0,,,3286000.0
H25408-04-02,7041000.0,,,7041000.0
H25409-04-01,3669002.0,,,3669002.0
H25409-04-02,139000.0,,,139000.0
H25409-04-03,446000.0,,80000.0,526000.0
H25410-04-01,3878003.0,,620000.0,4498003.0
H25410-04-02,97000.0,,,97000.0
H25601-04-01,1038000.0,,,1038000.0
H25602-04-01,4059000.0,,,4059000.0
H25603-04-01,935000.0,,,935000.0
H25605-04-01,384000.0,,,384000.0
H25606-04-01,131500.0,,,131500.0
H25607-04-01,1102000.0,,,1102000.0
H25608-04-01,665000.0,,,665000.0
H25609-04-01,145002.0,,,145002.0
H25609-04-02,3486000.0,,2000000.0,5486000.0
H25609-04-04,333000.0,,,333000.0
H25609-04-05,3160002.0,,,3160002.0
H25609-04-06,95000.0,,,95000.0
H25609-04-07,141500.0,,,141500.0
H25610-04-01,446000.0,,,446000.0
H25610-04-02,472000.0,,,472000.0
H25610-04-03,362000.0,,,362000.0
H25701-04-01,730000.0,,,730000.0
H25702-04-01,2045000.0,,,2045000.0
H25702-04-02,207000.0,,,207000.0
H25703-04-02,1250000.0,,,1250000.0
H25703-04-03,400000.0,,,400000.0
H25704-04-01,217000.0,,,217000.0
H25705-04-01,2350000.0,,,2350000.0
H25705-04-02,207000.0,,,207000.0
H25706-04-01,4130000.0,,,4130000.0
H25706-04-02,8538000.0,,,8538000.0
H25706-04-03,200000.0,,,200000.0
H25706-04-04,745000.0,,,745000.0
H25707-04-01,669500.0,,312000.0,981500.0
H25708-04-01,248000.0,,,248000.0
H25709-04-01,2408000.0,,,2408000.0
H25901-04-01,693500.0,,,693500.0
H25902-04-01,1190500.0,,,1190500.0
H25903-04-01,6454500.0,500000.0,2200000.0,9154500.0
H25903-04-02,440000.0,,,440000.0
H25903-04-03,500000.0,,,500000.0
H25903-04-04,200000.0,,,200000.0
H25903-04-05,900000.0,,,900000.0
H25904-04-01,530000.0,,,530000.0
H25905-04-01,4462000.0,,55000.0,4517000.0
H25906-04-01,979000.0,,,979000.0
H25906-04-02,4000.0,,60000.0,64000.0
H25907-04-01,4642600.0,,,4642600.0
H25908-04-01,148000.0,,80000.0,228000.0
H25909-04-01,1841001.0,,,1841001.0
H25910-04-01,2308004.0,,,2308004.0
H25910-04-02,718000.0,,,718000.0
H25910-04-03,1980000.0,,,1980000.0
H26008-04-01,254000.0,,,254000.0
H26009-04-01,526000.0,,,526000.0
H26009-04-02,283000.0,,,283000.0
H26009-04-03,358000.0,,12000.0,370000.0
H26009-04-04,344000.0,,,344000.0
H26009-04-05,353000.0,,,353000.0
H26009-04-06,498000.0,,,498000.0
H26010-04-01,55000.0,,473000.0,528000.0
H26012-04-01,994000.0,,369000.0,1363000.0
H26102-04-02,100400.0,,,100400.0
H26106-04-01,30000.0,,,30000.0
H26106-04-02,90000.0,,,90000.0
H26107-04-01,83000.0,,73000.0,156000.0
H26108-04-01,276400.0,,,276400.0
H26109-04-01,334300.0,,,334300.0
H26110-04-01,8000.0,,561000.0,569000.0
H26111-04-01,1602000.0,,,1602000.0
H26201-04-01,175000.0,,,175000.0
H26201-04-03,428500.0,,,428500.0
H26202-04-01,1937000.0,88000.0,452000.0,2477000.0
H26203-04-01,1335000.0,,1425000.0,2760000.0
H26203-04-02,3299000.0,,,3299000.0
H26204-04-01,634000.0,,,634000.0
H26205-04-01,279100.0,,,279100.0
H26206-04-01,296400.0,,,296400.0
H26206-04-02,249500.0,,,249500.0
H26207-04-01,839000.0,,,839000.0
H26208-04-01,293300.0,,45000.0,338300.0
H26209-04-01,144000.0,,,144000.0
H26209-04-02,705700.0,,,705700.0
H26209-04-03,315000.0,,,315000.0
H26209-04-04,399000.0,,,399000.0
H26209-04-05,58000.0,,,58000.0
H26210-04-01,,,118000.0,118000.0
H26302-04-01,65000.0,,,65000.0
H26304-04-01,140500.0,,,140500.0
H26305-04-01,54000.0,,,54000.0
H26306-04-01,57000.0,,,57000.0
H26307-04-01,361600.0,,,361600.0
H26308-04-01,20000.0,,,20000.0
H26309-04-01,481000.0,,735000.0,1216000.0
H26311-04-01,407000.0,,,407000.0
H26405-04-01,459800.0,,,459800.0
H26406-04-01,875000.0,,,875000.0
H26407-04-01,185800.0,,,185800.0
H26410-04-01,3077000.0,,,3077000.0
H26411-04-01,369000.0,,,369000.0
H26411-04-03,160000.0,,,160000.0
H26411-04-04,59000.0,,,59000.0
H26416-04-01,803000.0,,,803000.0
H26501-04-01,35000.0,,,35000.0
H26502-04-01,560000.0,,,560000.0
H26502-04-02,230000.0,,,230000.0
H26502-04-03,13500.0,,,13500.0
H26503-04-01,305000.0,,150000.0,455000.0
H26504-04-01,55000.0,,470000.0,525000.0
H26505-04-01,195000.0,,,195000.0
H26506-04-01,863000.0,,,863000.0
H26507-04-01,2323000.0,,,2323000.0
H26509-04-01,1334000.0,,112000.0,1446000.0
H26511-04-01,657000.0,,,657000.0
H26511-04-02,14000.0,,,14000.0
H26602-04-01,149000.0,,40000.0,189000.0
H26602-04-02,87000.0,,,87000.0
H26603-04-01,62000.0,,20000.0,82000.0
H26603-04-02,45000.0,,,45000.0
H26603-04-03,159000.0,,,159000.0
H26604-04-01,62000.0,,,62000.0
H26605-04-01,68500.0,,290000.0,358500.0
H26607-04-01,1300000.0,,,1300000.0
H26608-04-01,758000.0,,,758000.0
H26609-04-01,55000.0,,,55000.0
H26610-04-01,2119000.0,,,2119000.0
H27004-04-01,769200.0,,,769200.0
H27005-04-01,766000.0,,,766000.0
H27006-04-01,263000.0,,60000.0,323000.0
H27006-04-02,2846000.0,,,2846000.0
H27007-04-01,70000.0,,395100.0,465100.0
H27010-04-01,1096000.0,,,1096000.0
H27010-04-02,3250000.0,,,3250000.0
H27010-04-03,346000.0,,,346000.0
H27102-04-01,548600.0,,,548600.0
H27103-04-01,117000.0,,,117000.0
H27104-04-01,630000.0,,,630000.0
H27106-04-01,588000.0,,,588000.0
H27106-04-02,30000.0,,,30000.0
H27106-04-03,,,114000.0,114000.0
H27107-04-01,105000.0,,,105000.0
H27108-04-01,682000.0,,,682000.0
H27110-04-01,3329000.0,,,3329000.0
H27402-04-01,528400.0,,,528400.0
H27402-04-02,437000.0,,,437000.0
H27403-04-01,1030700.0,,500000.0,1530700.0
H27404-04-01,234400.0,,,234400.0
H27404-04-02,1048200.0,,,1048200.0
H27406-04-01,167500.0,,,167500.0
H27407-04-01,295000.0,,,295000.0
H27408-04-01,408000.0,42000.0,,450000.0
H27409-04-01,392700.0,,,392700.0
H27410-04-01,874000.0,,,874000.0
H27801-04-01,382000.0,,,382000.0
H27802-04-01,508900.0,,,508900.0
H27803-04-01,544000.0,,,544000.0
H27804-04-01,254400.0,,,254400.0
H27805-04-01,230000.0,,,230000.0
H27805-04-02,557400.0,,,557400.0
H27806-04-01,199000.0,,,199000.0
H27806-04-02,315500.0,,,315500.0
H27807-04-01,914000.0,,,914000.0
H27808-04-01,2038400.0,,,2038400.0
H27808-04-02,224500.0,,,224500.0
H27901-04-01,2369000.0,,,2369000.0
H27902-04-01,501500.0,,,501500.0
H27903-04-01,626800.0,,,626800.0
H27904-04-01,486600.0,,,486600.0
H27905-04-01,63000.0,,,63000.0
H27906-04-01,1370900.0,,,1370900.0
H27907-04-01,482000.0,,72000.0,554000.0
H27907-04-02,460000.0,,,460000.0
H27908-04-01,2835500.0,,,2835500.0
H27908-04-02,39000.0,,,39000.0
H27909-04-01,1250000.0,,,1250000.0
H27910-04-01,1274000.0,,,1274000.0
H28003-04-01,10158000.0,,,10158000.0
H28006-04-01,1468000.0,,,1468000.0
H28007-04-01,13113600.0,,,13113600.0
H28102-04-01,344000.0,,,344000.0
H28104-04-01,2029900.0,,,2029900.0
H28105-04-01,426400.0,,,426400.0
H28106-04-01,3073000.0,,170000.0,3243000.0
H28107-04-01,20000.0,,,20000.0
H28108-04-01,2556000.0,,,2556000.0
H28108-04-02,812000.0,,,812000.0
H28109-04-01,159000.0,,,159000.0
H28109-04-02,2532000.0,,,2532000.0
H28110-04-01,795000.0,,,795000.0
H28202-04-01,164700.0,,,164700.0
H28205-04-01,82500.0,,,82500.0
H28205-04-02,123500.0,,,123500.0
H28206-04-01,737000.0,,,737000.0
H28206-04-02,39000.0,,,39000.0
H28207-04-01,405000.0,,,405000.0
H28207-04-02,29000.0,,,29000.0
H28209-04-01,354900.0,,,354900.0
H28210-04-01,587000.0,,,587000.0
H28211-04-01,139400.0,,,139400.0
H28307-04-01,754500.0,,,754500.0
H28309-04-01,685000.0,,,685000.0
H28310-04-01,3008200.0,,,3008200.0
H28501-04-01,160000.0,,20000.0,180000.0
H28502-04-01,996000.0,,40000.0,1036000.0
H28503-04-01,79000.0,,,79000.0
H28504-04-01,43000.0,,,43000.0
H28505-04-01,742001.0,,,742001.0
H28505-04-02,110000.0,,,110000.0
H28505-04-03,60500.0,,,60500.0
H28506-04-01,924000.0,,,924000.0
H28509-04-01,89000.0,,4800.0,93800.0
H28510-04-01,62000.0,,45000.0,107000.0
H28511-04-01,189000.0,,,189000.0
H28511-04-02,280000.0,,,280000.0
H28702-04-01,641400.0,,,641400.0
H28703-04-01,224000.0,,,224000.0
H28705-04-01,360000.0,,,360000.0
H28706-04-01,1723000.0,,,1723000.0
H28709-04-01,670200.0,,,670200.0
H28710-04-01,2362000.0,,,2362000.0
H28803-04-01,4701000.0,,,4701000.0
H28805-04-01,409000.0,,,409000.0
H28807-04-01,3887400.0,,,3887400.0
H28810-04-01,270100.0,,,270100.0
H29002-04-01,125000.0,,,125000.0
H29003-04-01,1600500.0,,,1600500.0
H29004-04-01,1113600.0,,,1113600.0
H29005-04-01,135000.0,,,135000.0
H29006-04-01,128000.0,,,128000.0
H29101-04-01,123100.0,,,123100.0
H29202-04-01,1800000.0,,,1800000.0
H29203-04-01,4594002.0,,1000000.0,5594002.0
H29205-04-01,3860400.0,,100000.0,3960400.0
H29208-04-01,610200.0,,50000.0,660200.0
H29209-04-01,1511002.0,,54000.0,1565002.0
H29210-04-02,6335001.0,,,6335001.0
H29401-04-01,1562000.0,,15000.0,1577000.0
H29402-04-01,16740000.0,,,16740000.0
H29403-04-01,6845000.0,,,6845000.0
H29404-04-01,1133000.0,,,1133000.0
H29405-04-01,1445000.0,,,1445000.0
H29406-04-01,3034000.0,,,3034000.0
H29407-04-01,1725500.0,,,1725500.0
H29408-04-01,507000.0,,,507000.0
H29409-04-01,10000.0,,10195000.0,10205000.0
H29410-04-01,4670002.0,,,4670002.0
H29410-04-02,918000.0,,,918000.0
H29501-04-01,524500.0,,,524500.0
H29502-04-01,474500.0,,,474500.0
H29503-04-01,304000.0,,,304000.0
H29504-04-01,109200.0,,,109200.0
H29505-04-01,1250000.0,,,1250000.0
H29507-04-01,425000.0,,,425000.0
H29508-04-01,153000.0,,,153000.0
H29509-04-01,54000.0,,20000.0,74000.0
H29511-04-01,95000.0,,,95000.0
H29602-04-01,144000.0,,55000.0,199000.0
H29602-04-02,295000.0,,,295000.0
H29602-04-03,865000.0,,,865000.0
H29603-04-01,1148400.0,,,1148400.0
H29603-04-02,285000.0,,,285000.0
H29604-04-01,136500.0,,,136500.0
H29604-04-02,215000.0,,,215000.0
H29604-04-03,184000.0,,,184000.0
H29605-04-01,,,30000.0,30000.0
H29606-04-01,2443501.0,,,2443501.0
H29607-04-01,136000.0,,,136000.0
H29608-04-01,313000.0,,,313000.0
H29608-04-02,206000.0,,,206000.0
H29609-04-01,384000.0,,,384000.0
H29609-04-02,197000.0,,,197000.0
H29610-04-01,6069011.0,,,6069011.0
H29611-04-01,555000.0,,,555000.0
H29701-04-01,185000.0,,,185000.0
H29702-04-01,40000.0,,,40000.0
H29702-04-02,130500.0,,25000.0,155500.0
H29703-04-01,279300.0,,,279300.0
H29704-04-01,601500.0,,,601500.0
H29705-04-01,416000.0,,,416000.0
H29706-04-01,8067000.0,,,8067000.0
H29706-04-02,337500.0,,,337500.0
H29706-04-03,2264000.0,,,2264000.0
H29707-04-01,55000.0,,,55000.0
H29707-04-02,2805000.0,,2120000.0,4925000.0
H29707-04-03,680000.0,,,680000.0
H29707-04-04,43000.0,,,43000.0
H29708-04-01,,,150000.0,150000.0
H29709-04-01,1390000.0,,,1390000.0
H29709-04-02,612000.0,,,612000.0
H29710-04-01,1280600.0,,2889000.0,4169600.0
H29710-04-02,1975000.0,,,1975000.0
H29710-04-03,1295000.0,,,1295000.0
H29801-04-01,903200.0,,,903200.0
H29802-04-01,2605001.0,,,2605001.0
H29803-04-01,780100.0,,,780100.0
H29803-04-02,654000.0,,,654000.0
H29805-04-01,242400.0,,,242400.0
H29806-04-01,730000.0,,,730000.0
H29807-04-01,899500.0,,,899500.0
H29807-04-02,97000.0,,,97000.0
H29809-04-01,5785016.0,,,5785016.0
H29810-04-01,2195007.0,,,2195007.0
H29810-04-02,1800000.0,,,1800000.0
H29901-04-01,2601500.0,,,2601500.0
H29902-04-01,268000.0,,2000.0,270000.0
H29902-04-02,349000.0,,,349000.0
H29902-04-05,1505002.0,2.0,2.0,1505006.0
H29902-04-06,432000.0,,,432000.0
H29902-04-07,130000.0,,,130000.0
H29903-04-01,457000.0,,,457000.0
H29903-04-02,507000.0,,,507000.0
H29904-04-01,554500.0,,,554500.0
H29905-04-01,1290000.0,,,1290000.0
H29906-04-01,602000.0,,,602000.0
H29906-04-02,46600.0,,,46600.0
H29907-04-01,822200.0,,,822200.0
H29908-04-01,283000.0,,47000.0,330000.0
H29908-04-02,377900.0,33000.0,6900.0,417800.0
H29909-04-01,155000.0,,,155000.0
H29909-04-02,370000.0,,,370000.0
H29910-04-01,6088000.0,,,6088000.0
H30002-04-01,260000.0,,,260000.0
H30002-04-02,435000.0,,,435000.0
H30006-04-01,239000.0,,350000.0,589000.0
H30008-04-01,82000.0,,,82000.0
H30008-04-02,3867500.0,,,3867500.0
H30009-04-01,480000.0,,,480000.0
H30010-04-01,4524002.0,,,4524002.0
H30012-04-01,11695000.0,,,11695000.0
H30302-04-01,3017500.0,,,3017500.0
H30303-04-01,1360000.0,,,1360000.0
H30304-04-01,247000.0,,,247000.0
H30306-04-01,8097501.0,,,8097501.0
H30307-04-01,572000.0,,,572000.0
H30308-04-01,195000.0,,,195000.0
H30309-04-01,8429501.0,,,8429501.0
H30309-04-02,695500.0,,,695500.0
H30309-04-03,449000.0,,,449000.0
H30310-04-01,4284000.0,,,4284000.0
H30402-04-01,4268000.0,,,4268000.0
H30403-04-01,1227001.0,,,1227001.0
H30404-04-01,4578501.0,,291000.0,4869501.0
H30405-04-01,897000.0,,,897000.0
H30406-04-01,2300000.0,,,2300000.0
H30407-04-01,351000.0,,,351000.0
H30408-04-01,570000.0,,,570000.0
H30408-04-02,472000.0,,35000.0,507000.0
H30409-04-01,421000.0,,,421000.0
H30411-04-01,60000.0,,,60000.0
H30412-04-01,2604001.0,1.0,1.0,2604003.0
H30502-04-01,18985500.0,,,18985500.0
H30502-04-02,1030000.0,,,1030000.0
H30502-04-03,1785000.0,,,1785000.0
H30503-04-01,5377001.0,,,5377001.0
H30504-04-01,4552000.0,,,4552000.0
H30505-04-01,965000.0,,,965000.0
H30507-04-01,175000.0,,,175000.0
H30509-04-01,1375000.0,,,1375000.0
H30510-04-01,1853001.0,,,1853001.0
H30511-04-01,4674003.0,,,4674003.0
H30511-04-02,530000.0,,,530000.0
H30511-04-03,358500.0,,,358500.0
H30602-04-01,835500.0,,,835500.0
H30603-04-01,73000.0,,,73000.0
H30604-04-01,489700.0,,,489700.0
H30605-04-01,27000.0,,,27000.0
H30605-04-02,671002.0,,,671002.0
H30605-04-03,284000.0,,,284000.0
H30607-04-01,139000.0,,,139000.0
H30608-04-01,511000.0,,,511000.0
