id,purch_value,own_value,gift_value,total_value
H12404-04-01,1243500.0,,,1243500.0
H12407-04-01,772000.0,,,772000.0
H12407-04-02,73400.0,,,73400.0
H12408-04-01,611300.0,,967000.0,1578300.0
H12409-04-01,1071500.0,,2000.0,1073500.0
H12411-04-01,8524300.0,,20000.0,8544300.0
H12501-04-01,241000.0,,,241000.0
H12502-04-01,1837700.0,,,1837700.0
H12504-04-01,20000.0,,,20000.0
H12505-04-01,66000.0,,,66000.0
H12506-04-01,459500.0,,,459500.0
H12507-04-01,93000.0,,,93000.0
H12509-04-01,1176300.0,,,1176300.0
H12510-04-01,1101500.0,,,1101500.0
H12512-04-01,496000.0,,,496000.0
H12601-04-01,82000.0,,433000.0,515000.0
H12603-04-01,258000.0,,,258000.0
H12604-04-01,177500.0,,,177500.0
H12605-04-01,1364000.0,,,1364000.0
H12606-04-01,4000.0,,49000.0,53000.0
H12606-04-02,112500.0,,,112500.0
H12607-04-01,31000.0,,,31000.0
H12609-04-01,16500.0,,,16500.0
H12610-04-01,120000.0,,,120000.0
H12610-04-02,2350500.0,,,2350500.0
H12611-04-01,216900.0,,,216900.0
H12701-04-01,1088000.0,,,1088000.0
H12701-04-02,129000.0,,25000.0,154000.0
H12703-04-01,223300.0,,679400.0,902700.0
H12704-04-01,1404700.0,,,1404700.0
H12705-04-01,1199500.0,,,1199500.0
H12706-04-01,569000.0,,,569000.0
H12707-04-01,24000.0,,96000.0,120000.0
H12708-04-01,168200.0,,1679400.0,1847600.0
H12709-04-01,439000.0,,,439000.0
H12710-04-01,1550000.0,,30000.0,1580000.0
H12805-04-01,4885000.0,,105000.0,4990000.0
H12805-04-02,170500.0,,,170500.0
H12806-04-01,32500.0,,28000.0,60500.0
H12808-04-01,4927300.0,,,4927300.0
H12809-04-01,86300.0,,1183500.0,1269800.0
H12809-04-02,341100.0,,,341100.0
H12809-04-03,93000.0,,,93000.0
H12810-04-01,4000.0,,90000.0,94000.0
H12811-04-01,205000.0,,647000.0,852000.0
H12812-04-01,541000.0,,191000.0,732000.0
H12901-04-01,362000.0,,,362000.0
H12903-04-01,1140700.0,,1750000.0,2890700.0
H12904-04-01,533600.0,,,533600.0
H12905-04-01,414700.0,,,414700.0
H12905-04-02,245000.0,,,245000.0
H12906-04-01,621100.0,,64000.0,685100.0
H12907-04-01,513500.0,,,513500.0
H12908-04-01,257300.0,,,257300.0
H12909-04-02,454700.0,,60000.0,514700.0
H12910-04-01,5430700.0,,,5430700.0
H13002-04-01,1317500.0,,,1317500.0
H13003-04-01,73950.0,,,73950.0
H13004-04-01,661500.0,,,661500.0
H13005-04-01,1500.0,,,1500.0
H13006-04-01,843000.0,,,843000.0
H13006-04-02,2385100.0,,,2385100.0
H13006-04-03,57000.0,,,57000.0
H13006-04-05,3127000.0,,,3127000.0
H13006-04-06,2969000.0,,,2969000.0
H13007-04-01,292100.0,,,292100.0
H13008-04-01,785500.0,,,785500.0
H13009-04-01,555100.0,,,555100.0
H13010-04-01,318200.0,,,318200.0
H13102-04-01,261000.0,,,261000.0
H13102-04-02,233000.0,,12000.0,245000.0
H13103-04-01,467000.0,,1225000.0,1692000.0
H13104-04-01,1508400.0,,,1508400.0
H13105-04-01,922500.0,,7000.0,929500.0
H13105-04-02,313000.0,,,313000.0
H13106-04-01,1359100.0,,,1359100.0
H13107-04-02,380100.0,,118000.0,498100.0
H13107-04-03,27000.0,,,27000.0
H13107-04-04,520000.0,,,520000.0
H13108-04-01,88700.0,,,88700.0
H13108-04-02,98000.0,,,98000.0
H13109-04-01,450000.0,,20000.0,470000.0
H13111-04-01,52500.0,,,52500.0
H13202-04-01,1498700.0,,,1498700.0
H13203-04-01,27500.0,,660300.0,687800.0
H13204-04-01,966000.0,,,966000.0
H13205-04-02,975500.0,,,975500.0
H13205-04-04,366000.0,,,366000.0
H13207-04-01,1450500.0,,15000.0,1465500.0
H13208-04-01,727500.0,,977200.0,1704700.0
H13208-04-02,122000.0,,700000.0,822000.0
H13209-04-01,96000.0,,1484601.0,1580601.0
H13210-04-01,837000.0,,,837000.0
H13303-04-01,6500.0,,195200.0,201700.0
H13306-04-01,260500.0,,234000.0,494500.0
H13307-04-01,107500.0,,,107500.0
H13307-04-02,139000.0,,,139000.0
H13308-04-01,142200.0,,,142200.0
H13309-04-01,199000.0,,,199000.0
H13310-04-01,348500.0,,285000.0,633500.0
H13310-04-02,268000.0,,,268000.0
H13310-04-03,240300.0,,,240300.0
H13310-04-04,1446100.0,,,1446100.0
H13310-04-05,105000.0,,,105000.0
H13310-04-06,98000.0,,,98000.0
H13310-04-07,176000.0,,,176000.0
H13311-04-01,75000.0,,,75000.0
H14001-04-01,433000.0,,,433000.0
H14002-04-01,502000.0,,,502000.0
H14003-04-01,612200.0,,,612200.0
H14003-04-02,111000.0,,,111000.0
H14003-04-03,213000.0,,,213000.0
H14004-04-01,146500.0,,,146500.0
H14004-04-02,229500.0,,,229500.0
H14004-04-03,274500.0,,50000.0,324500.0
H14005-04-01,241000.0,,,241000.0
H14006-04-01,1273500.0,,,1273500.0
H14007-04-01,1900500.0,,,1900500.0
H14008-04-01,24000.0,,,24000.0
H14008-04-02,64500.0,,,64500.0
H14009-04-01,131000.0,,,131000.0
H14010-04-01,45000.0,,750000.0,795000.0
H14101-04-01,2103750.0,,,2103750.0
H14104-04-01,100800.0,,,100800.0
H14104-04-02,43000.0,,,43000.0
H14106-04-01,20000.0,,,20000.0
H14109-04-01,1023000.0,,157000.0,1180000.0
H14109-04-03,1187000.0,,,1187000.0
H14109-04-04,4680000.0,,50000.0,4730000.0
H14110-04-01,124000.0,,,124000.0
H14111-04-01,10176000.0,,,10176000.0
H14201-04-01,286000.0,,,286000.0
H14202-04-01,70000.0,,110000.0,180000.0
H14203-04-01,221500.0,,,221500.0
H14206-04-01,255000.0,,,255000.0
H14207-04-01,3820001.0,,1.0,3820002.0
H14207-04-02,422300.0,,,422300.0
H14207-04-03,662400.0,,,662400.0
H14208-04-01,167000.0,,,167000.0
H14209-04-01,1948000.0,,,1948000.0
H14210-04-01,542900.0,,,542900.0
H14301-04-01,44200.0,,,44200.0
H14301-04-02,113000.0,,,113000.0
H14302-04-01,170001.0,,,170001.0
H14302-04-02,82500.0,,,82500.0
H14302-04-03,139500.0,,,139500.0
H14302-04-04,396003.0,,,396003.0
H14303-04-01,157000.0,,,157000.0
H14304-04-01,12000.0,,10000.0,22000.0
H14304-04-02,308200.0,,,308200.0
H14304-04-03,973400.0,,10000.0,983400.0
H14304-04-04,768000.0,,,768000.0
H14305-04-01,205000.0,,,205000.0
H14306-04-01,991000.0,,,991000.0
H14306-04-02,160000.0,,,160000.0
H14307-04-01,1047600.0,,,1047600.0
H14308-04-01,2736000.0,,,2736000.0
H14308-04-02,196000.0,,,196000.0
H14309-04-01,30000.0,,,30000.0
H14309-04-02,62000.0,,,62000.0
H14309-04-03,191000.0,,,191000.0
H14309-04-04,306000.0,,,306000.0
H14309-04-05,158000.0,,,158000.0
H14310-04-01,594000.0,,,594000.0
H14401-04-01,65000.0,,35000.0,100000.0
H14402-04-01,89000.0,,70000.0,159000.0
H14402-04-02,248502.0,,,248502.0
H14403-04-01,588000.0,,,588000.0
H14404-04-01,90000.0,,,90000.0
H14404-04-02,4000.0,,30000.0,34000.0
H14404-04-03,46000.0,,,46000.0
H14405-04-01,278000.0,,,278000.0
H14406-04-01,3037000.0,,,3037000.0
H14407-04-01,114500.0,,,114500.0
H14407-04-02,35900.0,,,35900.0
H14408-04-01,139500.0,,,139500.0
H14409-04-01,50400.0,,,50400.0
H14410-04-02,421500.0,,,421500.0
H14606-04-01,967000.0,,,967000.0
H14612-04-01,6198500.0,,,6198500.0
H14801-04-01,4000.0,,,4000.0
H14801-04-02,66500.0,,,66500.0
H14802-04-01,879000.0,,,879000.0
H14803-04-01,143400.0,,,143400.0
H14804-04-01,9000.0,,414000.0,423000.0
H14805-04-01,93700.0,,5000.0,98700.0
H14806-04-01,129000.0,,,129000.0
H14806-04-02,316000.0,,,316000.0
H14806-04-03,253600.0,,,253600.0
H14807-04-01,242900.0,,,242900.0
H14807-04-02,12000.0,,,12000.0
H14808-04-01,220500.0,,,220500.0
H14808-04-02,61100.0,,,61100.0
H14809-04-01,64000.0,,,64000.0
H14810-04-01,607500.0,,,607500.0
H14903-04-01,354000.0,,,354000.0
H14903-04-02,307400.0,,,307400.0
H14904-04-01,,,126000.0,126000.0
H14906-04-01,61000.0,,,61000.0
H14906-04-02,182400.0,,,182400.0
H14907-04-01,432700.0,,,432700.0
H14908-04-01,87600.0,,,87600.0
H14910-04-01,541300.0,,,541300.0
H15003-04-01,121000.0,,,121000.0
H15004-04-01,208200.0,,,208200.0
H15005-04-01,163000.0,,30000.0,193000.0
H15006-04-01,60000.0,,75000.0,135000.0
H15007-04-01,1829000.0,,,1829000.0
H15007-04-02,1574000.0,,,1574000.0
H15009-04-01,1056500.0,,,1056500.0
H15010-04-01,1127400.0,,1973000.0,3100400.0
H15101-04-01,1255500.0,,120000.0,1375500.0
H15102-04-01,189500.0,,,189500.0
H15102-04-02,182000.0,,,182000.0
H15103-04-01,1710800.0,,592000.0,2302800.0
H15104-04-01,103000.0,,,103000.0
H15105-04-01,590300.0,,,590300.0
H15106-04-01,1220000.0,,,1220000.0
H15107-04-01,685500.0,,,685500.0
H15108-04-01,1032501.0,,,1032501.0
H15109-04-01,140800.0,,,140800.0
H15109-04-02,1779000.0,,,1779000.0
H15110-04-01,380000.0,,,380000.0
H15301-04-01,312000.0,,,312000.0
H15301-04-02,177000.0,,,177000.0
H15302-04-01,1227400.0,,,1227400.0
H15304-04-01,94500.0,,4000.0,98500.0
H15305-04-01,166500.0,,,166500.0
H15306-04-01,91200.0,,25000.0,116200.0
H15308-04-01,54000.0,,,54000.0
H15309-04-01,339000.0,,,339000.0
H15309-04-02,172500.0,,,172500.0
H15310-04-01,1483000.0,,54000.0,1537000.0
H15502-04-01,562000.0,,,562000.0
H15503-04-01,34500.0,,,34500.0
H15504-04-01,37000.0,,195000.0,232000.0
H15505-04-01,268400.0,,,268400.0
H15505-04-02,1784500.0,,,1784500.0
H15506-04-01,22500.0,,58000.0,80500.0
H15508-04-01,136000.0,,,136000.0
H15509-04-01,841600.0,,,841600.0
H15510-04-01,1686000.0,,,1686000.0
H15903-04-01,254100.0,,,254100.0
H15904-04-01,289800.0,,,289800.0
H15905-04-01,791500.0,,,791500.0
H15907-04-01,170100.0,,,170100.0
H15907-04-02,95000.0,,,95000.0
H15908-04-01,,,30000.0,30000.0
H15909-04-01,238600.0,,,238600.0
H15909-04-02,111600.0,,,111600.0
H15909-04-03,22000.0,135000.0,,157000.0
H16201-04-01,40000.0,,,40000.0
H16201-04-02,954000.0,,,954000.0
H16202-04-01,20000.0,,,20000.0
H16203-04-01,2500.0,,25000.0,27500.0
H16204-04-01,370500.0,,,370500.0
H16205-04-01,181500.0,,30000.0,211500.0
H16207-04-01,36500.0,,,36500.0
H16208-04-01,913000.0,,,913000.0
H16209-04-01,260600.0,,,260600.0
H16210-04-01,2452000.0,,,2452000.0
H16302-04-01,98000.0,,2000.0,100000.0
H16304-04-01,1237900.0,,600000.0,1837900.0
H16305-04-02,70000.0,,,70000.0
H16305-04-03,174000.0,,,174000.0
H16306-04-01,2916100.0,,,2916100.0
H16307-04-01,457600.0,,,457600.0
H16308-04-01,758000.0,,,758000.0
H16308-04-02,870500.0,,,870500.0
H16309-04-01,88000.0,,,88000.0
H16310-04-01,614500.0,,33000.0,647500.0
H16401-04-01,799500.0,,,799500.0
H16402-04-01,283200.0,,,283200.0
H16403-04-01,8000.0,,,8000.0
H16404-04-01,100000.0,,105000.0,205000.0
H16405-04-01,20000.0,,,20000.0
H16405-04-02,32500.0,,,32500.0
H16406-04-01,819500.0,,,819500.0
H16407-04-01,6000.0,,,6000.0
H16407-04-02,209000.0,,,209000.0
H16407-04-03,91000.0,,,91000.0
H16408-04-01,200000.0,,,200000.0
H16409-04-01,246000.0,,,246000.0
H16409-04-02,818500.0,,5000.0,823500.0
H16409-04-03,456100.0,,,456100.0
H16409-04-04,173000.0,,,173000.0
H16410-04-01,562700.0,,,562700.0
H16501-04-02,457000.0,,,457000.0
H16502-04-01,528000.0,,,528000.0
H16503-04-01,570600.0,,,570600.0
H16505-04-01,514200.0,,,514200.0
H16505-04-02,5000.0,,,5000.0
H16505-04-03,401000.0,,,401000.0
H16506-04-01,118800.0,,,118800.0
H16507-04-01,291700.0,,,291700.0
H16508-04-01,2413500.0,55000.0,,2468500.0
H16509-04-01,184000.0,,,184000.0
H16510-04-01,1807000.0,,,1807000.0
H16604-04-01,,,141000.0,141000.0
H16604-04-02,57000.0,,,57000.0
H16606-04-01,110900.0,,,110900.0
H16607-04-01,288000.0,,5000.0,293000.0
H16609-04-01,5392500.0,,,5392500.0
H16611-04-01,1966000.0,,,1966000.0
H16701-04-01,346000.0,,,346000.0
H16702-04-01,420000.0,,,420000.0
H16703-04-01,180003.0,,,180003.0
H16703-04-02,19000.0,,,19000.0
H16704-04-01,238500.0,,,238500.0
H16704-04-02,132500.0,,,132500.0
H16705-04-01,619800.0,,540000.0,1159800.0
H16707-04-01,180000.0,,8000.0,188000.0
H16708-04-01,894000.0,,,894000.0
H16709-04-01,363500.0,,,363500.0
H16710-04-01,822000.0,,146000.0,968000.0
H16802-04-01,889000.0,,20000.0,909000.0
H16803-04-01,4967100.0,,,4967100.0
H16804-04-01,102500.0,,150000.0,252500.0
H16804-04-03,159000.0,,130000.0,289000.0
H16806-04-01,43300.0,,,43300.0
H16806-04-02,242800.0,,,242800.0
H16807-04-01,592800.0,,,592800.0
H16808-04-01,331500.0,,,331500.0
H16809-04-01,131500.0,,,131500.0
H16809-04-02,1393000.0,,,1393000.0
H16809-04-03,135000.0,,,135000.0
H16810-04-01,1282000.0,,,1282000.0
H17002-04-01,416000.0,,,416000.0
H17003-04-01,428300.0,,,428300.0
H17005-04-01,845000.0,,,845000.0
H17006-04-01,483500.0,,20000.0,503500.0
H17007-04-02,403000.0,,,403000.0
H17008-04-01,285000.0,,,285000.0
H17009-04-01,283500.0,,,283500.0
H17009-04-02,169000.0,,,169000.0
H17010-04-01,1279500.0,,,1279500.0
H17010-04-02,485000.0,,,485000.0
H17102-04-01,52400.0,,,52400.0
H17103-04-01,5156000.0,,,5156000.0
H17105-04-01,41500.0,,,41500.0
H17108-04-01,115000.0,50000.0,60000.0,225000.0
H17109-04-01,1215000.0,,,1215000.0
H17110-04-01,3338000.0,,,3338000.0
H17201-04-01,234000.0,,22000.0,256000.0
H17201-04-02,263500.0,,1500000.0,1763500.0
H17201-04-03,13000.0,,30000.0,43000.0
H17202-04-01,256500.0,,,256500.0
H17203-04-01,1147800.0,,33000.0,1180800.0
H17204-04-01,2216000.0,,,2216000.0
H17205-04-01,278000.0,,,278000.0
H17206-04-01,343500.0,,,343500.0
H17207-04-01,2117700.0,,,2117700.0
H17207-04-02,322200.0,,,322200.0
H17210-04-01,1785500.0,,2333000.0,4118500.0
H17301-04-01,187300.0,,22000.0,209300.0
H17302-04-01,47700.0,,,47700.0
H17308-04-01,400600.0,,,400600.0
H17309-04-01,45000.0,,,45000.0
H17310-04-01,1211600.0,,,1211600.0
H17401-04-01,5065800.0,,,5065800.0
H17401-04-02,43400.0,,19000.0,62400.0
H17404-04-01,362300.0,,5000.0,367300.0
H17405-04-01,5000.0,,,5000.0
H17406-04-01,6969000.0,,,6969000.0
H17406-04-03,153000.0,,,153000.0
H17408-04-01,920500.0,,,920500.0
H17409-04-01,2636900.0,15000.0,,2651900.0
H17410-04-01,276300.0,,,276300.0
H17502-04-01,296700.0,,1322000.0,1618700.0
H17503-04-01,2733500.0,,,2733500.0
H17504-04-02,10500.0,,8000.0,18500.0
H17506-04-01,938100.0,,,938100.0
H17507-04-01,7000.0,,40000.0,47000.0
H17509-04-01,1904501.0,,,1904501.0
H17511-04-01,475500.0,,,475500.0
H17511-04-02,99500.0,,,99500.0
H17511-04-03,297000.0,,,297000.0
H17601-04-01,489500.0,,,489500.0
H17604-04-01,338000.0,,,338000.0
H17605-04-01,93000.0,,,93000.0
H17606-04-01,1515800.0,,,1515800.0
H17608-04-01,421000.0,,,421000.0
H17608-04-02,123000.0,,,123000.0
H17609-04-01,110100.0,,,110100.0
H17610-04-01,170000.0,,50000.0,220000.0
H17701-04-01,56500.0,,,56500.0
H17703-04-01,24200.0,,,24200.0
H17704-04-01,103000.0,,120000.0,223000.0
H17705-04-02,445000.0,,,445000.0
H17707-04-02,878200.0,,30000.0,908200.0
H17707-04-03,2144000.0,,,2144000.0
H17707-04-04,172000.0,,,172000.0
H17708-04-01,2098900.0,,,2098900.0
H17708-04-02,161200.0,,,161200.0
H17709-04-01,1347700.0,,,1347700.0
H17710-04-01,142000.0,,15000.0,157000.0
H18001-04-01,580500.0,,18000.0,598500.0
H18001-04-02,208000.0,,,208000.0
H18005-04-01,9255000.0,,,9255000.0
H18007-04-01,4838000.0,,,4838000.0
H18010-04-01,10667000.0,100000.0,170000.0,10937000.0
H18011-04-01,2095800.0,,,2095800.0
H18012-04-01,751400.0,,,751400.0
H18013-04-01,2206000.0,,,2206000.0
H18101-04-01,184600.0,,15000.0,199600.0
H18102-04-01,142300.0,,7000.0,149300.0
H18103-04-01,509000.0,,,509000.0
H18103-04-02,599500.0,,,599500.0
H18103-04-03,293500.0,,,293500.0
H18104-04-01,77500.0,,,77500.0
H18104-04-02,49100.0,,5000.0,54100.0
H18104-04-03,22500.0,,,22500.0
H18104-04-04,656500.0,,,656500.0
H18105-04-01,117000.0,,,117000.0
H18106-04-01,127200.0,,,127200.0
H18107-04-01,45000.0,,,45000.0
H18108-04-01,1208200.0,,,1208200.0
H18109-04-01,237400.0,,,237400.0
H18110-04-01,2217000.0,,,2217000.0
H18201-04-01,41500.0,,,41500.0
H18202-04-02,76900.0,,,76900.0
H18202-04-03,228500.0,,4000.0,232500.0
H18202-04-04,1407500.0,,,1407500.0
H18202-04-05,250000.0,,,250000.0
H18202-04-06,80500.0,,,80500.0
H18203-04-01,1236900.0,,,1236900.0
H18204-04-01,166500.0,,,166500.0
H18204-04-02,38000.0,,8.0,38008.0
H18205-04-01,177500.0,,,177500.0
H18205-04-02,327000.0,,,327000.0
H18206-04-01,439900.0,,,439900.0
H18206-04-02,397500.0,,,397500.0
H18207-04-01,295000.0,,,295000.0
H18207-04-02,100000.0,,8.0,100008.0
H18208-04-01,210500.0,,,210500.0
H18209-04-01,368900.0,,,368900.0
H18209-04-02,240500.0,,,240500.0
H18210-04-01,2974300.0,,24.0,2974324.0
H18210-04-02,616008.0,,8.0,616016.0
H18210-04-03,54500.0,,75000.0,129500.0
H18210-04-04,3860500.0,,,3860500.0
H18210-04-05,1349000.0,,8.0,1349008.0
H18301-04-01,122000.0,,,122000.0
H18301-04-02,129000.0,,,129000.0
H18301-04-03,262800.0,,,262800.0
H18301-04-04,375000.0,,,375000.0
H18301-04-05,151500.0,,,151500.0
H18301-04-06,1171500.0,,,1171500.0
H18301-04-07,316500.0,,,316500.0
H18302-04-01,13000.0,,,13000.0
H18303-04-01,190200.0,,,190200.0
H18305-04-01,128400.0,,,128400.0
H18306-04-01,814300.0,,,814300.0
H18307-04-01,3298000.0,,,3298000.0
H18308-04-01,80600.0,,,80600.0
H18309-04-01,257000.0,,,257000.0
H18311-04-01,404800.0,,,404800.0
H18311-04-02,191000.0,,,191000.0
H18601-04-01,113500.0,,,113500.0
H18601-04-02,11182500.0,,,11182500.0
H18601-04-03,277000.0,,,277000.0
H18601-04-04,383000.0,,,383000.0
H18602-04-01,90400.0,,,90400.0
H18603-04-01,1502700.0,,,1502700.0
H18604-04-01,1500000.0,,,1500000.0
H18605-04-01,2405000.0,,,2405000.0
H18606-04-01,530000.0,,,530000.0
H18607-04-01,1076000.0,,,1076000.0
H18608-04-01,792700.0,,,792700.0
H18609-04-01,155000.0,,,155000.0
H18708-04-01,752000.0,,,752000.0
H18712-04-01,2594000.0,,,2594000.0
H18801-04-01,191000.0,,,191000.0
H18801-04-02,131400.0,,,131400.0
H18802-04-01,1860000.0,,,1860000.0
H18803-04-01,109000.0,,,109000.0
H18804-04-01,139700.0,,,139700.0
H18805-04-01,715500.0,,,715500.0
H18806-04-01,272600.0,,,272600.0
H18806-04-02,1197000.0,,,1197000.0
H18806-04-03,306000.0,,,306000.0
H18807-04-01,440000.0,,25000.0,465000.0
H18807-04-02,227000.0,,,227000.0
H18808-04-02,445200.0,,,445200.0
H18808-04-03,93500.0,,,93500.0
H18809-04-01,426000.0,,,426000.0
H18810-04-01,122700.0,,,122700.0
H18901-04-01,2000.0,,7000.0,9000.0
H18902-04-01,77800.0,,,77800.0
H18904-04-01,127200.0,,,127200.0
H18905-04-01,93500.0,,,93500.0
H18907-04-01,244500.0,,4500.0,249000.0
H18908-04-01,1264300.0,,,1264300.0
H18909-04-01,99000.0,,,99000.0
H18910-04-01,536000.0,,4500.0,540500.0
H19001-04-01,1301200.0,,,1301200.0
H19001-04-02,38500.0,,30.0,38530.0
H19002-04-01,2685000.0,,,2685000.0
H19004-04-01,27600.0,,7000.0,34600.0
H19005-04-01,282000.0,,,282000.0
H19006-04-01,157500.0,,,157500.0
H19007-04-01,45400.0,,,45400.0
H19008-04-01,95400.0,,,95400.0
H19008-04-02,273000.0,,,273000.0
H19008-04-03,324000.0,,,324000.0
H19008-04-04,282400.0,,,282400.0
H19009-04-01,426500.0,,,426500.0
H19010-04-01,780000.0,,,780000.0
H19101-04-01,81300.0,,,81300.0
H19102-04-01,490800.0,,,490800.0
H19103-04-01,336000.0,,,336000.0
H19104-04-01,190000.0,,,190000.0
H19105-04-01,144800.0,,,144800.0
H19106-04-01,103600.0,,15000.0,118600.0
H19107-04-01,351500.0,,,351500.0
H19107-04-02,93200.0,,,93200.0
H19107-04-03,56500.0,,,56500.0
H19108-04-01,44000.0,,,44000.0
H19108-04-02,122000.0,,,122000.0
H19108-04-03,16000.0,,,16000.0
H19109-04-01,237000.0,,,237000.0
H19110-04-01,128700.0,,,128700.0
H19201-04-01,1566000.0,,,1566000.0
H19203-04-01,2755000.0,,,2755000.0
H19204-04-01,197000.0,,,197000.0
H19205-04-01,70000.0,,,70000.0
H19205-04-03,324500.0,,,324500.0
H19206-04-01,19000.0,,,19000.0
H19207-04-01,168000.0,,135000.0,303000.0
H19208-04-01,2924000.0,,,2924000.0
H19210-04-01,277600.0,,,277600.0
H19211-04-01,32500.0,,2000.0,34500.0
H19212-04-01,168600.0,,,168600.0
H19212-04-02,76600.0,,,76600.0
H19212-04-03,592100.0,,,592100.0
H19401-04-01,242700.0,,,242700.0
H19402-04-01,137000.0,,58500.0,195500.0
H19404-04-01,282000.0,,,282000.0
H19406-04-01,1443900.0,25000.0,,1468900.0
H19407-04-01,1304600.0,,,1304600.0
H19409-04-01,285000.0,,,285000.0
H19501-04-01,156000.0,,49200.0,205200.0
H19502-04-01,45900.0,,10500.0,56400.0
H19504-04-01,145200.0,,7000.0,152200.0
H19504-04-02,123800.0,,500.0,124300.0
H19505-04-01,166500.0,,,166500.0
H19506-04-01,56000.0,,,56000.0
H19507-04-01,110600.0,,,110600.0
H19508-04-01,107900.0,800.0,6000.0,114700.0
H19509-04-01,948500.0,,,948500.0
H19510-04-01,808400.0,,16000.0,824400.0
H19602-04-01,5948500.0,,,5948500.0
H19602-04-02,486000.0,,,486000.0
H19603-04-01,4531400.0,,329000.0,4860400.0
H19604-04-01,126600.0,,,126600.0
H19605-04-01,245600.0,,87000.0,332600.0
H19607-04-01,12000.0,,20000.0,32000.0
H19607-04-02,119000.0,,,119000.0
H19607-04-03,202500.0,,,202500.0
H19608-04-01,90500.0,,,90500.0
H19609-04-01,193000.0,,13000.0,206000.0
H19610-04-01,3032500.0,,,3032500.0
H19702-04-01,64000.0,,,64000.0
H19702-04-02,9985400.0,,,9985400.0
H19702-04-03,334000.0,,,334000.0
H19702-04-04,648500.0,,40000.0,688500.0
H19703-04-01,360500.0,,,360500.0
H19703-04-02,132000.0,,3500.0,135500.0
H19704-04-01,467300.0,,5000.0,472300.0
H19705-04-01,2271100.0,,,2271100.0
H19707-04-01,165500.0,,,165500.0
H19708-04-01,967000.0,,22000.0,989000.0
H19709-04-01,21000.0,,18000.0,39000.0
H19710-04-01,225000.0,,,225000.0
H19711-04-01,115300.0,,,115300.0
H20002-04-01,134400.0,,9000.0,143400.0
H20003-04-01,147500.0,,,147500.0
H20004-04-01,1084000.0,,,1084000.0
H20005-04-01,900500.0,,,900500.0
H20005-04-02,395400.0,,,395400.0
H20006-04-01,5000.0,,,5000.0
H20007-04-01,70000.0,,35000.0,105000.0
H20009-04-01,638500.0,,,638500.0
H20010-04-01,168300.0,,,168300.0
H20010-04-02,201100.0,,,201100.0
H20010-04-03,5860000.0,,,5860000.0
H20011-04-01,310500.0,,,310500.0
H20201-04-01,1066950.0,,6000.0,1072950.0
H20202-04-01,1871300.0,,1000.0,1872300.0
H20203-04-01,15500.0,,,15500.0
H20203-04-02,151000.0,,,151000.0
H20205-04-01,198600.0,,6000.0,204600.0
H20206-04-01,361100.0,,,361100.0
H20207-04-01,353900.0,,,353900.0
H20207-04-02,109500.0,,44000.0,153500.0
H20208-04-01,25000.0,,24000.0,49000.0
H20209-04-01,81000.0,,,81000.0
H20210-04-01,57700.0,,,57700.0
H20210-04-02,273000.0,,,273000.0
H20210-04-03,58000.0,,,58000.0
H20301-04-01,35800.0,,,35800.0
H20302-04-01,13500.0,,12000.0,25500.0
H20303-04-01,167300.0,,,167300.0
H20304-04-01,28500.0,,13350.0,41850.0
H20305-04-01,107400.0,,,107400.0
H20306-04-01,248000.0,,,248000.0
H20307-04-01,371100.0,,,371100.0
H20309-04-01,3500.0,,169500.0,173000.0
H20310-04-01,70400.0,,,70400.0
H20310-04-02,274200.0,,,274200.0
H20401-04-01,82500.0,,,82500.0
H20402-04-01,22750.0,,,22750.0
H20403-04-01,571000.0,,,571000.0
H20404-04-01,64000.0,,,64000.0
H20406-04-01,232400.0,6000.0,,238400.0
H20407-04-01,233700.0,,,233700.0
H20408-04-01,177900.0,,7000.0,184900.0
H20409-04-01,153000.0,,5000.0,158000.0
H20411-04-01,1374100.0,,,1374100.0
H20503-04-01,1509500.0,,,1509500.0
H20504-04-01,1454000.0,,,1454000.0
H20505-04-01,70000.0,,,70000.0
H20507-04-01,475000.0,,,475000.0
H20507-04-02,453000.0,,,453000.0
H20508-04-01,2133750.0,,,2133750.0
H20509-04-01,1583000.0,,,1583000.0
H20510-04-01,2426000.0,,,2426000.0
H20601-04-01,300000.0,,,300000.0
H20601-04-02,39800.0,,,39800.0
H20602-04-01,868000.0,,,868000.0
H20603-04-01,64000.0,,,64000.0
H20603-04-02,1880000.0,,,1880000.0
H20603-04-03,109000.0,,,109000.0
H20604-04-01,139000.0,,,139000.0
H20606-04-01,136000.0,,,136000.0
H20606-04-02,188000.0,,,188000.0
H20607-04-01,302500.0,,,302500.0
H20608-04-01,500500.0,,,500500.0
H20609-04-02,347200.0,,,347200.0
H20610-04-02,100000.0,,,100000.0
H20610-04-03,113500.0,,,113500.0
H20610-04-04,119000.0,,,119000.0
H20611-04-02,660500.0,,,660500.0
H20801-04-01,1483000.0,,53000.0,1536000.0
H20802-04-01,945200.0,,,945200.0
H20803-04-01,540000.0,,,540000.0
H20804-04-01,238200.0,,,238200.0
H20805-04-01,845000.0,,,845000.0
H20805-04-02,45000.0,,,45000.0
H20807-04-01,189500.0,,,189500.0
H20809-04-01,77500.0,,334000.0,411500.0
H20810-04-01,1413800.0,,,1413800.0
H20811-04-01,1710000.0,,,1710000.0
H20811-04-02,138500.0,,,138500.0
H20811-04-03,1579000.0,,,1579000.0
H20811-04-04,154000.0,,,154000.0
