hh,own_value
H04604-04-01,
H04606-04-02,145600.0
H04607-04-01,208000.0
H04608-04-01,
H04610-04-02,
H04610-04-03,
H04802-04-01,
H04802-04-03,
H04803-04-02,93600.0
H04804-04-01,
H04806-04-01,
H04808-04-01,364000.0
H04808-04-02,
H04810-04-01,
H04903-04-01,
H04908-04-01,
H04909-04-01,15600.0
H04910-04-01,
H04912-04-01,156000.0
H04913-04-01,
H04913-04-02,
H04913-04-03,
H04913-04-06,
H05002-04-01,
H05003-04-01,
H05005-04-01,
H05008-04-01,
H05009-04-01,
H05101-04-01,546000.0
H05102-04-01,
H05103-04-01,
H05104-04-01,
H05105-04-01,
H05106-04-01,806000.0
H05107-04-01,
H05108-04-01,
H05301-04-01,
H05302-04-01,31200.0
H05303-04-01,
H05304-04-01,
H05305-04-01,592800.0
H05305-04-02,
H05305-04-03,702000.0
H05305-04-05,
H05308-04-01,644800.0
H05309-04-01,
H05310-04-01,
H05310-04-02,249600.0
H05403-04-01,1040000.0
H05404-04-01,
H05406-04-01,
H05407-04-01,
H05407-04-02,
H05409-04-01,
H05410-04-01,52000.0
H05412-04-01,
H05412-04-02,
H05412-04-03,
H05701-04-01,
H05702-04-01,364000.0
H05703-04-01,
H05704-04-01,62400.0
H05706-04-01,
H05709-04-01,187200.0
H05710-04-01,
H05711-04-01,
H05711-04-02,
H05901-04-01,93600.0
H05904-04-01,
H05906-04-01,
H05906-04-02,78000.0
H05910-04-01,
H06001-04-01,436800.0
H06005-04-01,
H06006-04-01,
H06007-04-01,
H06008-04-01,
H06009-04-01,364000.0
H06101-04-01,416000.0
H06102-04-01,
H06103-04-01,182000.0
H06104-04-01,520000.0
H06104-04-02,
H06105-04-01,1430000.0
H06105-04-02,291200.0
H06107-04-01,
H06108-04-01,
H06109-04-01,218400.0
H06110-04-01,332800.0
H06201-04-01,546000.0
H06203-04-01,
H06207-04-01,1248000.0
H06208-04-01,728000.0
H06301-04-01,156000.0
H06303-04-02,
H06303-04-03,
H06305-04-01,
H06306-04-01,
H06307-04-01,566800.0
H06309-04-01,
H06310-04-01,
H06310-04-02,
H06310-04-03,
H06402-04-01,520000.0
H06404-04-01,
H06405-04-01,
H06406-04-01,93600.0
H06408-04-01,78000.0
H06409-04-01,
H06410-04-01,234000.0
H06601-04-01,
H06602-04-01,
H06603-04-01,520000.0
H06604-04-01,
H06605-04-01,
H06606-04-01,
H06607-04-01,
H06608-04-01,
H06609-04-01,
H06701-04-01,
H06702-04-01,
H06703-04-01,
H06704-04-01,202800.0
H06707-04-02,707200.0
H06709-04-01,728000.0
H06710-04-01,
H06801-04-01,
H06802-04-01,
H06803-04-01,
H06805-04-01,
H06806-04-01,364000.0
H06807-04-01,
H06810-04-01,
H06810-04-02,
H06901-04-01,
H06902-04-01,
H06903-04-01,
H06911-04-01,
H06911-04-03,
H06914-04-01,
H07002-04-02,
H07003-04-01,
H07007-04-01,1586000.0
H07007-04-02,
H07009-04-01,218400.0
H07010-04-01,1040000.0
H07201-04-01,
H07202-04-01,
H07202-04-02,
H07203-04-01,1372800.0
H07204-04-01,
H07205-04-01,
H07206-04-01,
H07207-04-01,962000.0
H07208-04-01,
H07208-04-02,
H07209-04-01,
H07210-04-01,
H07302-04-01,
H07306-04-01,
H07307-04-01,
H07309-04-01,
H07310-04-01,
H07403-04-01,988000.0
H07404-04-01,
H07406-04-01,
H07408-04-01,93600.0
H07408-04-02,
H07410-04-01,
H07412-04-01,
H07413-04-01,
H07501-04-01,
H07502-04-01,
H07502-04-02,
H07502-04-03,
H07502-04-04,
H07502-04-06,
H07502-04-07,
H07504-04-01,364000.0
H07506-04-01,124800.0
H07507-04-01,
H07508-04-01,187200.0
H07509-04-01,
H07509-04-02,
H07509-04-03,
H07509-04-04,
H07510-04-01,364000.0
H08101-04-01,
H08102-04-01,
H08102-04-02,
H08102-04-03,
H08102-04-04,
H08102-04-06,
H08103-04-01,
H08107-04-01,
H08114-04-01,
H08301-04-01,780000.0
H08302-04-01,624000.0
H08302-04-02,592800.0
H08302-04-04,
H08303-04-01,1300000.0
H08304-04-01,
H08305-04-01,
H08306-04-01,
H08307-04-02,
H08307-04-03,
H08308-04-01,
H08308-04-03,
H08309-04-01,
H08310-04-01,
H08402-04-01,520000.0
H08404-04-01,104000.0
H08405-04-01,
H08406-04-01,520000.0
H08406-04-02,
H08406-04-04,
H08408-04-01,
H08409-04-02,436800.0
H08410-04-01,
H08503-04-01,
H08503-04-02,
H08503-04-03,104000.0
H08504-04-01,62400.0
H08505-04-01,624000.0
H08506-04-01,
H08508-04-01,83200.0
H08510-04-02,
H08602-04-01,
H08602-04-02,
H08602-04-03,
H08603-04-01,156000.0
H08605-04-01,
H08609-04-01,
H08701-04-01,2184000.0
H08703-04-01,3874000.0
H08704-04-01,2808000.0
H08706-04-01,1820000.0
H08707-04-01,2340000.0
H08708-04-01,364000.0
H08708-04-02,1560000.0
H08709-04-01,4628000.0
H08710-04-01,1820000.0
H08801-04-01,
H08802-04-01,
H08802-04-02,
H08803-04-01,
H08804-04-01,
H08805-04-01,
H08806-04-01,
H08811-04-01,93600.0
H09001-04-01,364000.0
H09001-04-02,
H09003-04-01,
H09004-04-01,
H09004-04-02,
H09005-04-01,
H09007-04-01,1326000.0
H09008-04-01,
H09008-04-02,
H09009-04-01,
H09009-04-02,
H09010-04-01,
H09011-04-01,
H09101-04-01,
H09102-04-01,78000.0
H09103-04-01,416000.0
H09105-04-02,
H09106-04-01,
H09106-04-02,
H09108-04-01,
H09111-04-01,
H09203-04-01,62400.0
H09208-04-01,
H09209-04-01,
H09210-04-01,
H09403-04-01,
H09403-04-02,
H09504-04-01,
H09505-04-01,
H09509-04-01,
H09510-04-01,
H09513-04-01,
H09514-04-01,
H09604-04-01,
H09605-04-01,
H09608-04-01,
H09609-04-01,780000.0
H09610-04-01,
H09613-04-01,
H09705-04-01,
H09706-04-01,
H09710-04-01,582400.0
H09901-04-01,
H09902-04-01,
H09903-04-01,
H09905-04-01,
H09906-04-01,
H09908-04-01,
H09909-04-01,
H09910-04-01,
H10002-04-01,
H10003-04-01,
H10004-04-01,2371200.0
H10007-04-01,2678000.0
H10009-04-01,
H10009-04-02,
H10010-04-01,
H10011-04-01,
H10201-04-01,
H10201-04-02,
H10205-04-01,
H10207-04-01,
H10209-04-01,
H10210-04-01,
H10304-04-01,
H10306-04-01,
H10309-04-01,
H10311-04-01,
H10312-04-01,
H10701-04-01,
H10701-04-02,
H10701-04-03,
H10703-04-01,
H10704-04-01,
H10706-04-01,46800.0
H10706-04-02,
H10707-04-01,
H10708-04-01,780000.0
H10709-04-01,
H10710-04-01,
H10710-04-04,
H10710-04-05,
H10801-04-01,
H10802-04-01,
H10803-04-01,520000.0
H10803-04-02,
H10803-04-03,
H10804-04-01,52000.0
H10805-04-01,208000.0
H10806-04-01,
H10807-04-01,
H10807-04-02,
H10809-04-01,
H10810-04-01,
H10904-04-01,52000.0
H10905-04-01,
H10908-04-01,
H10909-04-01,
H10909-04-02,
H10909-04-03,
H10909-04-04,
H11001-04-01,
H11002-04-01,
H11003-04-01,
H11006-04-01,
H11007-04-01,780000.0
H11009-04-01,
H11010-04-01,208000.0
H11403-04-01,
H11405-04-01,
H11406-04-01,
H11409-04-01,
H11414-04-01,
H11502-04-02,
H11504-04-01,
H11505-04-01,
H11506-04-01,
H11506-04-02,
H11506-04-03,
H11507-04-01,
H11509-04-01,
H11510-04-01,1404000.0
H11801-04-01,624000.0
H11804-04-01,
H11805-04-01,
H11807-04-01,
H11808-04-01,
H11808-04-02,
H11809-04-01,312000.0
H11810-04-01,46800.0
H11901-04-01,436800.0
H11902-04-01,
H11903-04-01,
H11903-04-02,
H11905-04-01,
H11907-04-01,
H11908-04-01,
H11910-04-01,577200.0
H12001-04-01,
H12003-04-01,31200.0
H12003-04-02,93600.0
H12005-04-01,
H12007-04-01,
H12008-04-01,884000.0
H12009-04-01,
H12011-04-01,
H12303-04-01,
H12306-04-01,
H12310-04-01,
H12311-04-01,
H12401-04-01,
H12402-04-01,
H12404-04-01,
H12407-04-01,
H12407-04-02,
H12408-04-01,
H12409-04-01,
H12411-04-01,764400.0
H12502-04-01,
H12504-04-01,
H12506-04-01,
H12507-04-01,
H12509-04-01,
H12510-04-01,364000.0
H12512-04-01,
H12604-04-01,
H12605-04-01,
H12606-04-02,
H12607-04-01,
H12610-04-02,
H12611-04-01,182000.0
H12701-04-01,
H12701-04-02,
H12703-04-01,
H12704-04-01,
H12705-04-01,
H12706-04-01,
H12708-04-01,
H12709-04-01,
H12710-04-01,182000.0
H12805-04-02,
H12806-04-01,
H12808-04-01,
H12809-04-01,
H12809-04-02,
H12809-04-03,
H12810-04-01,364000.0
H12811-04-01,
H12812-04-01,873600.0
H12901-04-01,312000.0
H12902-04-02,
H12903-04-01,
H12904-04-01,
H12905-04-01,546000.0
H12905-04-02,
H12907-04-01,
H12908-04-01,
H12909-04-02,364000.0
H12910-04-01,182000.0
H13002-04-01,
H13003-04-01,
H13004-04-01,
H13006-04-01,1274000.0
H13006-04-02,364000.0
H13006-04-03,2002000.0
H13006-04-05,
H13006-04-06,624000.0
H13007-04-01,260000.0
H13008-04-01,
H13009-04-01,291200.0
H13010-04-01,416000.0
H13102-04-01,
H13103-04-01,436800.0
H13104-04-01,728000.0
H13105-04-01,
H13105-04-02,
H13107-04-02,806000.0
H13107-04-04,
H13108-04-02,
H13109-04-01,436800.0
H13111-04-01,26000.0
H13202-04-01,
H13204-04-01,
H13205-04-02,364000.0
H13205-04-04,
H13207-04-01,
H13208-04-01,78000.0
H13208-04-02,
H13209-04-01,
H13210-04-01,
H13306-04-01,
H13307-04-01,
H13307-04-02,
H13308-04-01,
H13309-04-01,
H13310-04-01,546000.0
H13310-04-03,624000.0
H13310-04-04,
H13310-04-05,
H13310-04-06,145600.0
H13310-04-07,
H14001-04-01,858000.0
H14002-04-01,551200.0
H14003-04-02,
H14003-04-03,260000.0
H14004-04-01,832000.0
H14004-04-02,478400.0
H14004-04-03,
H14005-04-01,
H14006-04-01,
H14006-04-02,332800.0
H14007-04-01,
H14008-04-01,
H14008-04-02,
H14009-04-01,156000.0
H14010-04-01,1508000.0
H14101-04-01,
H14104-04-01,
H14106-04-01,
H14109-04-01,
H14109-04-03,
H14109-04-04,832000.0
H14110-04-01,
H14111-04-01,832000.0
H14201-04-01,
H14202-04-01,
H14203-04-01,
H14206-04-01,
H14207-04-01,416000.0
H14207-04-02,
H14207-04-03,
H14208-04-01,
H14209-04-01,41600.0
H14210-04-01,
H14301-04-01,374400.0
H14301-04-02,364000.0
H14302-04-02,
H14302-04-03,
H14302-04-04,260000.0
H14303-04-01,1040000.0
H14304-04-02,
H14304-04-03,364000.0
H14304-04-04,832000.0
H14305-04-01,
H14306-04-02,
H14307-04-01,124800.0
H14308-04-01,728000.0
H14308-04-02,
H14309-04-02,
H14309-04-04,78000.0
H14309-04-05,
H14310-04-01,
H14401-04-01,
H14402-04-01,
H14402-04-02,
H14403-04-01,
H14404-04-01,
H14404-04-02,
H14404-04-03,
H14406-04-01,
H14407-04-02,124800.0
H14409-04-01,832000.0
H14410-04-02,
H14606-04-01,
H14612-04-01,
H14801-04-01,36400.0
H14801-04-02,520000.0
H14802-04-01,
H14806-04-03,
H14807-04-02,
H14808-04-02,
H14810-04-01,260000.0
H14903-04-01,312000.0
H14903-04-02,
H14904-04-01,
H14906-04-01,
H14906-04-02,
H14907-04-01,416000.0
H14910-04-01,
H15002-04-01,
H15003-04-01,260000.0
H15006-04-01,
H15007-04-01,
H15007-04-02,
H15008-04-02,
H15009-04-01,582400.0
H15010-04-01,
H15101-04-01,
H15102-04-01,
H15102-04-02,
H15103-04-01,46800.0
H15105-04-01,182000.0
H15106-04-01,
H15107-04-01,218400.0
H15108-04-01,
H15109-04-01,
H15109-04-02,1965600.0
H15110-04-01,624000.0
H15301-04-01,
H15301-04-02,104000.0
H15302-04-01,1456000.0
H15305-04-01,93600.0
H15308-04-01,52000.0
H15309-04-01,
H15310-04-01,291200.0
H15502-04-01,
H15503-04-01,
H15504-04-01,
H15505-04-01,728000.0
H15505-04-02,1456000.0
H15508-04-01,
H15509-04-01,436800.0
H15510-04-01,52000.0
H15902-04-01,
H15903-04-01,312000.0
H15904-04-01,
H15905-04-01,
H15907-04-01,
H15909-04-01,218400.0
H15909-04-02,31200.0
H15909-04-03,
H15910-04-01,
H16201-04-01,
H16201-04-02,
H16203-04-01,
H16204-04-01,156000.0
H16205-04-01,
H16206-04-01,
H16207-04-01,
H16210-04-01,936000.0
H16302-04-01,
H16304-04-01,520000.0
H16305-04-02,
H16305-04-03,
H16306-04-01,
H16307-04-01,
H16308-04-01,
H16308-04-02,416000.0
H16309-04-01,416000.0
H16310-04-01,
H16401-04-01,962000.0
H16402-04-01,
H16404-04-01,442000.0
H16405-04-01,
H16405-04-02,
H16407-04-01,
H16407-04-02,
H16408-04-01,806000.0
H16409-04-01,416000.0
H16409-04-02,
H16409-04-04,
H16501-04-01,
H16501-04-02,416000.0
H16502-04-01,
H16503-04-01,
H16505-04-01,
H16505-04-03,
H16506-04-01,
H16507-04-01,1326000.0
H16508-04-01,364000.0
H16509-04-01,
H16604-04-01,
H16604-04-02,
H16606-04-01,
H16607-04-01,
H16609-04-01,
H16611-04-01,780000.0
H16701-04-01,
H16702-04-01,
H16703-04-01,
H16703-04-02,
H16704-04-01,78000.0
H16704-04-02,
H16705-04-01,1456000.0
H16707-04-01,
H16708-04-01,
H16709-04-01,
H16710-04-01,
H16802-04-01,
H16803-04-01,
H16804-04-01,
H16806-04-01,104000.0
H16807-04-01,
H16809-04-01,
H16809-04-02,
H16809-04-03,
H16810-04-01,
H17002-04-01,780000.0
H17003-04-01,1040000.0
H17006-04-01,249600.0
H17007-04-02,
H17008-04-01,
H17009-04-01,670800.0
H17009-04-02,31200.0
H17010-04-01,
H17010-04-02,
H17102-04-01,
H17109-04-01,
H17110-04-01,2048800.0
H17201-04-01,
H17202-04-01,
H17203-04-01,
H17204-04-01,
H17205-04-01,104000.0
H17206-04-01,
H17207-04-01,
H17207-04-02,
H17208-04-01,
H17210-04-01,62400.0
H17301-04-01,364000.0
H17308-04-01,1560000.0
H17309-04-01,
H17401-04-01,
H17401-04-02,
H17404-04-01,
H17405-04-01,
H17406-04-01,
H17408-04-01,
H17409-04-01,819000.0
H17410-04-01,
H17502-04-01,910000.0
H17503-04-01,
H17504-04-02,
H17506-04-01,
H17507-04-01,
H17509-04-01,
H17511-04-01,
H17511-04-02,
H17511-04-03,
H17601-04-01,104000.0
H17605-04-01,
H17606-04-01,
H17608-04-01,364000.0
H17608-04-02,
H17609-04-01,
H17610-04-01,
H17701-04-01,
H17704-04-01,
H17705-04-02,
H17707-04-02,
H17707-04-03,
H17707-04-04,
H17708-04-01,
H17708-04-02,124800.0
H17709-04-01,
H17710-04-01,156000.0
H18001-04-01,
H18001-04-02,
H18005-04-01,
H18007-04-01,
H18010-04-01,1042600.0
H18011-04-01,
H18012-04-01,
H18013-04-01,
H18102-04-01,871000.0
H18103-04-01,
H18103-04-02,312000.0
H18104-04-01,
H18104-04-03,
H18105-04-01,468000.0
H18106-04-01,338000.0
H18107-04-01,
H18109-04-01,156000.0
H18110-04-01,
H18202-04-02,
H18202-04-04,
H18202-04-05,520000.0
H18203-04-01,
H18204-04-01,520000.0
H18205-04-01,1300000.0
H18205-04-02,
H18206-04-01,
H18207-04-01,
H18208-04-01,312000.0
H18209-04-01,
H18209-04-02,1248000.0
H18210-04-01,780000.0
H18210-04-02,249600.0
H18210-04-03,
H18210-04-04,
H18210-04-05,124800.0
H18301-04-01,124800.0
H18301-04-03,520000.0
H18301-04-06,
H18302-04-01,
H18303-04-01,
H18305-04-01,
H18306-04-01,
H18307-04-01,416000.0
H18309-04-01,
H18601-04-01,364000.0
H18601-04-02,364000.0
H18602-04-01,
H18603-04-01,
H18604-04-01,436800.0
H18605-04-01,83200.0
H18606-04-01,873600.0
H18607-04-01,
H18608-04-01,20800.0
H18609-04-01,1185600.0
H18610-04-01,327600.0
H18708-04-01,
H18712-04-01,520000.0
H18801-04-01,
H18801-04-02,
H18804-04-01,1622400.0
H18805-04-01,520000.0
H18806-04-01,
H18806-04-02,624000.0
H18807-04-02,
H18808-04-01,650000.0
H18808-04-02,
H18808-04-03,
H18809-04-01,416000.0
H18810-04-01,364000.0
H18901-04-01,
H18902-04-01,
H18904-04-01,436800.0
H18908-04-01,265200.0
H18909-04-01,
H19001-04-01,364000.0
H19002-04-01,
H19004-04-01,46800.0
H19007-04-01,
H19008-04-01,416000.0
H19008-04-03,
H19008-04-04,364000.0
H19009-04-01,478400.0
H19010-04-01,546000.0
H19101-04-01,62400.0
H19102-04-01,156000.0
H19105-04-01,
H19106-04-01,915200.0
H19107-04-01,520000.0
H19107-04-02,
H19107-04-03,
H19108-04-01,
H19108-04-02,624000.0
H19108-04-03,
H19109-04-01,416000.0
H19110-04-01,104000.0
H19201-04-01,83200.0
H19203-04-01,499200.0
H19204-04-01,
H19205-04-01,
H19205-04-03,291200.0
H19206-04-01,
H19207-04-01,
H19210-04-01,436800.0
H19211-04-01,
H19212-04-01,
H19212-04-02,
H19212-04-03,
H19401-04-01,
H19402-04-01,780000.0
H19406-04-01,
H19407-04-01,
H19409-04-01,
H19501-04-01,
H19502-04-01,
H19504-04-01,
H19505-04-01,208000.0
H19506-04-01,
H19507-04-01,
H19508-04-01,416000.0
H19510-04-01,
H19602-04-01,
H19602-04-02,629200.0
H19603-04-01,
H19604-04-01,
H19605-04-01,
H19607-04-01,
H19607-04-03,
H19608-04-01,
H19609-04-01,
H19610-04-01,
H19702-04-01,
H19702-04-02,
H19702-04-03,
H19702-04-04,
H19703-04-01,780000.0
H19703-04-02,
H19704-04-01,
H19705-04-01,
H19707-04-01,260000.0
H19708-04-01,
H19710-04-01,1872000.0
H19711-04-01,
H20002-04-01,780000.0
H20004-04-01,
H20005-04-01,1170000.0
H20005-04-02,
H20006-04-01,
H20007-04-01,832000.0
H20009-04-01,
H20010-04-01,312000.0
H20010-04-03,
H20201-04-01,374400.0
H20202-04-01,486200.0
H20203-04-01,249600.0
H20203-04-02,
H20205-04-01,
H20206-04-01,
H20207-04-01,
H20207-04-02,2054000.0
H20208-04-01,
H20209-04-01,1742000.0
H20210-04-01,574600.0
H20210-04-02,260000.0
H20210-04-03,624000.0
H20301-04-01,
H20302-04-01,1248000.0
H20303-04-01,26000.0
H20304-04-01,
H20305-04-01,
H20306-04-01,644800.0
H20307-04-01,624000.0
H20310-04-01,1456000.0
H20310-04-02,
H20401-04-01,
H20402-04-01,
H20403-04-01,1456000.0
H20404-04-01,
H20406-04-01,
H20407-04-01,
H20408-04-01,
H20409-04-01,
H20411-04-01,54600.0
H20503-04-01,
H20504-04-01,
H20505-04-01,
H20507-04-01,
H20508-04-01,
H20510-04-01,
H20601-04-01,
H20601-04-02,
H20603-04-01,
H20603-04-02,
H20603-04-03,
H20604-04-01,
H20606-04-01,
H20609-04-02,
H20610-04-02,
H20610-04-03,
H20610-04-04,
H20611-04-02,
H20801-04-01,
H20803-04-01,
H20805-04-01,
H20805-04-02,
H20807-04-01,624000.0
H20809-04-01,
H20810-04-01,
H20811-04-05,811200.0
H20902-04-01,260000.0
H20903-04-02,520000.0
H20903-04-03,
H20905-04-01,520000.0
H20905-04-02,868400.0
H20906-04-03,1040000.0
H20908-04-01,780000.0
H20908-04-02,
H20909-04-01,1742000.0
H20910-04-01,702000.0
H21101-04-01,
H21102-04-01,936000.0
H21103-04-01,
H21105-04-01,
H21106-04-01,977600.0
H21107-04-01,
H21108-04-01,
H21109-04-01,780000.0
H21110-04-01,
H21401-04-01,
H21401-04-02,
H21402-04-01,
H21403-04-01,234000.0
H21406-04-01,
H21407-04-01,
H21408-04-01,364000.0
H21409-04-01,239200.0
H21501-04-01,
H21506-04-01,
H21507-04-01,
H21509-04-01,832000.0
H21601-04-01,
H21602-04-01,520000.0
H21603-04-01,
H21608-04-01,
H21609-04-01,
H21612-04-01,109200.0
H21701-04-01,
H21706-04-01,
H21708-04-01,
H21709-04-01,
H21711-04-01,
H22001-04-01,
H22002-04-01,
H22003-04-01,
H22004-04-01,
H22004-04-03,
H22004-04-05,
H22101-04-02,
H22103-04-01,
H22106-04-01,416000.0
H22109-04-01,
H22110-04-04,
H22110-04-05,
H22110-04-06,
H22301-04-01,
H22302-04-01,
H22303-04-03,
H22303-04-04,327600.0
H22305-04-01,670800.0
H22306-04-01,
H22307-04-01,436800.0
H22308-04-01,
H22309-04-02,
H22401-04-01,416000.0
H22401-04-02,403000.0
H22406-04-01,
H22407-04-02,
H22407-04-03,
H22408-04-01,520000.0
H22409-04-01,
H22410-04-01,1040000.0
H22501-04-01,312000.0
H22502-04-01,
H22503-04-01,218400.0
H22503-04-02,
H22504-04-01,530400.0
H22505-04-01,416000.0
H22506-04-01,
H22507-04-01,
H22509-04-01,36400.0
H22510-04-01,124800.0
H22802-04-01,
H22803-04-01,
H22805-04-01,208000.0
H22806-04-01,
H22807-04-01,291200.0
H23101-04-01,
H23102-04-01,405600.0
H23103-04-01,364000.0
H23103-04-02,
H23105-04-01,421200.0
H23106-04-01,
H23108-04-01,494000.0
H23109-04-03,520000.0
H23301-04-01,
H23303-04-01,
H23304-04-01,
H23307-04-01,
H23308-04-01,
H23310-04-01,
H23312-04-01,
H23401-04-01,
H23404-04-02,
H23406-04-01,
H23407-04-01,
H23407-04-02,
H23408-04-01,
H23410-04-01,
H23411-04-01,
H23502-04-01,
H23503-04-01,
H23503-04-02,
H23503-04-03,
H23503-04-04,
H23504-04-01,780000.0
H23505-04-01,208000.0
H23506-04-01,
H23506-04-02,
H23507-04-01,
H23508-04-01,104000.0
H23509-04-01,
H23509-04-03,624000.0
H23510-04-01,83200.0
H23513-04-01,
H23601-04-01,
H23601-04-02,
H23601-04-03,
H23603-04-01,
H23604-04-01,
H23605-04-01,156000.0
H23606-04-01,
H23607-04-01,728000.0
H23607-04-02,507000.0
H23607-04-03,208000.0
H23607-04-04,936000.0
H23607-04-05,
H23608-04-01,
H23610-04-01,
H23701-04-01,416000.0
H23701-04-02,
H23702-04-01,260000.0
H23705-04-01,
H23707-04-01,468000.0
H23708-04-01,
H23708-04-02,93600.0
H23708-04-03,
H23709-04-01,
H23710-04-01,
H23801-04-01,
H23802-04-01,
H23804-04-01,546000.0
H23806-04-01,
H23806-04-02,
H23808-04-01,
H23809-04-01,
H23810-04-01,
H23811-04-01,
H23812-04-01,
H23813-04-01,
H23901-04-01,
H23902-04-01,
H23903-04-01,
H23904-04-01,
H23905-04-01,416000.0
H23905-04-02,
H23906-04-01,
H23907-04-01,
H23908-04-01,780000.0
H23909-04-01,
H24201-04-01,
H24202-04-01,520000.0
H24203-04-01,93600.0
H24204-04-01,
H24205-04-02,572000.0
H24206-04-01,
H24207-04-01,
H24208-04-01,312000.0
H24209-04-01,
H24209-04-02,
H24210-04-01,
H24210-04-02,
H24401-04-01,
H24401-04-02,
H24401-04-03,
H24403-04-01,624000.0
H24403-04-02,
H24407-04-01,
H24409-04-01,
H24411-04-01,624000.0
H24502-04-01,
H24506-04-01,
H24506-04-02,
H24509-04-01,
H24510-04-01,
H24511-04-01,
H24601-04-01,260000.0
H24603-04-01,
H24605-04-01,390000.0
H24802-04-01,
H24805-04-01,
H24806-04-01,
H24808-04-01,109200.0
H24809-04-01,
H24811-04-01,650000.0
H25001-04-01,436800.0
H25002-04-01,124800.0
H25004-04-01,
H25005-04-01,109200.0
H25008-04-01,1632800.0
H25011-04-01,156000.0
H25201-04-01,
H25201-04-02,
H25203-04-01,
H25204-04-02,
H25207-04-01,416000.0
H25208-04-01,
H25209-04-01,780000.0
H25210-04-01,
H25401-04-01,
H25402-04-01,291200.0
H25402-04-02,
H25404-04-01,
H25406-04-01,
H25407-04-01,145600.0
H25408-04-01,728000.0
H25408-04-02,
H25409-04-01,582400.0
H25409-04-02,
H25409-04-03,
H25410-04-01,124800.0
H25602-04-01,
H25603-04-01,46800.0
H25607-04-01,
H25608-04-01,
H25609-04-02,
H25609-04-04,
H25609-04-05,1164800.0
H25609-04-07,
H25610-04-02,364000.0
H25701-04-01,
H25702-04-01,1164800.0
H25702-04-02,
H25703-04-03,
H25704-04-01,
H25705-04-01,436800.0
H25705-04-02,
H25706-04-01,728000.0
H25706-04-02,728000.0
H25706-04-03,
H25707-04-01,
H25708-04-01,624000.0
H25709-04-01,624000.0
H25901-04-01,182000.0
H25902-04-01,
H25903-04-01,364000.0
H25903-04-02,
H25903-04-03,
H25903-04-05,
H25904-04-01,
H25905-04-01,395200.0
H25906-04-01,
H25906-04-02,
H25907-04-01,873600.0
H25908-04-01,
H25909-04-01,
H25910-04-01,582400.0
H25910-04-02,
H25910-04-03,
H26009-04-01,
H26009-04-05,
H26009-04-06,
H26010-04-01,
H26102-04-02,
H26106-04-01,
H26106-04-02,
H26107-04-01,
H26111-04-01,
H26201-04-03,
H26202-04-01,
H26203-04-02,
H26204-04-01,234000.0
H26206-04-01,
H26206-04-02,
H26207-04-01,
