profit_agra,profit_agrb,profit_ls,profit_agr,total_agrls,hh
374000.0,251250.0,760000.0,625250.0,1385250.0,H18909-04-01
1156000.0,919714.2857142857,854885.7268722467,2075714.2857142857,2930600.012586532,H18910-04-01
1303000.0,1169469.2307692308,374000.0,2472469.230769231,2846469.230769231,H19001-04-01
53000.0,206138.46153846153,-9000.0,259138.46153846153,250138.46153846153,H19001-04-02
1020000.0,386071.4285714285,69258.82352941176,1406071.4285714286,1475330.2521008404,H19002-04-01
363700.0,,46800.0,363700.0,410500.0,H19004-04-01
646000.0,420000.00387430185,314993.66834170854,1066000.003874302,1380993.6722160105,H19005-04-01
1386666.6666666665,713469.0476190477,-4000.0,2100135.714285714,2096135.714285714,H19006-04-01
,276900.0,,276900.0,276900.0,H19007-04-01
11000.0,,711648.986784141,11000.0,722648.986784141,H19008-04-01
215000.0,606666.6666666667,,821666.6666666667,821666.6666666667,H19008-04-02
,419642.8571428571,,419642.8571428571,419642.8571428571,H19008-04-03
355000.0,587500.0,435912.24669603526,942500.0,1378412.2466960354,H19008-04-04
1616333.3333333333,156250.0,478400.0,1772583.3333333333,2250983.333333333,H19009-04-01
557800.0,182928.57142857142,984473.4801762115,740728.5714285714,1725202.0516047827,H19010-04-01
84000.0,51000.0,62400.0,135000.0,197400.0,H19101-04-01
240000.0,213000.0,156000.0,453000.0,609000.0,H19102-04-01
,678833.3333333334,692500.0,678833.3333333334,1371333.3333333335,H19103-04-01
,409789.7435897436,,409789.7435897436,409789.7435897436,H19104-04-01
,454900.0,-4000.0,454900.0,450900.0,H19105-04-01
,35000.0,890200.0,35000.0,925200.0,H19106-04-01
471666.6666666666,276900.0,593912.2466960353,748566.6666666666,1342478.913362702,H19107-04-01
562400.0,195000.0,-25000.0,757400.0,732400.0,H19107-04-03
171000.0,,,171000.0,171000.0,H19108-04-01
370000.0,341428.5714285714,919648.986784141,711428.5714285714,1631077.5582127124,H19108-04-02
477000.0,1458700.0,381000.0,1935700.0,2316700.0,H19109-04-01
302300.0,162950.0,244324.4933920705,465250.0,709574.4933920705,H19110-04-01
348800.00030994415,142300.0,16200.0,491100.00030994415,507300.00030994415,H19201-04-01
137000.0,585000.0,1129466.0633484162,722000.0,1851466.0633484162,H19203-04-01
676000.0,242616.6666666667,-16500.0,918616.6666666667,902116.6666666667,H19204-04-01
373333.3333333333,143000.0,-10000.0,516333.3333333333,506333.3333333333,H19205-04-01
480000.0,51000.0,291200.0,531000.0,822200.0,H19205-04-03
460000.0,,-65000.0,460000.0,395000.0,H19207-04-01
278500.0,1530000.0,419732.51898257807,1808500.0,2228232.518982578,H19208-04-01
4057099.9951958647,60000.0,,4117099.9951958647,4117099.9951958647,H19210-04-01
,50357.142857142855,-10000.0,50357.142857142855,40357.142857142855,H19211-04-01
78800.0,367083.3333333334,-4000.0,445883.3333333334,441883.3333333334,H19212-04-01
79333.33333333333,204000.0,-2000.0,283333.3333333333,281333.3333333333,H19212-04-02
,350500.0,,350500.0,350500.0,H19406-04-01
50500.0,73461.53846153847,-25000.0,123961.53846153847,98961.53846153847,H19409-04-01
143000.0,90000.0,103497.88944723619,233000.0,336497.8894472362,H19501-04-01
173000.0,29100.0,196256.71297664795,202100.0,398356.71297664795,H19502-04-01
,92250.0,,92250.0,92250.0,H19504-04-01
116333.3334897955,281230.76923076925,208000.0,397564.10272056476,605564.1027205647,H19505-04-01
50700.0,,254722.38283930667,50700.0,305422.38283930667,H19506-04-01
-1000.0,60000.0,,59000.0,59000.0,H19507-04-01
35400.0,303326.9230098679,623995.7788944724,338726.9230098679,962722.7019043403,H19508-04-01
-50500.0,,210995.77889447237,-50500.0,160495.77889447237,H19509-04-01
273000.0,30000.0,,303000.0,303000.0,H19510-04-01
180000.0,440769.2307692308,,620769.2307692308,620769.2307692308,H19603-04-01
,181000.0,476666.6666666667,181000.0,657666.6666666667,H19604-04-01
,100000.0,,100000.0,100000.0,H19609-04-01
321500.0,581586.5377164804,,903086.5377164804,903086.5377164804,H19702-04-01
239125.0,145800.0,,384925.0,384925.0,H19702-04-04
475071.4285714285,842115.3846153846,1355824.4933920705,1317186.8131868131,2673011.306578884,H19703-04-01
135000.0,783729.4871794872,,918729.4871794872,918729.4871794872,H19704-04-01
95500.0,220384.6153846154,,315884.6153846154,315884.6153846154,H19705-04-01
,605730.7692307692,230000.0,605730.7692307692,835730.7692307692,H19707-04-01
195749.99999441206,180000.0,,375749.99999441206,375749.99999441206,H19708-04-01
,,,,,H19709-04-01
79999.99895691861,186923.07692307694,,266923.07587999554,266923.07587999554,H19710-04-01
,235961.53846153847,,235961.53846153847,235961.53846153847,H19711-04-01
,347907.6923076923,1227029.3286644828,347907.6923076923,1574937.020972175,H20002-04-01
,,,,,H20003-04-01
-77500.0,1466896.153846154,479793.4530647537,1389396.153846154,1869189.6069109077,H20004-04-01
,,1168000.0,,1168000.0,H20005-04-01
,15000.0,,15000.0,15000.0,H20006-04-01
618000.0,322500.0,832000.0,940500.0,1772500.0,H20007-04-01
180000.0,177500.0,218736.74008810573,357500.0,576236.7400881057,H20009-04-01
293750.0,234250.0,467380.3418803419,528000.0,995380.3418803419,H20010-04-01
,314518.58951113163,-1000.0,314518.58951113163,313518.58951113163,H20010-04-02
248000.00238418597,,,248000.00238418597,248000.00238418597,H20011-04-01
561000.0,2098000.0,1234195.7788944724,2659000.0,3893195.7788944724,H20202-04-01
143000.0,1009576.9230769231,,1152576.923076923,1152576.923076923,H20203-04-01
,37500.0,,37500.0,37500.0,H20203-04-02
-94000.0,1282500.0,320760.68376068375,1188500.0,1509260.6837606838,H20206-04-01
118500.0,1226769.2307692308,69912.24669603525,1345269.2307692308,1415181.477465266,H20207-04-01
550000.0,131250.0,,681250.0,681250.0,H20207-04-02
,277500.0,,277500.0,277500.0,H20208-04-01
-4100.0,875000.0,,870900.0,870900.0,H20209-04-01
321666.665151715,48000.0,570600.0,369666.665151715,940266.665151715,H20210-04-01
483999.9983708058,493000.0,260000.0,976999.9983708058,1236999.9983708058,H20210-04-02
-3500.0,147000.0,624000.0,143500.0,767500.0,H20210-04-03
,119500.0,,119500.0,119500.0,H20301-04-01
43500.0,205750.0,,249250.0,249250.0,H20302-04-01
,320000.0,118258.82352941176,320000.0,438258.82352941175,H20303-04-01
87000.0,183039.9998100102,214995.77889447237,270039.9998100102,485035.7787044826,H20304-04-01
,240000.0,,240000.0,240000.0,H20305-04-01
,223500.0,644800.0,223500.0,868300.0,H20306-04-01
84000.0,418083.3333333334,944760.6837606838,502083.3333333334,1446844.017094017,H20307-04-01
,455100.0,,455100.0,455100.0,H20309-04-01
150000.0,58333.333333333336,1456000.0,208333.33333333334,1664333.3333333333,H20310-04-01
,277500.0,,277500.0,277500.0,H20310-04-02
240000.0,177500.0,,417500.0,417500.0,H20401-04-01
,90000.0,,90000.0,90000.0,H20402-04-01
1462400.0,1250000.0,1456000.0,2712400.0,4168400.0,H20403-04-01
269000.0,,,269000.0,269000.0,H20404-04-01
476700.0,352573.07692307694,94258.82352941176,829273.076923077,923531.9004524888,H20406-04-01
180000.00017384684,175500.0,641521.3675213675,355500.00017384684,997021.3676952143,H20407-04-01
234500.0,126714.28571428571,201756.71297664795,361214.2857142857,562970.9986909337,H20408-04-01
369999.9979138372,845000.0,-45000.0,1214999.9979138372,1169999.9979138372,H20409-04-01
674833.3333333333,576750.0,128512.24669603525,1251583.3333333333,1380095.5800293684,H20411-04-01
,,-40000.0,,-40000.0,H20503-04-01
157000.0,188250.0,,345250.0,345250.0,H20504-04-01
98000.0,102000.0,515824.4933920705,200000.0,715824.4933920705,H20507-04-02
373000.00154972076,436000.0,-50000.0,809000.0015497208,759000.0015497208,H20508-04-01
844999.9962449074,260000.0,,1104999.9962449074,1104999.9962449074,H20509-04-01
,155000.0,-25000.0,155000.0,130000.0,H20601-04-02
255000.0,600000.0,,855000.0,855000.0,H20602-04-01
421000.0,,,421000.0,421000.0,H20603-04-02
223000.0,200000.0,-2000.0,423000.0,421000.0,H20604-04-01
126562.5,30000.0,79758.82352941176,156562.5,236321.32352941175,H20606-04-01
,75000.00075995916,,75000.00075995916,75000.00075995916,H20607-04-01
21000.0,18000.0,,39000.0,39000.0,H20608-04-01
168000.0,300000.0,,468000.0,468000.0,H20609-04-02
174000.0,,,174000.0,174000.0,H20610-04-02
,90000.0,,90000.0,90000.0,H20610-04-03
225000.0,306000.0,,531000.0,531000.0,H20610-04-04
,47750.0,,47750.0,47750.0,H20611-04-02
720125.0,553800.0,,1273925.0,1273925.0,H20801-04-01
,801961.5384615385,73912.24669603525,801961.5384615385,875873.7851575738,H20802-04-01
1304000.0,980000.0,524250.3813183565,2284000.0,2808250.3813183564,H20803-04-01
,800000.0,160380.34188034188,800000.0,960380.3418803419,H20805-04-01
,45000.0,624000.0,45000.0,669000.0,H20807-04-01
439000.0,130000.0,94258.82352941176,569000.0,663258.8235294118,H20809-04-01
-5000.0,,-12000.0,-5000.0,-17000.0,H20810-04-01
788000.0,130000.0,949726.2027937799,918000.0,1867726.2027937798,H20811-04-01
799000.0,,88912.24669603525,799000.0,887912.2466960353,H20811-04-02
2982000.0,170000.0,221736.74008810573,3152000.0,3373736.7400881057,H20811-04-03
217000.0,264750.0,,481750.0,481750.0,H20811-04-04
,134166.6666666667,315912.24669603526,134166.6666666667,450078.91336270195,H20902-04-01
64000.0,,614258.8235294118,64000.0,678258.8235294118,H20903-04-02
-20000.0,163333.33333333334,,143333.33333333334,143333.33333333334,H20903-04-03
,333125.0,,333125.0,333125.0,H20904-04-01
42000.0,120128.20512820514,520000.0,162128.20512820513,682128.2051282051,H20905-04-01
-20000.0,320185.89743589744,868400.0,300185.89743589744,1168585.8974358975,H20905-04-02
145000.00357627863,224500.0,-4500.0,369500.0035762786,365000.0035762786,H20906-04-01
210000.0,87500.0,,297500.0,297500.0,H20907-04-01
560000.0,,872497.8894472362,560000.0,1432497.8894472362,H20908-04-01
52600.0,425000.0,1718000.0,477600.0,2195600.0,H20909-04-01
1071000.0017881393,2150000.001490116,849736.7400881057,3221000.0032782555,4070736.743366361,H20910-04-01
967799.9954223634,276000.0,497405.69976078894,1243799.9954223633,1741205.6951831523,H21101-04-01
196500.0,70769.23076923077,,267269.23076923075,267269.23076923075,H21102-04-02
120000.0,204000.0,73912.24669603525,324000.0,397912.24669603526,H21103-04-01
277000.0,,81258.82352941176,277000.0,358258.82352941175,H21105-04-01
,510000.0,1188836.7400881057,510000.0,1698836.7400881057,H21106-04-01
1094800.0,306000.0,550971.3696234477,1400800.0,1951771.3696234478,H21107-04-01
522000.0,1190750.0,90000.0,1712750.0,1802750.0,H21108-04-01
101000.0,751400.0013172625,985758.8235294118,852400.0013172625,1838158.8248466742,H21109-04-01
150000.0,,,150000.0,150000.0,H21110-04-01
,,-54000.0,,-54000.0,H21401-04-01
18000.0,,15000.0,18000.0,33000.0,H21401-04-02
707500.0116229056,,,707500.0116229056,707500.0116229056,H21402-04-01
,,234000.0,,234000.0,H21403-04-01
84000.0,,,84000.0,84000.0,H21404-04-01
90000.0,,,90000.0,90000.0,H21405-04-01
107600.0,,,107600.0,107600.0,H21406-04-01
43500.0,,-25000.0,43500.0,18500.0,H21407-04-01
440500.0,,409912.24669603526,440500.0,850412.2466960353,H21408-04-01
429000.0,,204200.0,429000.0,633200.0,H21409-04-01
678000.0,,,678000.0,678000.0,H21410-04-01
122000.0,,-5000.0,122000.0,117000.0,H21501-04-01
-3000.0,,-8000.0,-3000.0,-11000.0,H21502-04-01
-7500.0,,,-7500.0,-7500.0,H21503-04-01
113000.0,,-9000.0,113000.0,104000.0,H21505-04-01
,,-12000.0,,-12000.0,H21506-04-01
,,,,,H21507-04-01
87000.0,,830000.0,87000.0,917000.0,H21509-04-01
-19000.0,,-8000.0,-19000.0,-27000.0,H21510-04-01
249500.0,,-140000.0,249500.0,109500.0,H21601-04-01
,,508000.0,,508000.0,H21602-04-01
,,,,,H21603-04-01
135750.0,,-3000.0,135750.0,132750.0,H21608-04-01
,,216736.74008810573,,216736.74008810573,H21609-04-01
,,-4000.0,,-4000.0,H21610-04-01
,,109200.0,,109200.0,H21612-04-01
,,-500.0,,-500.0,H21701-04-01
,,-7000.0,,-7000.0,H21704-04-01
35000.0,,,35000.0,35000.0,H21705-04-01
,,-39500.0,,-39500.0,H21706-04-01
108750.0,,,108750.0,108750.0,H21708-04-01
78000.0,,,78000.0,78000.0,H21709-04-01
-5000.0,,147824.4933920705,-5000.0,142824.4933920705,H21710-04-01
,,,,,H22004-04-01
403111.11218399473,272000.0,,675111.1121839947,675111.1121839947,H22004-04-04
,636000.0,,636000.0,636000.0,H22006-04-01
-100000.0,,844975.9884591829,-100000.0,744975.9884591829,H22014-04-01
91000.0,542666.6666666666,-4000.0,633666.6666666666,629666.6666666666,H22101-04-01
568500.0,250750.0,,819250.0,819250.0,H22102-04-02
310800.0,227500.0004842877,-5000.0,538300.0004842877,533300.0004842877,H22103-04-01
126000.0,169166.6666666667,73912.24669603525,295166.6666666667,369078.91336270195,H22105-04-01
380400.0,65000.0,-7500.0,445400.0,437900.0,H22109-04-01
2869000.0,552214.2857142857,-35000.0,3421214.2857142854,3386214.2857142854,H22110-04-02
195000.0,1699642.857142857,493772.2494827077,1894642.857142857,2388415.106625565,H22110-04-03
567600.0,886700.0,-7000.0,1454300.0,1447300.0,H22110-04-04
230000.0,373125.0,147824.4933920705,603125.0,750949.4933920705,H22110-04-05
-14000.0,195000.0,,181000.0,181000.0,H22111-04-01
1755500.0,681700.0,721736.7400881057,2437200.0,3158936.7400881057,H22302-04-01
438000.0,250000.0,,688000.0,688000.0,H22303-04-01
92500.0,112500.0,,205000.0,205000.0,H22303-04-02
,,,,,H22303-04-03
,1101749.9992251396,,1101749.9992251396,1101749.9992251396,H22303-04-04
,152666.6666666667,744712.2466960353,152666.6666666667,897378.9133627019,H22305-04-01
90000.0,1082678.5714285714,430300.0,1172678.5714285714,1602978.5714285714,H22307-04-01
453100.0,367750.0,,820850.0,820850.0,H22308-04-01
1288100.0,1621342.857142857,125000.0,2909442.8571428573,3034442.8571428573,H22309-04-01
97500.0,275535.71428571426,,373035.71428571426,373035.71428571426,H22310-04-01
582000.0,153000.0,1175967.14851792,735000.0,1910967.14851792,H22401-04-01
,127000.0,476912.24669603526,127000.0,603912.2466960353,H22401-04-02
-23600.0,208966.6666666667,,185366.6666666667,185366.6666666667,H22406-04-01
146000.0,599950.0,,745950.0,745950.0,H22407-04-01
,68000.0,520000.0,68000.0,588000.0,H22408-04-01
,,1015000.0,,1015000.0,H22410-04-01
172000.0,,312000.0,172000.0,484000.0,H22501-04-01
309200.0,445250.0,221736.74008810573,754450.0,976186.7400881057,H22502-04-01
138000.0,,,138000.0,138000.0,H22502-04-02
384000.0,745500.0,216400.0,1129500.0,1345900.0,H22503-04-01
412000.0,714000.0,702136.7400881057,1126000.0,1828136.7400881057,H22504-04-01
379600.005364418,321000.00116229046,,700600.0065267084,700600.0065267084,H22505-04-01
66000.0,158450.0,591297.973568282,224450.0,815747.973568282,H22506-04-01
134400.0,399725.0,,534125.0,534125.0,H22507-04-01
360000.0,372116.6666666666,178224.4933920705,732116.6666666666,910341.1600587372,H22509-04-01
1513500.0107288358,1170000.0,-37200.0,2683500.010728836,2646300.010728836,H22510-04-01
44000.0,363500.0,685500.0,407500.0,1093000.0,H22802-04-01
120000.0,536350.0,,656350.0,656350.0,H22803-04-01
,127500.0,208000.0,127500.0,335500.0,H22805-04-01
226500.0,218214.2857142857,,444714.2857142857,444714.2857142857,H22806-04-01
228800.00022351742,331666.6666666667,291200.0,560466.6668901842,851666.6668901842,H22807-04-01
,,,,,H23101-04-01
962800.0,923214.2857142857,515597.8894472362,1886014.2857142857,2401612.175161522,H23102-04-01
523000.0,,1309000.0,523000.0,1832000.0,H23103-04-01
130000.0,441892.85714285716,-38000.0,571892.8571428572,533892.8571428572,H23104-04-01
,188839.2857142857,,188839.2857142857,188839.2857142857,H23104-04-02
201000.0,1034500.0,,1235500.0,1235500.0,H23105-04-01
,,887905.9150377439,,887905.9150377439,H23106-04-01
335000.0,58749.99999999999,-70000.0,393750.0,323750.0,H23107-04-01
388800.0,839285.7142857142,1181877.7657291314,1228085.714285714,2409963.4800148457,H23108-04-01
265800.0,515650.0,434473.48017621145,781450.0,1215923.4801762113,H23109-04-01
86571.42857142858,445000.0,520000.0,531571.4285714286,1051571.4285714286,H23109-04-03
613600.0022888184,235178.57142857142,527000.0,848778.5737173897,1375778.5737173897,H23110-04-01
54000.0,,-3000.0,54000.0,51000.0,H23301-04-01
-16000.0,,-17000.0,-16000.0,-33000.0,H23302-04-01
,,,,,H23303-04-01
245000.0,,-22000.0,245000.0,223000.0,H23304-04-01
,,,,,H23306-04-01
-9500.0,,,-9500.0,-9500.0,H23307-04-01
,,-1500.0,,-1500.0,H23308-04-01
-12000.0,60000.0,-4000.0,48000.0,44000.0,H23310-04-01
-105000.0,131428.57142857142,-20000.0,26428.57142857142,6428.57142857142,H23312-04-01
,,,,,H23401-04-01
224599.9999642372,,-100000.0,224599.9999642372,124599.99996423721,H23402-04-01
,,,,,H23404-04-01
,,,,,H23405-04-01
-21100.0,,,-21100.0,-21100.0,H23406-04-01
-20000.0,,,-20000.0,-20000.0,H23407-04-01
-22000.0,,-4000.0,-22000.0,-26000.0,H23408-04-01
-37500.0,,,-37500.0,-37500.0,H23411-04-01
-16000.0,,,-16000.0,-16000.0,H23412-04-01
-7500.0,,,-7500.0,-7500.0,H23502-04-01
171000.0,73461.53846153847,,244461.53846153847,244461.53846153847,H23503-04-01
-15000.0,126826.92307692308,,111826.92307692308,111826.92307692308,H23503-04-02
50000.0,110192.3076923077,1256666.6666666667,160192.3076923077,1416858.9743589745,H23504-04-01
14000.0,263192.3076923077,-129500.0,277192.3076923077,147692.3076923077,H23505-04-01
160250.0,370748.07654309727,,530998.0765430973,530998.0765430973,H23506-04-01
,548125.0,,548125.0,548125.0,H23506-04-02
-2000.0,160000.0,,158000.0,158000.0,H23507-04-01
48550.0,423115.3846153846,103000.0,471665.3846153846,574665.3846153846,H23508-04-01
,49586.53846153846,106697.88944723619,49586.53846153846,156284.42790877464,H23509-04-01
,297550.0,,297550.0,297550.0,H23510-04-02
175000.0,548500.0,-15000.0,723500.0,708500.0,H23601-04-01
,118528.84615384616,,118528.84615384616,118528.84615384616,H23601-04-02
,230000.0,,230000.0,230000.0,H23601-04-03
,,,,,H23603-04-01
,9000.0,,9000.0,9000.0,H23604-04-01
131000.0,225132.6923076923,402412.24669603526,356132.6923076923,758544.9390037276,H23605-04-01
,864261.5384615385,-50000.0,864261.5384615385,814261.5384615385,H23606-04-01
,204000.0,929736.7400881057,204000.0,1133736.7400881057,H23607-04-01
-6000.0,255548.07692307694,480000.0,249548.07692307694,729548.076923077,H23607-04-02
,73461.53846153847,894000.0,73461.53846153847,967461.5384615385,H23607-04-04
127500.0,250350.0,168171.070225447,377850.0,546021.070225447,H23608-04-01
,204000.0,-7500.0,204000.0,196500.0,H23610-04-01
,177500.0,416000.0,177500.0,593500.0,H23701-04-01
,75000.0,260000.0,75000.0,335000.0,H23702-04-01
480000.0,,,480000.0,480000.0,H23703-04-01
-10000.0,370205.76923076925,211995.77889447237,360205.76923076925,572201.5481252417,H23705-04-01
,77500.0,468000.0,77500.0,545500.0,H23707-04-01
-219000.0,128400.0,187858.82352941175,-90600.0,97258.82352941175,H23708-04-02
137400.0,151192.3076923077,-8000.0,288592.3076923077,280592.3076923077,H23709-04-01
72000.0,35000.0,,107000.0,107000.0,H23710-04-01
,,,,,H23710-04-02
,,,,,H23801-04-01
,,,,,H23802-04-01
,,546000.0,,546000.0,H23804-04-01
406000.0,60000.0,,466000.0,466000.0,H23806-04-01
94400.0,,,94400.0,94400.0,H23808-04-01
,,,,,H23809-04-01
,514230.76923076925,,514230.76923076925,514230.76923076925,H23810-04-01
42750.0,293436.5384615385,595833.3333333334,336186.5384615385,932019.8717948719,H23811-04-01
190800.0,327250.0,,518050.0,518050.0,H23812-04-01
,,,,,H23813-04-01
,245000.0,,245000.0,245000.0,H23902-04-01
,,,,,H23903-04-01
-60000.0,457000.0,,397000.0,397000.0,H23904-04-01
-24000.0,733846.1538461539,413000.0,709846.1538461539,1122846.153846154,H23905-04-01
,93028.84615384616,,93028.84615384616,93028.84615384616,H23905-04-02
108000.0,255000.0,-12000.0,363000.0,351000.0,H23906-04-01
,1111000.0,-3000.0,1111000.0,1108000.0,H23907-04-01
,1227000.0,-20000.0,1227000.0,1207000.0,H23909-04-01
,15000.0,520000.0,15000.0,535000.0,H24202-04-01
,168250.0,309600.0,168250.0,477850.0,H24203-04-01
,71000.0,,71000.0,71000.0,H24203-04-02
,90000.0,,90000.0,90000.0,H24204-04-01
160000.0,,,160000.0,160000.0,H24205-04-01
143000.0,333875.0,-15000.0,476875.0,461875.0,H24206-04-01
,35625.0,-7500.0,35625.0,28125.0,H24207-04-01
70000.0,961500.0,493017.6470588235,1031500.0,1524517.6470588236,H24208-04-01
263571.4285714286,501300.0,-4000.0,764871.4285714286,760871.4285714286,H24209-04-01
54000.0,302500.0,,356500.0,356500.0,H24209-04-02
,101500.00008940695,322493.66834170854,101500.00008940695,423993.6684311155,H24210-04-01
,60500.0,,60500.0,60500.0,H24210-04-02
,,,,,H24401-04-01
105000.0,106500.0,,211500.0,211500.0,H24401-04-02
-100000.0,690500.0,681700.0,590500.0,1272200.0,H24403-04-01
-63000.0,,,-63000.0,-63000.0,H24403-04-02
36000.0,146923.07692307694,500000.0,182923.07692307694,682923.076923077,H24409-04-01
,30000.0,620000.0,30000.0,650000.0,H24411-04-01
99388.88888888889,,-9000.0,99388.88888888889,90388.88888888889,H24502-04-01
495000.0,,-1500.0,495000.0,493500.0,H24506-04-01
147000.0,,,147000.0,147000.0,H24506-04-02
202000.0,,141824.4933920705,202000.0,343824.4933920705,H24507-04-01
310000.0,583333.3333333334,,893333.3333333334,893333.3333333334,H24510-04-01
278000.0,,,278000.0,278000.0,H24512-04-01
106750.0,,260000.0,106750.0,366750.0,H24601-04-01
-28500.0,,,-28500.0,-28500.0,H24604-04-01
615500.0028610232,,387000.0,615500.0028610232,1002500.0028610232,H24605-04-01
-4000.0,,-4000.0,-4000.0,-8000.0,H24606-04-01
410000.0,,,410000.0,410000.0,H24608-04-01
1010500.0,577826.923076923,,1588326.923076923,1588326.923076923,H24802-04-01
498500.0,90750.0,201756.71297664795,589250.0,791006.712976648,H24802-04-02
587500.0,283125.0,,870625.0,870625.0,H24803-04-01
,30000.0,,30000.0,30000.0,H24804-04-01
53500.0,393250.0,,446750.0,446750.0,H24805-04-01
20500.0,70000.0,181410.13614327143,90500.0,271910.13614327146,H24806-04-01
,326666.6666666667,109200.0,326666.6666666667,435866.6666666667,H24808-04-01
114000.0,510000.0,-8000.0,624000.0,616000.0,H24809-04-01
377666.6666666666,178125.0,,555791.6666666666,555791.6666666666,H24811-04-01
-27666.666666666657,569625.0,,541958.3333333334,541958.3333333334,H25001-04-01
,431000.0,124800.0,431000.0,555800.0,H25002-04-01
226000.0,273576.92307692306,89258.82352941176,499576.92307692306,588835.7466063348,H25004-04-01
72000.0,157096.15384615384,109200.0,229096.15384615384,338296.1538461539,H25005-04-01
98000.0,282653.8461538461,1632800.0,380653.8461538461,2013453.846153846,H25008-04-01
49500.0,133461.53846153847,,182961.53846153847,182961.53846153847,H25009-04-01
121000.0,292144.23076923075,151000.0,413144.23076923075,564144.2307692308,H25011-04-01
,422000.0,,422000.0,422000.0,H25201-04-01
80000.0,299166.66741172475,,379166.66741172475,379166.66741172475,H25201-04-02
490266.6666666666,267500.0,518297.973568282,757766.6666666666,1276064.6402349486,H25203-04-01
144965.9863945578,9333.333646257715,-6400.0,154299.32004081554,147899.32004081554,H25204-04-01
390000.0,199833.3336462577,-13000.0,589833.3336462576,576833.3336462576,H25204-04-02
1150750.0,2359500.0,,3510250.0,3510250.0,H25208-04-01
,,1102493.6683417086,,1102493.6683417086,H25209-04-01
2573333.3333333335,1121166.6666666667,91658.82352941176,3694500.0,3786158.8235294116,H25210-04-01
930000.0,1579628.2051282052,685000.0,2509628.205128205,3194628.205128205,H25401-04-01
1320000.0,1415000.0,261200.0,2735000.0,2996200.0,H25402-04-01
1168000.0,909166.6666666667,,2077166.6666666667,2077166.6666666667,H25402-04-02
372000.0,309500.0,,681500.0,681500.0,H25403-04-01
772500.0,975500.0,,1748000.0,1748000.0,H25403-04-02
1560000.0,2080000.0,-6000.0,3640000.0,3634000.0,H25404-04-01
208000.00071525577,472000.0,,680000.0007152557,680000.0007152557,H25406-04-01
700500.0,1191076.923076923,523858.8235294118,1891576.923076923,2415435.746606335,H25407-04-01
1390000.0,1831243.58974359,,3221243.58974359,3221243.58974359,H25408-04-01
1260500.0,1721000.0,,2981500.0,2981500.0,H25409-04-01
2590000.0,2916666.6666666665,1104800.0,5506666.666666666,6611466.666666666,H25410-04-01
1262000.000745058,1030000.0,,2292000.000745058,2292000.000745058,H25410-04-02
380250.0,81528.84615384616,,461778.8461538461,461778.8461538461,H25601-04-01
681000.0,1071500.0,,1752500.0,1752500.0,H25602-04-01
1326499.9982118604,512500.0,261795.77889447237,1838999.9982118604,2100795.7771063326,H25603-04-01
34000.0,100200.0,,134200.0,134200.0,H25605-04-01
71000.0,415066.6666666667,,486066.6666666667,486066.6666666667,H25606-04-01
316000.0,771000.0,1004000.0,1087000.0,2091000.0,H25607-04-01
564000.0,646666.6666666666,,1210666.6666666665,1210666.6666666665,H25608-04-01
245000.0,155000.0,,400000.0,400000.0,H25609-04-01
180000.0,424166.6666666666,,604166.6666666666,604166.6666666666,H25609-04-02
105600.0,176500.0,,282100.0,282100.0,H25609-04-04
3399000.0,2352193.3342025676,1164800.0,5751193.334202567,6915993.334202567,H25609-04-05
1446000.0,1624000.0,,3070000.0,3070000.0,H25610-04-01
143250.00035762787,218564.10282487288,354000.0,361814.10318250075,715814.1031825007,H25610-04-02
459000.0,577500.0029802322,107497.88944723619,1036500.0029802322,1143997.8924274684,H25610-04-03
1413750.0,2188976.923076923,,3602726.923076923,3602726.923076923,H25702-04-01
1018400.0,695666.6666666667,,1714066.6666666667,1714066.6666666667,H25703-04-02
164000.0,184000.0,,348000.0,348000.0,H25704-04-01
503000.0,546500.0,,1049500.0,1049500.0,H25705-04-01
180000.0,269500.0,,449500.0,449500.0,H25705-04-02
1200000.0,685000.0,-22000.0,1885000.0,1863000.0,H25706-04-01
1983733.3376059933,2660269.230769231,,4644002.568375224,4644002.568375224,H25706-04-02
827999.9989271163,1209708.3333333333,1584000.0,2037708.3322604494,3621708.3322604494,H25708-04-01
1644000.0,1836666.6666666667,,3480666.666666667,3480666.666666667,H25709-04-01
1662428.5714285714,1807166.6666666667,,3469595.238095238,3469595.238095238,H25902-04-01
2765000.0017881393,2294525.641025641,344000.0,5059525.64281378,5403525.64281378,H25903-04-01
348000.0,425000.0,,773000.0,773000.0,H25903-04-02
,441666.66840513545,,441666.66840513545,441666.66840513545,H25903-04-04
580000.0,408166.6666666667,,988166.6666666667,988166.6666666667,H25904-04-01
970000.0017881393,2001641.669646899,395200.0,2971641.6714350386,3366841.6714350386,H25905-04-01
376000.0,647500.0,73912.24669603525,1023500.0,1097412.2466960351,H25906-04-01
,97500.0,,97500.0,97500.0,H25906-04-02
657000.0,1320000.0,793600.0,1977000.0,2770600.0,H25907-04-01
254000.0,196250.0,,450250.0,450250.0,H25908-04-01
1548000.0,,,1548000.0,1548000.0,H25909-04-01
,1087425.0,182400.0,1087425.0,1269825.0,H25910-04-01
200000.0,166115.38461538462,1155632.1023620304,366115.3846153846,1521747.4869774152,H26009-04-01
115000.0,241666.66718820724,,356666.66718820727,356666.66718820727,H26010-04-01
