,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays
7844,1.0,48.0,13.0,13.0,42.0,0.0,H21401-04-02,1.0,,
7849,2.0,58.0,,,51.0,0.0,H21402-04-01,1.0,,6.0
7853,1.0,54.0,1.0,10.0,51.0,0.0,H21403-04-01,1.0,,3.0
7859,2.0,45.0,,,51.0,0.0,H21404-04-01,1.0,,
7864,2.0,42.0,73.0,19.0,51.0,0.0,H21405-04-01,1.0,,
7873,2.0,48.0,,,42.0,0.0,H21406-04-01,1.0,,2.0
7879,1.0,58.0,,,51.0,,H21407-04-01,1.0,,
7888,2.0,41.0,,,51.0,0.0,H21408-04-01,1.0,12.0,
7894,2.0,55.0,,,51.0,0.0,H21409-04-01,1.0,,16.0
7898,1.0,54.0,,,42.0,0.0,H21410-04-01,0.0,17.0,
7908,1.0,55.0,,,51.0,1.0,H21501-04-01,0.0,16.0,
7915,2.0,73.0,,,42.0,0.0,H21502-04-01,1.0,,21.0
7918,2.0,34.0,,,42.0,0.0,H21503-04-01,1.0,,
7926,2.0,19.0,,,51.0,0.0,H21505-04-01,1.0,,
7928,1.0,54.0,,,42.0,1.0,H21506-04-01,1.0,,
7935,2.0,58.0,,,51.0,0.0,H21507-04-01,1.0,10.0,
7939,2.0,39.0,,,42.0,0.0,H21509-04-01,1.0,,
7944,1.0,71.0,,,51.0,0.0,H21510-04-01,1.0,,
7950,2.0,58.0,,,51.0,0.0,H21601-04-01,1.0,,7.0
7960,1.0,29.0,,,48.0,0.0,H21602-04-01,1.0,,
7963,2.0,42.0,,,48.0,0.0,H21603-04-01,1.0,,
7969,2.0,43.0,,,48.0,0.0,H21608-04-01,1.0,,
7978,1.0,42.0,,,51.0,0.0,H21609-04-01,1.0,,
7989,1.0,75.0,,,48.0,0.0,H21610-04-01,1.0,,
8000,1.0,74.0,,,51.0,0.0,H21612-04-01,1.0,,30.0
8005,2.0,25.0,73.0,19.0,48.0,0.0,H21612-04-02,1.0,,
8013,2.0,55.0,1.0,21.0,48.0,0.0,H21701-04-01,1.0,,
8019,2.0,72.0,,,51.0,0.0,H21703-04-01,1.0,,
8022,2.0,40.0,,,51.0,0.0,H21704-04-01,1.0,,
8031,1.0,79.0,,,48.0,0.0,H21705-04-01,1.0,,4.0
8040,1.0,55.0,,,48.0,0.0,H21706-04-01,1.0,,30.0
8048,2.0,52.0,,,48.0,0.0,H21708-04-01,1.0,,12.0
8057,1.0,47.0,,,48.0,,H21709-04-01,1.0,,
8067,2.0,57.0,,,51.0,0.0,H21710-04-01,1.0,,
8078,1.0,63.0,,,48.0,0.0,H21711-04-01,1.0,,
8086,1.0,35.0,8.0,21.0,55.0,0.0,H22001-04-01,0.0,16.0,
8092,1.0,76.0,,,55.0,1.0,H22002-04-01,0.0,51.0,
8099,1.0,35.0,,,55.0,1.0,H22003-04-01,0.0,41.0,
8107,1.0,56.0,,,55.0,0.0,H22004-04-01,0.0,34.0,15.0
8136,1.0,28.0,22.0,19.0,55.0,1.0,H22004-04-03,0.0,51.0,2.0
8138,1.0,25.0,,19.0,55.0,0.0,H22004-04-04,0.0,17.0,
8142,2.0,29.0,21.0,19.0,55.0,1.0,H22004-04-05,0.0,34.0,8.0
8145,1.0,34.0,,,55.0,1.0,H22006-04-01,0.0,16.0,7.0
8151,1.0,40.0,,,55.0,,H22014-04-01,0.0,32.0,
8159,1.0,68.0,,,55.0,0.0,H22101-04-01,0.0,13.0,15.0
8166,1.0,31.0,15.0,19.0,55.0,0.0,H22101-04-02,0.0,17.0,
8170,2.0,86.0,,,55.0,1.0,H22101-04-03,1.0,,30.0
8172,1.0,56.0,,,55.0,1.0,H22102-04-02,0.0,13.0,
8180,2.0,53.0,,,55.0,0.0,H22103-04-01,0.0,17.0,
8188,2.0,42.0,,,55.0,0.0,H22105-04-01,1.0,13.0,
8192,1.0,50.0,,,55.0,0.0,H22106-04-01,0.0,16.0,14.0
8196,2.0,49.0,,,55.0,1.0,H22109-04-01,1.0,,4.0
8206,2.0,38.0,,,55.0,1.0,H22110-04-01,0.0,15.0,
8207,2.0,38.0,,,55.0,1.0,H22110-04-01,0.0,15.0,
8208,2.0,38.0,,,55.0,1.0,H22110-04-04,0.0,41.0,
8209,2.0,38.0,,,55.0,1.0,H22110-04-04,0.0,41.0,
8210,2.0,38.0,,,55.0,0.0,H22110-04-01,0.0,15.0,
8211,2.0,38.0,,,55.0,0.0,H22110-04-01,0.0,15.0,
8212,2.0,38.0,,,55.0,0.0,H22110-04-04,0.0,41.0,
8213,2.0,38.0,,,55.0,0.0,H22110-04-04,0.0,41.0,
8214,1.0,63.0,,,55.0,1.0,H22110-04-01,0.0,15.0,
8215,1.0,63.0,,,55.0,1.0,H22110-04-01,0.0,15.0,
8216,1.0,63.0,,,55.0,1.0,H22110-04-04,0.0,41.0,
8217,1.0,63.0,,,55.0,1.0,H22110-04-04,0.0,41.0,
8218,1.0,63.0,,,55.0,0.0,H22110-04-01,0.0,15.0,
8219,1.0,63.0,,,55.0,0.0,H22110-04-01,0.0,15.0,
8220,1.0,63.0,,,55.0,0.0,H22110-04-04,0.0,41.0,
8221,1.0,63.0,,,55.0,0.0,H22110-04-04,0.0,41.0,
8231,1.0,62.0,,,55.0,0.0,H22110-04-02,0.0,13.0,
8261,2.0,22.0,,,55.0,0.0,H22110-04-02,0.0,,14.0
8262,2.0,22.0,,,55.0,0.0,H22110-04-02,0.0,,
8263,2.0,22.0,,,55.0,0.0,H22110-04-05,0.0,16.0,14.0
8264,2.0,22.0,,,55.0,0.0,H22110-04-05,0.0,16.0,
8265,2.0,22.0,14.0,19.0,55.0,1.0,H22110-04-02,0.0,,14.0
8266,2.0,22.0,14.0,19.0,55.0,1.0,H22110-04-02,0.0,,
8267,2.0,22.0,14.0,19.0,55.0,1.0,H22110-04-05,0.0,16.0,14.0
8268,2.0,22.0,14.0,19.0,55.0,1.0,H22110-04-05,0.0,16.0,
8270,1.0,63.0,73.0,19.0,55.0,0.0,H22110-04-03,0.0,13.0,
8284,1.0,27.0,73.0,19.0,55.0,1.0,H22110-04-06,0.0,41.0,
8286,1.0,82.0,,,55.0,1.0,H22111-04-01,1.0,,7.0
8287,1.0,28.0,12.0,19.0,55.0,0.0,H22301-04-01,1.0,41.0,
8292,1.0,42.0,,,55.0,1.0,H22302-04-01,0.0,16.0,
8306,1.0,44.0,,,55.0,1.0,H22303-04-01,0.0,16.0,
8309,2.0,45.0,,,55.0,1.0,H22303-04-02,1.0,,
8315,1.0,42.0,,,55.0,1.0,H22303-04-03,0.0,16.0,
8320,1.0,56.0,,,55.0,1.0,H22303-04-04,0.0,17.0,
8323,2.0,34.0,51.0,1.0,55.0,0.0,H22305-04-01,0.0,16.0,
8331,1.0,43.0,,,54.0,1.0,H22306-04-01,0.0,16.0,4.0
8337,1.0,73.0,,,55.0,1.0,H22307-04-01,0.0,13.0,
8342,1.0,34.0,,,55.0,1.0,H22308-04-01,0.0,17.0,
8350,1.0,47.0,,,54.0,1.0,H22309-04-01,0.0,15.0,2.0
8354,1.0,24.0,17.0,19.0,54.0,1.0,H22309-04-02,0.0,33.0,
8358,1.0,62.0,,,55.0,,H22310-04-01,0.0,13.0,30.0
8369,1.0,51.0,,,55.0,0.0,H22401-04-01,0.0,17.0,14.0
8381,2.0,20.0,1.0,19.0,55.0,0.0,H22401-04-02,0.0,16.0,
8384,2.0,32.0,,,55.0,0.0,H22404-04-01,0.0,17.0,
8387,2.0,37.0,4.0,19.0,55.0,0.0,H22406-04-01,0.0,16.0,7.0
8392,2.0,54.0,,,55.0,0.0,H22407-04-01,0.0,34.0,
8395,2.0,30.0,21.0,1.0,55.0,1.0,H22407-04-02,0.0,,11.0
8397,1.0,28.0,,1.0,55.0,1.0,H22407-04-03,0.0,51.0,3.0
8400,2.0,41.0,,,11.0,0.0,H22408-04-01,0.0,14.0,
8407,1.0,48.0,,,55.0,1.0,H22409-04-01,0.0,36.0,
8416,1.0,87.0,,,55.0,1.0,H22410-04-01,0.0,23.0,
8418,2.0,69.0,,,55.0,0.0,H22501-04-01,1.0,,
8420,1.0,30.0,17.0,19.0,55.0,0.0,H22502-04-01,1.0,17.0,
8428,1.0,44.0,,,55.0,1.0,H22502-04-02,0.0,14.0,
8433,1.0,49.0,,,55.0,1.0,H22503-04-01,0.0,51.0,5.0
8441,1.0,27.0,16.0,19.0,55.0,1.0,H22503-04-02,0.0,51.0,
8443,2.0,58.0,,,55.0,1.0,H22504-04-01,1.0,13.0,30.0
8450,1.0,39.0,,,55.0,1.0,H22505-04-01,0.0,41.0,
8455,1.0,39.0,,,55.0,1.0,H22506-04-01,0.0,31.0,6.0
8463,1.0,32.0,16.0,19.0,55.0,1.0,H22507-04-01,0.0,16.0,
8470,1.0,46.0,,,55.0,1.0,H22509-04-01,0.0,51.0,3.0
8478,1.0,52.0,,,55.0,,H22510-04-01,0.0,34.0,
8491,1.0,37.0,,,55.0,1.0,H22802-04-01,0.0,17.0,
8499,1.0,36.0,,,55.0,1.0,H22803-04-01,0.0,41.0,
8504,2.0,58.0,,,55.0,0.0,H22805-04-01,1.0,,10.0
8507,1.0,40.0,,,55.0,0.0,H22806-04-01,0.0,16.0,
8515,2.0,59.0,,,55.0,0.0,H22807-04-01,1.0,,4.0
8516,2.0,30.0,,,55.0,0.0,H23101-04-01,1.0,15.0,
8522,1.0,36.0,,,55.0,0.0,H23102-04-01,0.0,16.0,
8531,1.0,35.0,1.0,19.0,55.0,0.0,H23103-04-01,0.0,16.0,
8538,1.0,18.0,1.0,19.0,55.0,0.0,H23103-04-02,0.0,15.0,
8540,2.0,44.0,1.0,19.0,55.0,0.0,H23104-04-01,1.0,,7.0
8547,1.0,22.0,1.0,19.0,55.0,1.0,H23104-04-02,0.0,15.0,
8549,2.0,42.0,,,55.0,0.0,H23105-04-01,0.0,16.0,5.0
8556,1.0,47.0,,,55.0,0.0,H23106-04-01,0.0,17.0,
8559,1.0,65.0,10.0,10.0,55.0,0.0,H23107-04-01,0.0,14.0,
8563,1.0,36.0,23.0,19.0,55.0,1.0,H23108-04-01,0.0,17.0,
8570,1.0,54.0,,,55.0,0.0,H23109-04-01,0.0,51.0,
8582,1.0,25.0,13.0,19.0,55.0,0.0,H23109-04-02,0.0,34.0,
8583,1.0,30.0,,,55.0,1.0,H23109-04-03,0.0,51.0,5.0
8586,1.0,36.0,,,55.0,1.0,H23110-04-01,0.0,16.0,7.0
8592,1.0,36.0,,,51.0,1.0,H23301-04-01,0.0,13.0,7.0
8599,1.0,62.0,,,51.0,1.0,H23302-04-01,1.0,,30.0
8609,2.0,56.0,73.0,10.0,51.0,0.0,H23303-04-01,1.0,,
8621,2.0,57.0,,,51.0,0.0,H23304-04-01,1.0,,
8629,2.0,83.0,,,51.0,1.0,H23306-04-01,1.0,,
8633,2.0,63.0,,,51.0,0.0,H23307-04-01,1.0,,3.0
8637,2.0,43.0,,,51.0,1.0,H23308-04-01,1.0,,
8644,1.0,49.0,,,51.0,0.0,H23310-04-01,1.0,13.0,
8651,2.0,33.0,,,51.0,1.0,H23312-04-01,1.0,12.0,30.0
8661,2.0,70.0,,,51.0,0.0,H23401-04-01,1.0,,3.0
8664,2.0,46.0,,,51.0,0.0,H23402-04-01,1.0,,
8675,2.0,78.0,,,51.0,0.0,H23404-04-01,1.0,,30.0
8683,2.0,19.0,1.0,19.0,51.0,1.0,H23404-04-02,1.0,,4.0
8685,2.0,57.0,73.0,13.0,51.0,0.0,H23405-04-01,1.0,,
8689,2.0,39.0,,,51.0,0.0,H23406-04-01,1.0,,5.0
8694,2.0,47.0,,,51.0,0.0,H23407-04-01,1.0,,
8700,1.0,23.0,,,51.0,,H23407-04-02,0.0,32.0,
8703,1.0,80.0,,,51.0,0.0,H23408-04-01,1.0,,
8710,2.0,32.0,,,42.0,0.0,H23410-04-01,1.0,,7.0
8716,2.0,31.0,,,51.0,0.0,H23411-04-01,1.0,13.0,
8728,1.0,41.0,,,51.0,0.0,H23412-04-01,1.0,,
8731,1.0,50.0,,,58.0,0.0,H23502-04-01,1.0,13.0,30.0
8732,2.0,55.0,,,74.0,1.0,H23503-04-01,1.0,,7.0
8737,1.0,38.0,,,57.0,1.0,H23503-04-02,0.0,14.0,
8743,2.0,30.0,73.0,19.0,69.0,,H23503-04-03,0.0,17.0,
8749,2.0,43.0,,,58.0,1.0,H23503-04-04,1.0,12.0,
8756,2.0,45.0,,,58.0,1.0,H23504-04-01,1.0,,
8764,1.0,43.0,73.0,7.0,74.0,1.0,H23505-04-01,1.0,,
8770,1.0,43.0,,,76.0,1.0,H23506-04-01,1.0,,
8784,1.0,35.0,,19.0,76.0,1.0,H23506-04-02,0.0,15.0,
8786,1.0,41.0,,,74.0,0.0,H23507-04-01,0.0,17.0,
8791,2.0,72.0,,,76.0,1.0,H23508-04-01,1.0,,9.0
8793,1.0,47.0,,,12.0,1.0,H23509-04-01,0.0,15.0,3.0
8802,1.0,59.0,,,11.0,0.0,H23509-04-02,1.0,12.0,5.0
8809,1.0,30.0,22.0,19.0,11.0,1.0,H23509-04-03,0.0,17.0,
8813,2.0,39.0,,,58.0,0.0,H23510-04-01,1.0,12.0,
8820,1.0,37.0,,,70.0,1.0,H23510-04-02,0.0,14.0,
8826,2.0,38.0,,,58.0,1.0,H23513-04-01,0.0,,
8832,1.0,54.0,,,58.0,1.0,H23601-04-01,0.0,32.0,
8837,2.0,22.0,3.0,19.0,58.0,1.0,H23601-04-02,0.0,17.0,
8840,1.0,24.0,16.0,19.0,57.0,1.0,H23601-04-03,0.0,33.0,
8841,1.0,34.0,3.0,19.0,58.0,,H23603-04-01,0.0,31.0,4.0
8847,1.0,69.0,,,58.0,0.0,H23604-04-01,1.0,,
8849,1.0,65.0,,,58.0,1.0,H23605-04-01,0.0,51.0,14.0
8854,1.0,37.0,2.0,19.0,58.0,1.0,H23606-04-01,0.0,13.0,
8861,1.0,22.0,70.0,19.0,58.0,1.0,H23607-04-01,0.0,33.0,
8865,1.0,42.0,,,58.0,1.0,H23607-04-02,0.0,15.0,
8875,1.0,27.0,,,58.0,1.0,H23607-04-03,0.0,32.0,
8877,1.0,32.0,8.0,19.0,58.0,1.0,H23607-04-04,0.0,32.0,
8883,2.0,33.0,,,58.0,1.0,H23607-04-05,0.0,41.0,
8886,1.0,59.0,,,58.0,1.0,H23608-04-01,0.0,15.0,
8895,1.0,66.0,,,58.0,1.0,H23610-04-01,1.0,12.0,
8896,1.0,61.0,,,12.0,1.0,H23701-04-01,1.0,,
8900,1.0,26.0,73.0,5.0,12.0,1.0,H23701-04-02,0.0,16.0,
8903,1.0,72.0,,,12.0,0.0,H23702-04-01,0.0,13.0,
8906,1.0,39.0,70.0,19.0,12.0,1.0,H23703-04-01,0.0,17.0,
8912,2.0,56.0,,,12.0,0.0,H23705-04-01,1.0,12.0,21.0
8917,1.0,40.0,,,12.0,1.0,H23707-04-01,0.0,32.0,
8922,1.0,43.0,,,12.0,1.0,H23708-04-01,0.0,51.0,14.0
8927,2.0,65.0,,,12.0,,H23708-04-02,0.0,22.0,
8934,1.0,34.0,,19.0,12.0,1.0,H23708-04-03,0.0,34.0,
8940,1.0,57.0,,,12.0,1.0,H23709-04-01,0.0,17.0,
8946,1.0,77.0,,,12.0,0.0,H23710-04-01,0.0,14.0,
8948,2.0,81.0,,,12.0,1.0,H23710-04-02,1.0,,7.0
8949,1.0,50.0,,,12.0,1.0,H23801-04-01,0.0,17.0,
8955,2.0,33.0,,,12.0,0.0,H23802-04-01,0.0,12.0,
8957,2.0,35.0,,,12.0,0.0,H23804-04-01,1.0,14.0,3.0
8964,1.0,58.0,1.0,19.0,12.0,0.0,H23806-04-01,0.0,34.0,
8972,1.0,22.0,34.0,5.0,12.0,1.0,H23806-04-02,0.0,34.0,
8976,1.0,46.0,,,12.0,1.0,H23808-04-01,0.0,16.0,5.0
8981,2.0,59.0,,,12.0,0.0,H23809-04-01,1.0,,
8985,2.0,62.0,,,12.0,0.0,H23810-04-01,0.0,16.0,7.0
8990,1.0,51.0,,,12.0,0.0,H23811-04-01,0.0,32.0,5.0
8995,2.0,70.0,,,12.0,1.0,H23812-04-01,1.0,,2.0
8999,1.0,35.0,73.0,19.0,12.0,0.0,H23813-04-01,0.0,15.0,14.0
9002,2.0,48.0,22.0,19.0,12.0,0.0,H23901-04-01,1.0,,7.0
9006,1.0,56.0,,,12.0,0.0,H23902-04-01,0.0,36.0,
9015,2.0,59.0,,,12.0,0.0,H23903-04-01,1.0,,7.0
9016,1.0,45.0,,,12.0,1.0,H23904-04-01,1.0,12.0,7.0
9020,1.0,34.0,,,12.0,1.0,H23905-04-01,0.0,16.0,
9029,2.0,79.0,,,12.0,1.0,H23905-04-02,1.0,12.0,
9030,1.0,77.0,,,12.0,1.0,H23906-04-01,0.0,22.0,14.0
9038,1.0,32.0,1.0,19.0,12.0,1.0,H23907-04-01,0.0,17.0,2.0
9039,2.0,33.0,16.0,19.0,12.0,1.0,H23908-04-01,1.0,12.0,
9045,1.0,67.0,,,49.0,1.0,H23909-04-01,0.0,21.0,
9049,1.0,74.0,,,12.0,1.0,H24201-04-01,1.0,,14.0
9052,1.0,32.0,,,12.0,0.0,H24202-04-01,0.0,32.0,
9059,1.0,40.0,,,12.0,0.0,H24203-04-01,0.0,16.0,
9068,1.0,20.0,70.0,19.0,12.0,0.0,H24203-04-02,0.0,16.0,3.0
9070,1.0,41.0,73.0,19.0,12.0,0.0,H24204-04-01,0.0,15.0,
9079,1.0,47.0,,,12.0,1.0,H24205-04-01,0.0,32.0,
9081,2.0,42.0,,,12.0,0.0,H24205-04-02,1.0,,
9084,1.0,32.0,73.0,19.0,12.0,0.0,H24206-04-01,0.0,14.0,
9091,2.0,67.0,,,12.0,1.0,H24207-04-01,1.0,,14.0
9095,1.0,34.0,73.0,19.0,12.0,1.0,H24208-04-01,0.0,17.0,4.0
9107,1.0,57.0,,,12.0,,H24209-04-01,0.0,17.0,
9110,1.0,24.0,13.0,19.0,12.0,1.0,H24209-04-02,0.0,16.0,
9111,1.0,47.0,,,12.0,1.0,H24210-04-01,0.0,14.0,
9116,1.0,21.0,13.0,19.0,12.0,1.0,H24210-04-02,0.0,16.0,
9118,2.0,46.0,,,12.0,1.0,H24401-04-01,1.0,12.0,21.0
9124,1.0,46.0,17.0,19.0,12.0,1.0,H24401-04-02,0.0,17.0,
9129,1.0,66.0,,,12.0,1.0,H24403-04-01,0.0,22.0,
9132,1.0,26.0,22.0,1.0,12.0,1.0,H24403-04-02,0.0,34.0,2.0
9135,2.0,48.0,16.0,19.0,12.0,,H24407-04-01,1.0,12.0,7.0
9143,1.0,42.0,16.0,19.0,12.0,1.0,H24408-04-01,0.0,33.0,30.0
9144,1.0,67.0,,,12.0,0.0,H24409-04-01,0.0,15.0,
9155,1.0,35.0,,,12.0,1.0,H24411-04-01,1.0,13.0,
9162,2.0,40.0,,,51.0,1.0,H24502-04-01,0.0,33.0,10.0
9168,2.0,42.0,,,51.0,1.0,H24505-04-01,1.0,,7.0
9180,1.0,34.0,73.0,19.0,51.0,,H24506-04-01,1.0,,
9184,1.0,52.0,,,51.0,0.0,H24506-04-02,1.0,,
9193,1.0,53.0,,,45.0,0.0,H24507-04-01,1.0,12.0,
9194,1.0,62.0,73.0,10.0,51.0,1.0,H24509-04-01,0.0,61.0,
9201,1.0,52.0,,,51.0,1.0,H24510-04-01,0.0,51.0,
9217,2.0,34.0,51.0,10.0,51.0,1.0,H24511-04-01,1.0,13.0,
9224,1.0,65.0,,,51.0,0.0,H24512-04-01,1.0,,
9231,2.0,66.0,,,51.0,1.0,H24601-04-01,1.0,,7.0
9236,2.0,38.0,,,51.0,1.0,H24603-04-01,1.0,,
9242,1.0,34.0,,,51.0,1.0,H24604-04-01,1.0,,
9249,1.0,50.0,,,51.0,1.0,H24605-04-01,1.0,13.0,4.0
9257,2.0,39.0,,,51.0,0.0,H24606-04-01,1.0,,5.0
9264,2.0,38.0,,,51.0,1.0,H24608-04-01,1.0,,
9271,2.0,68.0,,,51.0,1.0,H24610-04-01,1.0,,
9279,2.0,81.0,,,57.0,0.0,H24801-04-01,1.0,,7.0
9280,1.0,36.0,1.0,19.0,57.0,1.0,H24802-04-01,0.0,17.0,
9287,1.0,69.0,,,57.0,,H24802-04-02,1.0,,
9295,2.0,43.0,1.0,19.0,57.0,0.0,H24803-04-01,1.0,,4.0
9298,1.0,77.0,,,57.0,1.0,H24804-04-01,1.0,,7.0
9299,1.0,50.0,1.0,19.0,57.0,0.0,H24805-04-01,0.0,15.0,8.0
9306,2.0,64.0,,,57.0,0.0,H24806-04-01,1.0,,3.0
9311,2.0,44.0,,,57.0,1.0,H24808-04-01,1.0,,
9315,1.0,43.0,,,57.0,1.0,H24809-04-01,0.0,32.0,
9325,2.0,58.0,,,50.0,1.0,H24811-04-01,1.0,12.0,14.0
9341,1.0,44.0,,,57.0,0.0,H25001-04-01,0.0,34.0,14.0
9343,1.0,42.0,,,57.0,1.0,H25002-04-01,1.0,,
9351,1.0,55.0,,,57.0,1.0,H25003-04-01,0.0,,
9352,1.0,34.0,,,57.0,1.0,H25004-04-01,0.0,16.0,
9358,1.0,43.0,12.0,19.0,70.0,1.0,H25005-04-01,0.0,13.0,
9363,1.0,53.0,,,57.0,1.0,H25006-04-01,0.0,16.0,
9364,1.0,36.0,73.0,19.0,70.0,1.0,H25008-04-01,0.0,14.0,
9372,1.0,47.0,,,57.0,1.0,H25009-04-01,0.0,14.0,
9376,2.0,57.0,,,70.0,1.0,H25011-04-01,1.0,,7.0
9382,1.0,41.0,1.0,19.0,26.0,1.0,H25201-04-01,0.0,12.0,7.0
9391,1.0,24.0,2.0,5.0,26.0,1.0,H25201-04-02,0.0,16.0,
9393,2.0,54.0,,,26.0,1.0,H25202-04-01,1.0,,7.0
9394,1.0,38.0,3.0,19.0,26.0,1.0,H25203-04-01,0.0,51.0,3.0
9401,2.0,59.0,,,26.0,1.0,H25204-04-01,1.0,,7.0
9410,1.0,27.0,,,26.0,1.0,H25204-04-02,0.0,14.0,
9415,1.0,29.0,,,12.0,1.0,H25207-04-01,0.0,17.0,
9420,1.0,40.0,,,26.0,1.0,H25208-04-01,0.0,32.0,
9429,1.0,33.0,,,26.0,1.0,H25209-04-01,0.0,15.0,7.0
9436,1.0,53.0,,,13.0,0.0,H25210-04-01,0.0,15.0,7.0
9444,1.0,47.0,,,28.0,1.0,H25401-04-01,1.0,,
9453,1.0,62.0,,,28.0,0.0,H25402-04-01,1.0,,
9456,1.0,26.0,73.0,19.0,28.0,0.0,H25402-04-02,0.0,14.0,
9461,1.0,25.0,,,28.0,1.0,H25403-04-01,0.0,15.0,
9462,2.0,39.0,73.0,19.0,28.0,1.0,H25403-04-02,1.0,11.0,
9465,1.0,32.0,,,28.0,1.0,H25404-04-01,0.0,34.0,
9470,1.0,36.0,12.0,7.0,28.0,1.0,H25406-04-01,0.0,,
9475,2.0,49.0,,,28.0,0.0,H25407-04-01,1.0,11.0,6.0
9481,2.0,60.0,,,28.0,0.0,H25408-04-01,1.0,,
9489,2.0,41.0,,,28.0,1.0,H25408-04-02,0.0,34.0,4.0
9494,1.0,67.0,,,28.0,1.0,H25409-04-01,0.0,15.0,
9500,1.0,22.0,15.0,19.0,28.0,1.0,H25409-04-02,0.0,17.0,2.0
9504,1.0,27.0,,5.0,28.0,1.0,H25409-04-03,0.0,41.0,
9506,1.0,58.0,,,28.0,1.0,H25410-04-01,0.0,41.0,
9513,1.0,25.0,41.0,19.0,28.0,0.0,H25410-04-02,0.0,16.0,
9516,1.0,36.0,,,25.0,1.0,H25601-04-01,1.0,12.0,
9523,1.0,42.0,,,28.0,1.0,H25602-04-01,0.0,17.0,
9529,1.0,39.0,,19.0,28.0,,H25603-04-01,0.0,14.0,
9538,1.0,41.0,,,28.0,1.0,H25605-04-01,1.0,,
9545,2.0,79.0,,,28.0,0.0,H25606-04-01,1.0,,
9549,1.0,41.0,,,28.0,1.0,H25607-04-01,0.0,14.0,
9560,2.0,50.0,,,28.0,1.0,H25608-04-01,0.0,14.0,4.0
9563,1.0,83.0,,,28.0,,H25609-04-01,0.0,21.0,14.0
9567,2.0,20.0,,,28.0,1.0,H25609-04-02,0.0,32.0,14.0
9571,1.0,36.0,,,28.0,1.0,H25609-04-04,0.0,17.0,
9573,1.0,68.0,,,28.0,1.0,H25609-04-05,0.0,15.0,
9580,1.0,27.0,17.0,21.0,28.0,1.0,H25609-04-06,0.0,33.0,
9581,1.0,24.0,73.0,19.0,28.0,0.0,H25609-04-07,0.0,51.0,
9582,1.0,54.0,73.0,19.0,28.0,1.0,H25610-04-01,0.0,13.0,
9588,1.0,25.0,,,28.0,1.0,H25610-04-02,0.0,17.0,
9593,1.0,30.0,,,28.0,1.0,H25610-04-03,0.0,16.0,
9594,2.0,36.0,5.0,10.0,28.0,1.0,H25701-04-01,0.0,51.0,
9597,2.0,48.0,,,28.0,1.0,H25702-04-01,0.0,16.0,
9603,1.0,22.0,17.0,19.0,28.0,1.0,H25702-04-02,0.0,34.0,
9604,2.0,32.0,,,28.0,0.0,H25703-04-02,1.0,11.0,
9611,2.0,27.0,14.0,19.0,28.0,1.0,H25703-04-03,0.0,34.0,
9614,2.0,57.0,,,28.0,0.0,H25704-04-01,1.0,,7.0
9617,1.0,69.0,,,28.0,0.0,H25705-04-01,0.0,12.0,
9622,1.0,36.0,2.0,19.0,28.0,1.0,H25705-04-02,0.0,34.0,
9625,1.0,41.0,,,28.0,1.0,H25706-04-01,0.0,33.0,
9632,1.0,61.0,,,28.0,1.0,H25706-04-02,0.0,34.0,
9639,2.0,27.0,34.0,1.0,31.0,1.0,H25706-04-03,0.0,61.0,
9641,1.0,25.0,51.0,1.0,31.0,1.0,H25706-04-04,0.0,61.0,
9642,1.0,41.0,,,30.0,1.0,H25707-04-01,0.0,31.0,
9649,1.0,78.0,,,28.0,1.0,H25708-04-01,0.0,15.0,
9656,1.0,50.0,73.0,10.0,28.0,1.0,H25709-04-01,0.0,34.0,
9662,2.0,25.0,14.0,19.0,28.0,1.0,H25901-04-01,0.0,51.0,7.0
9666,1.0,47.0,,,28.0,1.0,H25902-04-01,0.0,17.0,
9671,2.0,64.0,,,28.0,1.0,H25903-04-01,0.0,22.0,
9677,1.0,27.0,,,28.0,1.0,H25903-04-02,0.0,13.0,
9683,1.0,58.0,,,28.0,0.0,H25903-04-03,0.0,13.0,
9690,1.0,23.0,16.0,19.0,28.0,0.0,H25903-04-04,0.0,51.0,
9691,1.0,32.0,,,28.0,1.0,H25903-04-05,0.0,61.0,
9692,1.0,54.0,,,28.0,0.0,H25904-04-01,0.0,15.0,
9698,1.0,50.0,,,28.0,1.0,H25905-04-01,0.0,17.0,12.0
9706,1.0,89.0,,,28.0,1.0,H25906-04-01,1.0,17.0,
9710,1.0,76.0,,,28.0,1.0,H25906-04-02,0.0,13.0,
9711,2.0,79.0,,,28.0,1.0,H25907-04-01,1.0,,5.0
9719,2.0,65.0,,,28.0,1.0,H25908-04-01,0.0,14.0,
9725,1.0,43.0,,,28.0,1.0,H25909-04-01,0.0,51.0,
9732,1.0,71.0,,,28.0,1.0,H25910-04-01,0.0,17.0,
9739,2.0,27.0,,19.0,28.0,1.0,H25910-04-02,0.0,51.0,7.0
9740,1.0,33.0,16.0,19.0,28.0,1.0,H25910-04-03,0.0,,
9746,2.0,83.0,,,32.0,1.0,H26008-04-01,1.0,,30.0
9750,1.0,69.0,,,32.0,1.0,H26009-04-01,0.0,12.0,
9758,1.0,27.0,36.0,19.0,32.0,1.0,H26009-04-02,0.0,33.0,
9761,1.0,26.0,12.0,19.0,32.0,0.0,H26009-04-03,0.0,17.0,
9764,1.0,30.0,12.0,19.0,32.0,1.0,H26009-04-04,0.0,33.0,
