region,urban,year,month,sregion,inflation,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,wage_total,bs_profit,other_net,profit_agrb,profit_ls,profit_agr,total_agrls,inctotal,inctotal_trans,w_share,worker,agr_share,farmer,bus_share,businessman,ocupation,familysize,shock,climate,prices,job,health,aggregate,idiosyn,pests,d_shock,d_climate,d_prices,d_job,d_health,d_aggregate,d_idiosyn,d_pests,sex,age,father_educ,father_ocup,ethnic,bednet,writeread,classeduc,illdays,hh,wave,age_sq,region2,region3,region4,female,lnc,lnctotal_dur,lnctotal_gift,lncfood,lncnodur,lnwage_total,lnbs_profit,lnother_net,lnprofit_agrb,lnprofit_ls,lnprofit_agr,lntotal_agrls,lny,lninctotal_trans,u_c,u_y
1,1,2013,10,1,1.0757810432021624,8791.318651499412,9255.21867353385,517.4407681871343,4008.0099502495113,4783.308701249901,14761.435248005191,560.5608322027289,,,,,,15321.996080207922,15321.996080207922,0.9634146341463414,1,,0,0.036585365853658534,0,worker,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,,,57.0,1.0,0.0,,,1021000701.0,2013-2014,1156.0,0,0,0,0,9.093510737947579,9.144527980954852,6.24889506097935,8.308333980530112,8.473968961531787,9.600214286829049,7.563215922474151,,,,,,9.72241310422113,9.77567829036091,,
1,1,2013,10,1,1.0757810432021624,2355.936564265366,2710.239756926835,0.0,1270.604552992852,1085.3320112725141,1552.3223045614031,25.153370675763476,,,,,,1577.4756752371663,1577.4756752371663,0.9840546697038725,1,,0,0.015945330296127564,0,worker,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,,,34.0,0.0,0.0,17.0,3.0,1021000702.0,2013-2014,3136.0,0,0,0,0,7.80872342693923,7.943813265667117,-inf,7.185494584984964,6.994397471873223,7.351692653157598,7.237506454433131,,,,,,7.987165845256419,8.257360739557608,-0.016106136203423382,
1,1,2014,3,1,1.085526134477244,5107.767007814597,5333.539492303841,44.480740524578124,1442.5223661972097,3665.2446416173866,284.88641575929887,555.5285107306328,,,,,,840.4149264899316,840.4149264899316,0.3389830508474576,1,,0,0.6610169491525424,1,businessman,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,,,17.0,1.0,0.0,34.0,,1021000703.0,2013-2014,2601.0,0,0,0,1,8.559067298034606,8.601789066962292,3.795056298287963,7.307912868737392,8.208061116900675,5.674686497584016,7.560599707565933,,,,,,7.69888344244587,8.04521743502542,0.36818738517149363,
1,1,2013,10,1,1.0757810432021624,1284.5107736378814,1310.382812047238,146.6082176530214,773.1068144129301,511.40395922495105,1034.8815363742685,,,,,,,1034.8815363742685,1034.8815363742685,1.0,1,,0,,0,worker,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,3.0,22.0,17.0,1.0,0.0,34.0,,1021000705.0,2013-2014,841.0,0,0,0,0,7.237461630920887,7.257164338414759,4.987763842813465,6.712523860173461,6.247227003878653,6.948313646293117,,,,,,,7.783369934939995,8.105702903986915,-0.6199676487933639,
1,1,2013,10,1,1.0757810432021624,6646.023599950226,9733.959543600855,862.4012803118906,1764.8323533849248,4881.1912465653,,53.90008001949316,,,,,,53.90008001949316,53.90008001949316,,0,,0,1.0,1,businessman,12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,,,17.0,1.0,0.0,15.0,,1021000709.0,2013-2014,2025.0,0,0,0,0,8.817604782611282,9.194394504028995,6.75972068474534,7.503493468577516,8.494204086153665,,7.257967526304471,,,,,,7.257967526304471,7.754622330534608,0.8381691931333419,
1,1,2013,10,1,1.0757810432021624,3332.749747765301,3564.879425715918,0.0,1272.4730891001946,2060.2766586651064,3880.805761403508,28.746709343729684,2156.0032007797263,,,,,3909.552470747237,6065.555671526964,0.9926470588235294,1,,0,0.007352941176470588,0,worker,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,,,17.0,1.0,0.0,17.0,,1021000711.0,2013-2014,1600.0,0,0,0,0,8.14287747643136,8.208689397078619,-inf,7.186908989637514,7.633103915608219,8.26547430552268,7.240087101026623,8.36915859717944,,,,,8.57073797057781,9.029296069632286,0.3535793939522289,
1,1,2014,1,1,1.0693649877067413,4239.118877760417,6080.909535244924,0.0,1885.3863303584294,2353.732547401987,,,6687.561759266611,,,,,0.0,6687.561759266611,,0,,0,,0,nothing,8,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,24.0,32.0,4.0,17.0,1.0,0.0,,,1021001109.0,2013-2014,576.0,0,0,0,0,8.376819664676656,8.73048936566312,-inf,7.5678232127587135,7.76595363610494,,,9.08744535036111,,,,,7.2192530141237805,9.101193810334209,,
1,1,2014,7,1,1.0747256362995772,1711.605327894801,2018.7778050986337,286.3106461993573,1012.8059265931535,698.7994013016474,,,,,,,,0.0,0.0,,0,,0,,0,nothing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,13.0,5.0,17.0,1.0,0.0,35.0,,102100110901.0,2013-2014,625.0,0,0,0,0,7.505302095813893,7.662291121071879,5.657077396880249,6.96823247614532,6.556741152317577,,,,,,,,7.2192530141237805,7.731241119840466,-0.26532743529572134,
1,1,2014,7,1,1.0747256362995772,5512.479868478876,6758.7951469990585,0.2805556583360536,2417.454589328995,3095.025279149881,,89.92168536411974,,,,,,89.92168536411974,89.92168536411974,,0,,0,1.0,1,businessman,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,,,17.0,1.0,0.0,14.0,,102100110903.0,2013-2014,4900.0,0,0,0,0,8.633825134272898,8.834430407853958,-1.2709831482626337,7.810754888144492,8.03922180350569,,7.283029445468765,,,,,,7.283029445468765,7.76994876150557,0.6202006343125817,
1,1,2014,1,1,1.0693649877067413,3786.0998292894483,4016.73033752794,52.054534774832,1629.740726242032,2156.359103047416,92.95204759625835,,,,,,,92.95204759625835,92.95204759625835,1.0,1,,0,,0,worker,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,73.0,10.0,25.0,1.0,0.0,16.0,,1021001110.0,2013-2014,1600.0,0,0,0,0,8.266716672016669,8.324718684345234,3.9522919147017253,7.426119320841399,7.678573207447739,4.5997817183042615,,,,,,,7.285109445303514,7.771227468308333,0.49032758262018916,
1,1,2014,3,1,1.085526134477244,6595.1917464317075,8731.839864626449,2991.3073654726377,2102.675413115445,4492.516333316263,,605.3836334885101,,,,,,605.3836334885101,605.3836334885101,,0,,0,1.0,1,businessman,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,6.0,1.0,17.0,0.0,0.0,61.0,,1021001301.0,2013-2014,1089.0,0,0,0,0,8.810047968254544,9.087006664540143,8.003465816798036,7.674251828738613,8.411319375375225,,7.586221381624244,,,,,,7.586221381624244,7.966868268359877,0.44707567954069916,
1,1,2014,3,1,1.085526134477244,4126.722175481324,4400.925350649649,1555.4798300457717,1555.4798300457717,2571.2423454355517,725.7481441468138,-121.07672669770201,-106.83240590973706,,,,,604.6714174491118,497.8390115393747,1.2002355712603063,1,,0,-0.20023557126030625,0,worker,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,49.0,,,38.0,1.0,0.0,34.0,30.0,1021001302.0,2013-2014,2401.0,0,0,0,1,8.350612172245699,8.413780056235252,7.349539349391372,7.380889799558629,7.854154857181257,6.596133865401375,7.1264023097868465,7.625190499996861,,,,,7.5858599416782155,7.928862592474032,0.36826067576760746,
1,1,2014,3,1,1.085526134477244,3068.654027351288,4043.392898871729,192.29833063752673,422.20166815528086,2646.4523591960065,3845.9666127505343,,-7.122160393982471,,,,,3845.9666127505343,3838.8444523565518,1.0,1,,0,,0,worker,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,17.0,5.0,45.0,0.0,0.0,36.0,,1021001306.0,2013-2014,2601.0,0,0,0,0,8.062969359564555,8.331162194804698,5.259047971524951,6.156426109077676,7.882928604930058,8.256471640521545,,7.672702539310295,,,,,8.558610587512707,8.718871639179694,0.012612509165411012,
1,1,2014,3,1,1.085526134477244,1570.1514812299908,1570.1514812299908,62.959898655420204,285.1713029476734,1284.9801782823174,,14.244320787964941,170.9318494555793,,,,,14.244320787964941,185.17617024354425,,0,,0,1.0,1,businessman,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,,,17.0,1.0,0.0,,21.0,1021001309.0,2013-2014,3600.0,0,0,0,1,7.424284868716232,7.425356624166832,4.142497994441718,5.8132607483180365,7.162517324256954,,7.22963079610066,7.7523072515398805,,,,,7.22963079610066,7.809380767706749,,
1,1,2013,11,1,1.0687510235353679,2585.6668429681717,2690.956982152644,254.49035359049975,1225.8289615599242,1359.8378814082475,4513.984668575095,,,,,,,4513.984668575095,4513.984668575095,1.0,1,,0,,0,worker,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,,,17.0,0.0,0.0,34.0,,1021001501.0,2013-2014,1024.0,0,0,0,0,7.8979341141162065,7.936947241190425,5.539262931895015,7.150988794988223,7.2189187105749575,8.416376829520638,,,,,,,8.679219070993257,8.823561520868292,0.06611446572543578,
1,1,2013,11,1,1.0687510235353679,11011.33752065432,12811.505925742322,0.0,2220.786415591685,8790.551105062636,,3689.314392585414,-1175.5168407747644,,,,,3689.314392585414,2513.79755181065,,0,,0,1.0,1,businessman,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,,,32.0,0.0,0.0,61.0,,1021001504.0,2013-2014,5329.0,0,0,0,0,9.316265511435592,9.466481646469694,-inf,7.727677770717532,9.08202114526965,,8.528090219834095,6.888048734274939,,,,,8.528090219834095,8.474750259095835,0.7850205716096195,
1,1,2014,6,1,1.0753197970037849,11167.207097679522,11897.68671159151,280.40063919849945,4530.339660650423,6636.867437029098,647.0783981503834,,1545.7983955814714,,,,,647.0783981503834,2192.876793731855,1.0,1,,0,,0,worker,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,,,50.0,1.0,0.0,51.0,30.0,1021001505.0,2013-2014,2916.0,0,0,0,1,9.33018847900429,9.393122915106543,5.636219434753056,8.429427444195573,8.801174701933554,6.482478641568237,,8.216574898061703,,,,,7.607156408759343,8.405435600909351,1.1034785185067584,
1,1,2014,6,1,1.0753197970037849,2488.1602360878132,2547.475755918265,0.0,1771.1973709371885,716.9628651506248,,,862.7711975338445,,-1.7974399948621762,,-1.7974399948621762,-1.7974399948621762,860.9737575389823,,0,1.0,1,,0,farmer,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,,99.0,17.0,1.0,0.0,14.0,,1021001507.0,2013-2014,2916.0,0,0,0,1,7.861037007648067,7.884321265527837,-inf,7.506995444299335,6.582215249397543,,,8.012606199625305,,3.95021962841672,,3.706822155116842,7.217935793102342,8.051787617051044,0.14115646466007448,
1,1,2014,6,1,1.0753197970037849,2741.131940964716,2814.826980754065,0.0,1509.9574420839197,1231.1744988807961,862.7711975338445,276.80575920877516,-5.392319984586528,,,,,1139.5769567426198,1134.184636758033,0.7570977917981072,1,,0,0.24290220820189273,0,worker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,,,17.0,1.0,0.0,,,1021001512.0,2013-2014,841.0,0,0,0,1,7.954084626060806,7.9802540176586305,-inf,7.352117258288284,7.119917885045195,6.767667298658315,7.403837421621195,7.673507211366644,,,,,7.826062237133265,8.13523351907952,,
