,hh,profit_agra,profit_agrb,profit_ls,profit_agr,total_agrls
110,57030401,1327000.0,956192.3084373658,550000.0,2283192.308437366,2833192.308437366
111,57040401,520114.28607191355,530000.0,,1050114.2860719135,1050114.2860719135
112,57060401,706000.0,658433.2587694085,,1364433.2587694083,1364433.2587694083
113,57070401,446000.0,461666.6666666667,,907666.6666666667,907666.6666666667
114,57090401,491999.99624490744,228881.4102564103,347580.3418803419,720881.4065013177,1068461.7483816596
115,57100401,,,-20000.0,,-20000.0
116,57110401,648071.4294654982,354833.3333333334,313760.68376068375,1002904.7627988316,1316665.4465595153
117,59010401,-37200.0,600000.0,93600.0,562800.0,656400.0
118,59100401,1580357.1428571427,3188000.0009015203,,4768357.143758663,4768357.143758663
119,60010401,115285.71410690036,140833.33333333334,1393321.3675213675,256119.0474402337,1649440.4149616011
120,60050401,94000.0,183994.8717948718,,277994.8717948718,277994.8717948718
121,60060401,782000.0,917500.0,-20000.0,1699500.0,1679500.0
122,60080401,392000.0,77333.33333333334,-3500.0,469333.3333333334,465833.3333333334
123,60090401,1888428.5714285714,,979000.0,1888428.5714285714,2867428.5714285714
124,60100401,395833.3333333334,299328.2051282051,,695161.5384615385,695161.5384615385
125,61020401,3380928.5714285714,2467666.6666666665,-5000.0,5848595.238095238,5843595.238095238
126,61030401,715000.0,953154.358974359,266000.0,1668154.358974359,1934154.358974359
127,61040401,,1084407.6923076923,520000.0,1084407.6923076923,1604407.6923076923
128,61050401,,,,,
129,61050402,865000.0,525833.3333333334,603960.6837606838,1390833.3333333335,1994794.0170940172
130,61070401,373000.0,350500.00074505806,,723500.0007450581,723500.0007450581
131,61080401,145000.0,224711.53846153847,-5000.0,369711.5384615385,364711.5384615385
132,61090401,2522000.0,1434358.9743589745,294160.68376068375,3956358.9743589745,4250519.658119658
133,61100401,849000.0,818166.6666666667,372800.0,1667166.6666666667,2039966.6666666667
134,62010401,230000.0,166333.33333333334,,396333.3333333334,396333.3333333334
135,62070401,1798485.7142857143,755380.9523809524,,2553866.666666667,2553866.666666667
136,62080401,-36000.0,556666.6674117248,1454867.6470588236,520666.6674117248,1975534.3144705484
137,63030401,336000.0,126000.0,,462000.0,462000.0
138,63050401,62000.0,225446.15419384761,,287446.1541938476,287446.1541938476
139,63060401,312104.30839002266,,153380.34188034188,312104.30839002266,465484.65027036454
140,63070401,572100.0010430813,308333.3333333334,566800.0,880433.3343764147,1447233.3343764148
141,63100401,3504516.6666666665,,,3504516.6666666665,3504516.6666666665
142,63100402,1020000.0021606684,,1202660.2826096292,1020000.0021606684,2222660.284770298
143,64010401,112400.00013411042,431391.66596463573,,543791.6660987461,543791.6660987461
144,64020401,,475100.0,520000.0,475100.0,995100.0
145,64030401,649000.0,70400.0,,719400.0,719400.0
146,64040401,531114.2857142857,2164166.666666667,-3000.0,2695280.9523809524,2692280.9523809524
147,64050401,493000.0,1325000.0000000002,,1818000.0000000002,1818000.0000000002
148,64060401,1846500.0014901161,777833.335071802,93600.0,2624333.3365619183,2717933.3365619183
149,64080401,2699200.0,1059833.3333333335,78000.0,3759033.3333333335,3837033.3333333335
150,64090401,763928.5714285714,1565166.6666666667,574000.0,2329095.238095238,2903095.238095238
151,64100401,3026666.6669895253,3901833.331098159,499648.98678414105,6928499.998087684,7428148.984871825
152,64110401,1947785.7142857143,2277500.0015894575,,4225285.715875172,4225285.715875172
153,66020401,700000.0,685653.8461538461,-10000.0,1385653.846153846,1375653.846153846
154,66030401,,,520000.0,,520000.0
155,66040401,456266.6667699814,476043.58974358975,297824.4933920705,932310.2565135711,1230134.7499056417
156,66050401,180000.0,718333.3333333334,-5000.0,898333.3333333334,893333.3333333334
157,66060401,1662000.0017881393,1702115.3843732406,,3364115.38616138,3364115.38616138
158,66080401,4643571.431432452,4180192.3076923075,,8823763.73912476,8823763.73912476
159,66090401,1118000.0,3359166.666666667,606521.3675213675,4477166.666666667,5083688.034188034
160,67010401,,48000.0,550000.0,48000.0,598000.0
161,67020401,1146771.4287502426,1561023.8095238095,,2707795.238274052,2707795.238274052
162,67030401,378400.0,571833.3334823449,,950233.3334823449,950233.3334823449
163,67040401,,962121.7948717949,,962121.7948717949,962121.7948717949
164,67060401,130000.0,690200.0,,820200.0,820200.0
165,67070401,566000.0,531858.9743589744,,1097858.9743589745,1097858.9743589745
166,67090401,122000.0,293333.3344260851,934995.7788944724,415333.3344260851,1350329.1133205574
167,67100401,,103961.53846153847,-5000.0,103961.53846153847,98961.53846153847
168,68020401,840000.0,1467571.7944992657,,2307571.794499266,2307571.794499266
169,68030401,287866.666952769,298750.0,-4000.0,586616.666952769,582616.666952769
170,68100401,400428.5714285714,233923.07692307694,,634351.6483516484,634351.6483516484
171,68100402,680000.0,185666.6666666667,,865666.6666666667,865666.6666666667
172,69080401,205950.0,573026.6670391957,,778976.6670391957,778976.6670391957
173,69090401,111336.73495464787,486682.6923076923,,598019.4272623402,598019.4272623402
174,69140401,374714.2845966986,799166.6666666667,-4000.0,1173880.9512633653,1169880.9512633653
175,70030401,85500.0,168000.00192721694,-1500.0,253500.00192721694,252000.00192721694
176,70080401,254000.0,231923.07692307694,,485923.07692307694,485923.07692307694
177,70090401,,208833.33333333334,,208833.33333333334,208833.33333333334
178,70100401,3589642.8571428573,1859233.3333333333,,5448876.19047619,5448876.19047619
179,72030401,1074500.0023655593,947615.3856286636,1362800.0,2022115.3879942228,3384915.387994223
180,72040401,89600.0,169548.07692307694,,259148.07692307694,259148.07692307694
181,72050401,254857.14285714284,160000.0,,414857.14285714284,414857.14285714284
182,72060401,429200.0,194076.92307692306,,623276.923076923,623276.923076923
183,72070401,,2507730.2564102565,962000.0,2507730.2564102565,3469730.2564102565
184,72080401,191426.57142857142,119288.46153846153,150380.34188034188,310715.032967033,461095.37484737486
185,72080402,31500.0,92333.33320294817,,123833.33320294817,123833.33320294817
186,72090401,34200.0,375000.0,,409200.0,409200.0
187,72100401,872500.0013969839,1680224.3639414127,-10000.0,2552724.3653383963,2542724.3653383963
188,73020401,222000.0,273214.2857142857,,495214.2857142857,495214.2857142857
189,73030401,,278200.00001862645,,278200.00001862645,278200.00001862645
190,73040401,273650.0,413916.66626992327,,687566.6662699233,687566.6662699233
191,73090401,677785.7160738537,462750.0,,1140535.7160738537,1140535.7160738537
192,73100401,429000.0014901161,523333.3333333334,-44000.0,952333.3348234495,908333.3348234495
193,73110401,53100.0,46333.333333333336,,99433.33333333334,99433.33333333334
194,74080402,840000.0008940697,,-130000.0,840000.0008940697,710000.0008940697
195,74080403,322500.00230967987,420500.00000000006,,743000.00230968,743000.00230968
196,75020406,374500.0,93650.0,,468150.0,468150.0
197,75040401,282714.2857142857,266782.0507605106,107521.3675213675,549496.3364747963,657017.7039961638
198,75060401,679666.6689018408,489800.0002359351,124800.0,1169466.669137776,1294266.669137776
199,75080401,684928.5756754027,470205.12820512825,408936.7400881057,1155133.7038805308,1564070.4439686364
200,75090401,2916000.0,987461.5384615385,-172175.5066079295,3903461.5384615385,3731286.031853609
201,75100401,336599.9985098838,517261.5406142594,,853861.5391241432,853861.5391241432
202,81030401,,91666.66666666667,,91666.66666666667,91666.66666666667
203,81070401,,78000.0,,78000.0,78000.0
204,83010401,320000.0,238365.38461538462,1148000.0,558365.3846153846,1706365.3846153845
205,83020401,634761.9068729025,699499.9988824129,784380.3418803419,1334261.9057553154,2118642.2476356574
