hh,own_quant,own_value
H28003-04-01,312.0,1248000.0
H28006-04-01,,
H28007-04-01,379.6000006198883,806000.0
H28102-04-01,884.0,1549600.0
H28104-04-01,1092.0,1313000.0
H28105-04-01,1248.0,1393600.0
H28106-04-01,1352.0,1924000.0
H28107-04-01,156.0,156000.0
H28108-04-01,1248.0,1648400.0
H28108-04-02,468.0,1144000.0
H28109-04-01,468.0,551200.0
H28109-04-02,1352.0,1976000.0
H28110-04-01,1482.0,2288000.0
H28202-04-01,832.0,1040000.0
H28205-04-01,130.0,176800.0
H28205-04-02,416.0,1206400.0
H28206-04-01,832.0,3484000.0
H28206-04-02,104.0,52000.0
H28207-04-01,2262.0,1814800.0
H28207-04-02,3016.0,1378000.0
H28209-04-01,1118.0,2168400.0
H28210-04-01,1612.0,3047200.0
H28211-04-01,988.0,1258400.0
H28307-04-01,,
H28310-04-01,858.0,884000.0
H28501-04-01,520.0,572000.0
H28502-04-01,728.0,811200.0
H28503-04-01,572.0,2152800.0
H28504-04-01,624.0,1846000.0
H28505-04-01,728.0,2314000.0
H28505-04-02,,
H28505-04-03,546.0,819000.0
H28506-04-01,624.0,1019200.0
H28508-04-01,416.0,364000.0
H28509-04-01,520.0,1872000.0
H28510-04-01,364.0,951600.0
H28511-04-01,520.0,436800.0
H28511-04-02,,
H28702-04-01,650.0,314600.0
H28703-04-01,,
H28705-04-01,260.0,260000.0
H28706-04-01,832.0,936000.0
H28709-04-01,624.0,691600.0
H28710-04-01,832.0,842400.0
H28803-04-01,,
H28805-04-01,,
H28807-04-01,,
H28810-04-01,,
H29002-04-01,156.0,62400.0
H29003-04-01,416.0,473200.0
H29004-04-01,468.0,494000.0
H29005-04-01,1820.0,904800.0
H29006-04-01,1196.0,871000.0
H29101-04-01,1664.0,806000.0
H29202-04-01,312.0,2340000.0
H29203-04-01,,
H29205-04-01,546.0,1118000.0
H29208-04-01,,
H29209-04-01,780.0,1560000.0
H29210-04-01,416.0,2662400.0
H29210-04-02,,
H29401-04-01,1092.0,2704000.0
H29402-04-01,520.0,780000.0
H29403-04-01,832.0,821600.0
H29404-04-01,1560.0,3099200.0
H29405-04-01,,
H29406-04-01,,
H29407-04-01,416.0,2298400.0
H29408-04-01,884.0,1045200.0
H29409-04-01,884.0,1424800.0
H29410-04-01,936.0,3094000.0
H29410-04-02,,
H29501-04-01,104.0,520000.0
H29502-04-01,364.0,2080000.0
H29503-04-01,2964.0,1164800.0
H29504-04-01,1092.0,1118000.0
H29505-04-01,624.0,1352000.0
H29507-04-01,52.0,156000.0
H29508-04-01,468.0,338000.0
H29509-04-01,1196.0,1632800.0
H29511-04-01,156.0,312000.0
H29602-04-01,1560.0,3536000.0
H29602-04-02,520.0,650000.0
H29602-04-03,468.0,780000.0
H29603-04-01,546.0,806000.0
H29603-04-02,676.0,1092000.0
H29604-04-01,2080.0,2548000.0
H29604-04-02,728.0,540800.0
H29604-04-03,,
H29605-04-01,611.0,1651000.0
H29606-04-01,572.0,452400.0
H29607-04-01,728.0,400400.0
H29608-04-01,884.0,1554800.0
H29608-04-02,780.0,696800.0
H29609-04-01,1508.0,2054000.0
H29609-04-02,,
H29610-04-01,156.0,478400.0
H29611-04-01,832.0,832000.0
H29701-04-01,1092.0,722800.0
H29702-04-01,1040.0,1456000.0
H29702-04-02,416.0,1144000.0
H29703-04-01,1820.0,826800.0
H29704-04-01,1456.0,1690000.0
H29705-04-01,1716.0,1591200.0
H29706-04-01,832.0,1414400.0
H29706-04-02,234.0,754000.0
H29706-04-03,988.0,2834000.0
H29707-04-02,806.0,756600.0
H29707-04-03,,
H29707-04-04,988.0,1123200.0
H29708-04-01,728.0,998400.0
H29709-04-01,676.0,1315600.0
H29709-04-02,572.0,1164800.0
H29710-04-01,1144.0,2064400.0
H29710-04-02,286.0,845000.0
H29710-04-03,,
H29801-04-01,1092.0,546000.0
H29802-04-01,728.0,6136000.0
H29803-04-01,1040.0,1326000.0
H29803-04-02,,
H29805-04-01,,
H29806-04-01,416.0,260000.0
H29807-04-01,1144.0,2449200.0
H29807-04-02,104.0,572000.0
H29809-04-01,988.0,2407600.0
H29810-04-01,1144.0,2964000.0
H29901-04-01,260.0,525200.0
H29902-04-01,104.0,218400.0
H29902-04-02,52.0,520000.0
H29902-04-05,676.0,2532400.0
H29902-04-06,1248.0,1326000.0
H29902-04-07,,
H29903-04-01,416.0,1414400.0
H29903-04-02,,
H29904-04-01,572.0,2444000.0
H29905-04-01,1040.0,3042000.0
H29906-04-01,572.0,1149200.0
H29906-04-02,1196.0,3068000.0
H29907-04-01,364.0,1050400.0
H29908-04-01,468.0,1430000.0
H29908-04-02,624.0,2631200.0
H29909-04-01,416.0,910000.0
H29909-04-02,416.0,1196000.0
H29910-04-01,2340.0,3052400.0
H30002-04-01,,
H30002-04-02,572.0,1523600.0
H30006-04-01,520.0,104000.0
H30008-04-01,,
H30008-04-02,572.0,1071200.0
H30009-04-01,832.0,785200.0
H30010-04-01,208.0,187200.0
H30012-04-01,364.0,676000.0
H30302-04-01,1300.0,3432000.0
H30303-04-01,1144.0,4742400.0
H30304-04-01,3588.0,3359200.0
H30306-04-01,1560.0,2314000.0
H30307-04-01,1924.0,2584400.0
H30308-04-01,832.0,1066000.0
H30309-04-01,2080.0,4118400.0
H30309-04-02,,
H30309-04-03,,
H30310-04-01,312.0,1456000.0
H30402-04-01,1144.0,1726400.0
H30403-04-01,1144.0,1939600.0
H30404-04-01,2496.0,3036800.0
H30405-04-01,1066.0,3351400.0
H30406-04-01,988.0,1393600.0
H30407-04-01,416.0,1835600.0
H30408-04-01,936.0,1560000.0
H30408-04-02,1092.0,2662400.0
H30409-04-01,156.0,780000.0
H30411-04-01,416.0,702000.0
H30412-04-01,416.0,2121600.0
H30502-04-01,,
H30502-04-02,,
H30502-04-03,,
H30503-04-01,1352.0,1762800.0
H30504-04-01,,
H30505-04-01,,
H30509-04-01,104.0,364000.0
H30510-04-01,208.0,832000.0
H30511-04-01,832.0,1882400.0
H30511-04-02,,
H30511-04-03,624.0,1716000.0
H30602-04-01,1716.0,2870400.0
H30603-04-01,728.0,910000.0
H30604-04-01,884.0,1570400.0
H30605-04-01,1040.0,1133600.0
H30605-04-02,,
H30605-04-03,52.0,10400.0
H30607-04-01,1716.0,4118400.0
H30608-04-01,832.0,2423200.0
H30610-04-01,1820.0,2943200.0
H30701-04-01,520.0,832000.0
H30701-04-03,312.0,832000.0
H30701-04-04,,
H30702-04-01,416.0,582400.0
H30702-04-02,832.0,2225600.0
H30702-04-03,,
H30703-04-01,1248.0,1352000.0
H30703-04-02,468.0,514800.0
H30704-04-01,520.0,244400.0
H30706-04-01,1248.0,4300400.0
H30706-04-03,,
H30706-04-04,,
H30707-04-01,780.0,1502800.0
H30708-04-01,104.0,1040000.0
H30709-04-01,572.0,1534000.0
H30710-04-01,546.0,1580800.0
H30802-04-01,910.0,1560000.0
H30803-04-01,416.0,520000.0
H30805-04-01,1274.0,1242800.0
H30805-04-02,1144.0,1471600.0
H30806-04-01,1612.0,1518400.0
H30806-04-02,728.0,2132000.0
H30807-04-01,1586.0,928200.0
H30809-04-01,1092.0,2392000.0
H30810-04-01,624.0,743600.0
H30811-04-01,676.0,1391000.0
H30901-04-01,1300.0,2298400.0
H30901-04-02,,
H30903-04-01,832.0,1861600.0
H30905-04-01,2132.0,1596400.0
H30905-04-02,,
H30906-04-01,1664.0,1232400.0
H30906-04-02,1196.0,546000.0
H30907-04-01,1560.0,1913600.0
H30908-04-01,832.0,1196000.0
H30909-04-01,1820.0,2870400.0
H30910-04-01,2080.0,13364000.0
H30911-04-01,1300.0,3770000.0
H31001-04-01,2548.0,2236000.0
H31003-04-01,1768.0,1586000.0
H31004-04-01,1456.0,1081600.0
H31004-04-02,572.0,910000.0
H31005-04-02,,
H31006-04-01,728.0,1196000.0
H31007-04-01,416.0,1258400.0
H31008-04-01,312.0,1346800.0
H31010-04-01,936.0,1471600.0
H31101-04-01,,
H31101-04-02,,
H31101-04-03,,
H31102-04-01,884.0,1014000.0
H31103-04-01,3224.0,1996800.0
H31105-04-01,416.0,509600.0
H31107-04-01,936.0,1664000.0
H31108-04-01,832.0,1404000.0
H31109-04-01,1248.0,1126668.3974609377
H31109-04-02,351.0,624000.0
H31109-04-03,1092.0,1601600.0
H31110-04-01,728.0,878800.0
H31701-04-01,156.0,676000.0
H31702-04-01,1040.0,1066000.0
H31703-04-01,1222.0,1362400.0
H31703-04-02,104.0,1040000.0
H31703-04-03,,
H31704-04-01,,
H31706-04-01,1222.0,1279200.0
H31706-04-02,988.0,1222000.0
H31707-04-01,2652.0,2480400.0
H31708-04-01,2132.0,2693600.0
H31709-04-01,728.0,1300000.0
H31710-04-01,1664.0,1632800.0
H31902-04-01,858.0,1331200.0
H31903-04-01,260.0,260000.0
H31904-04-01,260.0,494000.0
H31907-04-01,1040.0,2906800.0
H31908-04-01,728.0,2054000.0
H31909-04-01,1196.0,1409200.0
H31910-04-01,416.0,603200.0
H32101-04-01,,
H32102-04-01,156.0,161200.0
H32103-04-01,1092.0,2007200.0
H32104-04-01,364.0,280800.0
H32104-04-02,,
H32105-04-01,312.0,468000.0
H32106-04-01,546.0,733200.0
H32106-04-02,364.0,676000.0
H32106-04-03,,
H32106-04-04,,
H32106-04-05,,
H32108-04-01,572.0,582400.0
H32109-04-01,572.0,291200.0
H32201-04-01,624.0,748800.0
H32202-04-01,2808.0,3463200.0
H32203-04-01,2496.0,1898000.0
H32204-04-01,780.0,748800.0
H32205-04-01,858.0,400400.0
H32205-04-02,598.0,400400.0
H32206-04-01,520.0,676000.0
H32207-04-01,988.0,847600.0
H32209-04-01,494.0,624000.0
H32209-04-02,364.0,514800.0
H32401-04-01,,
H32402-04-01,,
H32403-04-01,,
H32404-04-01,,
H32405-04-01,,
H32406-04-01,,
H32407-04-01,,
H32408-04-01,,
H32409-04-01,,
H32410-04-01,,
H32501-04-01,,
H32502-04-01,,
H32503-04-01,,
H32504-04-01,156.0,78000.0
H32505-04-01,,
H32506-04-01,,
H32507-04-01,,
H32508-04-01,,
H32509-04-01,,
H32510-04-01,,
H32602-04-01,,
H32604-04-01,,
H32605-04-01,,
H32606-04-01,,
H32607-04-01,,
H32608-04-01,52.0,26000.0
H32609-04-01,,
H32610-04-01,,
H32701-04-01,104.0,104000.0
H32702-04-01,624.0,962000.0
H32703-04-01,,
H32704-04-01,,
H32705-04-01,,
H32707-04-01,,
H32708-04-01,,
H32709-04-01,,
H32710-04-01,,
H32801-04-01,,
H32802-04-01,,
H32803-04-01,,
H32804-04-01,,
H32805-04-01,,
H32806-04-01,1040.0,104000.0
H32807-04-01,,
H32810-04-01,,
H32901-04-01,,
H32902-04-01,,
H32903-04-01,,
H32904-04-01,,
H32905-04-01,,
H32906-04-01,,
H32907-04-01,,
H32908-04-01,,
H32909-04-01,,
H32910-04-01,,
H33001-04-01,,
H33002-04-01,,
H33003-04-01,,
H33004-04-01,,
H33005-04-01,,
H33101-04-01,,
H33102-04-01,,
H33103-04-01,,
H33105-04-01,,
H33106-04-01,,
H33107-04-01,,
H33108-04-01,,
H33109-04-01,,
H33110-04-01,,
H33201-04-01,,
H33202-04-01,52.0,78000.0
H33203-04-01,,
H33204-04-01,,
H33205-04-01,,
H33206-04-01,,
H33208-04-01,,
H33209-04-01,,
H33210-04-01,,
H33301-04-01,,
H33303-04-01,,
H33304-04-01,,
H33305-04-01,,
H33306-04-01,,
H33307-04-01,,
H33308-04-01,,
H33309-04-01,,
H33310-04-01,,
H33401-04-01,,
H33402-04-01,,
H33403-04-01,,
H33404-04-01,,
H33405-04-01,,
H33406-04-01,,
H33407-04-01,,
H33408-04-01,,
H33410-04-01,,
H33501-04-01,2301.0,1627600.0
H33502-04-01,1664.0,1024400.0
H33503-04-01,1924.0,5413200.0
H33504-04-01,676.0,936000.0
H33505-04-01,1856.3999993801117,1666600.0
H33506-04-01,2574.0,3900000.0
H33507-04-01,1560.0,1560000.0
H33508-04-01,1716.0,2340000.0
H33509-04-01,468.0,202800.0
H33510-04-01,1456.0,2033200.0
H33601-04-01,312.0,707200.0
H33602-04-01,676.0,951600.0
H33603-04-01,208.0,468000.0
H33604-04-01,1586.0,2464800.0
H33605-04-01,1716.0,941200.0
H33606-04-01,897.0,884000.0
H33607-04-01,182.0,447200.0
H33608-04-01,,
H33609-04-01,,
H33610-04-01,,
H33701-04-01,572.0,546000.0
H33702-04-01,468.0,982800.0
H33703-04-01,208.0,41600.0
H33704-04-01,52.0,104000.0
H33705-04-01,13.0,455000.0
H33706-04-01,,
H33707-04-01,312.0,254800.0
H33708-04-01,702.0,884000.0
H33710-04-01,156.0,31200.0
H33801-04-01,1118.0,1357200.0
H33802-04-01,,
H33803-04-01,52.0,52000.0
H33804-04-01,364.0,468000.0
H33805-04-01,780.0,1066000.0
H33806-04-01,572.0,1133600.0
H33807-04-01,312.0,780000.0
H33808-04-01,702.0,1913600.0
H33809-04-01,156.0,494000.0
H33810-04-01,104.0,208000.0
H33901-04-01,572.0,374400.0
H33902-04-01,468.0,286000.0
H33903-04-01,520.0,1248000.0
H33904-04-01,52.0,52000.0
H33905-04-01,1716.0,977600.0
H33906-04-01,,
H33907-04-01,1222.0,2106000.0
H33908-04-01,1352.0,608400.0
H33909-04-01,,
H33910-04-01,,
H34001-04-01,421.2000012397766,483600.0
H34002-04-01,1170.0,1398800.0
H34003-04-01,338.0,1019200.0
H34004-04-01,1222.0,1149200.0
H34005-04-01,4004.0,2350400.0
H34006-04-01,520.0,338000.0
H34007-04-01,1144.0,572000.0
H34008-04-01,572.0,988000.0
H34009-04-01,1092.0,182000.0
H34010-04-01,624.0,920400.0
H34101-04-01,676.0,1482000.0
H34102-04-01,312.0,962000.0
H34103-04-01,1547.0,3659500.0
H34104-04-01,2496.0,4633200.0
H34105-04-01,260.0,130000.0
H34106-04-01,1222.0,1076400.0
H34107-04-01,364.0,182000.0
H34108-04-01,1716.0,1211600.0
H34109-04-01,572.0,1040000.0
H34110-04-01,1664.0,910000.0
H34201-04-01,754.0,1341600.0
H34202-04-01,832.0,478400.0
H34203-04-01,2054.0,2262000.0
H34204-04-01,2132.0,3052400.0
H34205-04-01,221.0,218400.0
H34206-04-01,1300.0,1747200.0
H34207-04-01,676.0,572000.0
H34208-04-01,1300.0,1180400.0
H34209-04-01,416.0,618800.0
H34210-04-01,1040.0,1513200.0
H34301-04-01,174.20000007748604,184600.0
H34302-04-01,234.0,390000.0
H34303-04-01,1794.0,1502800.0
H34304-04-01,676.0,941200.0
H34305-04-01,949.0,1523600.0
H34306-04-01,1144.0,416000.0
H34308-04-01,572.0,1565200.0
H34309-04-01,52.0,78000.0
H34310-04-01,52.0,130000.0
H34401-04-02,936.0,899600.0
H34402-04-01,676.0,1029600.0
H34403-04-01,884.0,228800.0
H34404-04-01,416.0,1128400.0
H34405-04-01,728.0,1326000.0
H34406-04-01,520.0,2132000.0
H34407-04-01,1456.0,1274000.0
H34409-04-01,208.0,41600.0
H34410-04-01,,
H34501-04-01,,
H34502-04-01,,
H34503-04-01,78.0,676000.0
H34504-04-01,,
H34505-04-01,,
H34506-04-01,,
H34507-04-01,,
H34508-04-01,,
H34509-04-01,,
H34510-04-01,,
H34601-04-01,,
H34602-04-01,,
H34603-04-01,,
H34604-04-01,104.0,260000.0
H34605-04-01,,
H34606-04-01,,
H34607-04-01,156.0,655200.0
H34608-04-01,,
H34609-04-01,,
H34610-04-01,52.0,26000.0
H34701-04-01,130.0,208000.0
H34703-04-01,,
H34704-04-01,,
H34705-04-01,,
H34706-04-01,,
H34707-04-01,,
H34708-04-01,,
H34709-04-01,,
H34710-04-01,,
H34901-04-01,,
H34902-04-01,,
H34903-04-01,494.0,1019200.0
H34904-04-01,,
H34905-04-01,,
H34906-04-01,52.0,26000.0
H34907-04-01,,
H34908-04-01,52.0,52000.0
H34910-04-01,,
H35001-04-01,1768.0,1263600.0
H35002-04-01,728.0,1976000.0
H35003-04-01,624.0,1216800.0
H35004-04-01,832.0,3265600.0
H35005-04-01,1196.0,2782000.0
H35006-04-01,364.0,676000.0
H35007-04-01,520.0,967200.0
H35008-04-01,1170.0,2178800.0
H35009-04-01,884.0,1560000.0
H35010-04-01,481.0,637000.0
H35101-04-01,390.0,756600.0
H35103-04-01,689.0,1518400.0
H35104-04-01,364.0,364000.0
H35105-04-02,,
H35106-04-01,546.0,1638000.0
H35107-04-01,208.0,182000.0
H35108-04-01,780.0,1097200.0
H35109-04-01,936.0,1950000.0
H35110-04-01,208.0,296400.0
H35201-04-01,312.0,416000.0
H35203-04-01,754.0,1861600.0
H35204-04-01,988.0,1248000.0
H35205-04-01,2288.0,2002000.0
H35206-04-01,156.0,728000.0
H35207-04-01,312.0,561600.0
H35208-04-01,858.0,2093000.0
H35210-04-01,312.0,676000.0
H35301-04-01,,
H35302-04-01,520.0,936000.0
H35303-04-01,,
H35304-04-01,,
H35305-04-01,,
H35306-04-01,,
H35307-04-01,156.0,78000.0
H35308-04-01,,
H35309-04-01,,
H35310-04-01,,
H35402-04-01,,
H35403-04-01,156.0,468000.0
H35404-04-01,104.0,208000.0
H35405-04-01,156.0,546000.0
H35406-04-01,208.0,260000.0
H35407-04-01,416.0,1315600.0
H35408-04-01,780.0,1310400.0
H35409-04-01,2210.0,1456000.0
H35410-04-01,468.0,1773200.0
H35501-04-01,2184.0,8138000.0
H35502-04-01,1092.0,2724800.0
H35503-04-01,,
H35504-04-01,312.0,738400.0
H35505-04-01,988.0,1071200.0
H35506-04-01,1196.0,2756000.0
H35507-04-01,520.0,728000.0
H35508-04-01,1170.0,1502800.0
H35509-04-02,468.0,1300000.0
H35510-04-01,676.0,988000.0
H35601-04-01,1066.0,1586000.0
H35602-04-01,1716.0,3619200.0
H35603-04-01,676.0,1196000.0
H35604-04-01,572.0,374400.0
H35605-04-01,936.0,1164800.0
H35606-04-01,1612.0,2449200.0
H35607-04-01,468.0,572000.0
H35608-04-01,585.0,1055600.0
H35609-04-01,312.0,312000.0
H35610-04-01,962.0,1175200.0
H35701-04-01,156.0,156000.0
H35702-04-01,1300.0,3395600.0
H35703-04-01,,
H35704-04-01,1404.0,1274000.0
H35705-04-01,208.0,182000.0
H35706-04-01,,
H35707-04-01,78.0,312000.0
H35708-04-01,,
H35709-04-01,520.0,832000.0
H35710-04-01,1144.0,1170000.0
H35801-04-01,624.0,280800.0
H35803-04-01,364.0,72800.0
H35804-04-01,416.0,379600.0
H35805-04-01,2028.0,852800.0
H35806-04-01,468.0,806000.0
H35807-04-01,52.0,156000.0
H35808-04-01,1014.0,1388400.0
H35810-04-01,624.0,166400.0
H35901-04-01,3952.0,2015000.0
H35902-04-01,1352.0,1437800.0
H35903-04-01,1508.0,629200.0
H35904-04-01,3874.0,1710800.0
H35905-04-01,1300.0,1497600.0
H35906-04-01,1560.0,468000.0
H35907-04-01,1248.0,286000.0
H35908-04-01,312.0,62400.0
H35909-04-01,520.0,364000.0
H35910-04-01,78.0,101400.0
H36001-04-01,468.0,1242800.0
H36002-04-01,2600.0,520000.0
H36003-04-01,260.0,312000.0
H36004-04-01,1924.0,1071200.0
H36005-04-01,1248.0,759200.0
H36006-04-01,1248.0,520000.0
H36007-04-01,1040.0,634400.0
H36008-04-01,312.0,478400.0
H36009-04-01,364.0,364000.0
H36010-04-01,156.0,520000.0
H36101-04-01,728.0,145600.0
H36102-04-01,2444.0,1284400.0
H36103-04-01,442.0,1305200.0
H36104-04-01,104.0,572000.0
H36105-04-01,2015.0,787800.0
H36106-04-01,3068.0,3109600.0
H36107-04-01,312.0,72800.0
H36108-04-01,1040.0,785200.0
H36109-04-01,1742.0,1409200.0
H36110-04-01,1092.0,488800.0
H36201-04-01,494.0,551200.0
H36202-04-01,624.0,1042600.0
H36203-04-01,416.0,2048800.0
H36204-04-01,52.0,10400.0
H36205-04-01,2522.0,1645800.0
H36206-04-01,1144.0,707200.0
H36207-04-01,156.0,78000.0
H36208-04-01,1742.0,1617200.0
H36209-04-01,1352.0,2132000.0
H36210-04-01,1066.0,556400.0
H36301-04-01,,
H36302-04-01,,
H36303-04-01,,
H36304-04-01,52.0,104000.0
H36305-04-01,,
H36306-04-01,,
H36307-04-01,,
H36308-04-01,1040.0,1716000.0
H36309-04-01,728.0,364000.0
H36310-04-01,,
H36401-04-01,364.0,234000.0
H36402-04-01,598.0,416000.0
H36403-04-01,416.0,426400.0
H36404-04-01,1456.0,1492400.0
H36405-04-01,1248.0,2069600.0
H36406-04-01,1560.0,1196000.0
H36407-04-01,416.0,650000.0
H36408-04-01,598.0,2119000.0
H36409-04-01,1404.0,1328600.0
H36410-04-01,312.0,260000.0
H36501-04-01,416.0,468000.0
H36502-04-01,1040.0,4014400.0
H36503-04-01,572.0,390000.0
H36504-04-01,1144.0,624000.0
H36505-04-01,1716.0,1612000.0
H36506-04-01,520.0,213200.0
H36507-04-01,1924.0,390000.0
H36508-04-01,364.0,182000.0
H36509-04-01,1092.0,4368000.0
H36601-04-01,,
H36602-04-01,,
H36603-04-01,208.0,145600.0
H36604-04-01,,
H36605-04-01,2392.0,338000.0
H36606-04-01,988.0,416000.0
H36607-04-01,468.0,213200.0
H36608-04-01,2756.0,1357200.0
H36609-04-01,780.0,395200.0
H36610-04-01,1144.0,946400.0
H36701-04-01,351.0,1331200.0
H36702-04-01,195.0,878800.0
H36704-04-01,1872.0,514800.0
H36705-04-01,1170.0,2545400.0
H36706-04-01,1144.0,722800.0
H36707-04-01,676.0,468000.0
H36708-04-01,468.0,197600.0
H36709-04-01,78.0,104000.0
H36710-04-01,1248.0,124800.0
H36801-04-01,2132.0,286000.0
H36802-04-01,2444.0,806000.0
H36803-04-01,3172.0,1549600.0
H36804-04-01,156.0,208000.0
H36805-04-01,,
H36806-04-01,,
H36807-04-01,2392.0,988000.0
H36809-04-01,1612.0,2953600.0
H36810-04-01,,
H36901-04-01,1508.0,1227200.0
H36902-04-01,390.0,468000.0
H36903-04-01,468.0,494000.0
H36905-04-01,520.0,275600.0
H36906-04-01,3276.0,3099200.0
H36907-04-01,962.0,239200.0
H36908-04-01,3406.0,1206400.0
H36909-04-01,,
H36910-04-01,260.0,301600.0
H37001-04-01,364.0,218400.0
H37002-04-01,208.0,62400.0
H37003-04-01,728.0,332800.0
H37004-04-01,286.0,1196000.0
H37005-04-01,364.0,1071200.0
H37006-04-01,104.0,124800.0
H37007-04-01,364.0,728000.0
H37008-04-01,1300.0,1518400.0
H37009-04-01,1092.0,1601600.0
H37010-04-01,832.0,301600.0
H37101-04-01,702.0,598000.0
H37102-04-01,364.0,364000.0
H37103-04-01,,
H37104-04-01,572.0,613600.0
H37105-04-01,364.0,364000.0
H37106-04-01,312.0,156000.0
H37107-04-01,1300.0,1170000.0
H37108-04-01,780.0,312000.0
H37109-04-01,26.0,67600.0
H37110-04-01,468.0,182000.0
H37201-04-01,1092.0,1757600.0
H37202-04-01,364.0,254800.0
H37203-04-01,754.0,1128400.0
H37204-04-01,208.0,301600.0
H37205-04-01,1040.0,691600.0
H37206-04-01,468.0,416000.0
H37207-04-01,572.0,884000.0
H37208-04-01,442.0,416000.0
H37209-04-01,416.0,806000.0
H37210-04-01,156.0,78000.0
H37301-04-01,468.0,442000.0
H37302-04-01,1508.0,1003600.0
H37303-04-01,260.0,228800.0
H37304-04-01,1144.0,2028000.0
H37305-04-01,2808.0,2038400.0
H37306-04-01,104.0,218400.0
H37307-04-01,910.0,374400.0
H37308-04-01,572.0,161200.0
H37309-04-01,260.0,195000.0
H37310-04-01,1378.0,1086800.0
H37401-04-01,2548.0,2657200.0
H37402-04-01,,
H37403-04-01,5499.0,4000100.0
H37404-04-01,598.0,824200.0
H37405-04-01,1144.0,1076400.0
H37406-04-01,572.0,473200.0
H37407-04-01,4628.0,1882400.0
H37408-04-01,208.0,270400.0
H37409-04-01,624.0,410800.0
H37410-04-01,,
H37501-04-01,286.0,806000.0
H37502-04-01,1820.0,3624400.0
H37503-04-01,312.0,197600.0
H37504-04-01,728.0,72800.0
H37505-04-01,2704.0,4368000.0
H37506-04-01,1144.0,1851200.0
H37507-04-01,832.0,2574000.0
H37508-04-01,1560.0,4128800.0
H37509-04-01,754.0,691600.0
H37510-04-01,520.0,535600.0
H37601-04-01,806.0,915200.0
H37602-04-02,702.0,644800.0
H37603-04-01,988.0,1050400.0
H37604-04-01,572.0,358800.0
H37605-04-01,832.0,878800.0
H37606-04-01,468.0,478400.0
H37607-04-01,,
H37608-04-01,572.0,988000.0
H37609-04-01,1352.0,353600.0
H37610-04-01,1196.0,2272400.0
H37701-04-01,12168.0,3083600.0
H37702-04-01,3900.0,3317600.0
H37703-04-01,1612.0,1331200.0
H37704-04-01,494.0,421200.0
H37705-04-01,3133.0,1638000.0
H37706-04-01,1170.0,1653600.0
H37707-04-01,728.0,507000.0
H37708-04-01,1560.0,603200.0
H37709-04-01,1040.0,483600.0
H37710-04-01,1339.0,1461200.0
H37801-04-01,104.0,104000.0
H37802-04-01,1430.0,598000.0
H37803-04-01,572.0,561600.0
H37804-04-01,52.0,676000.0
H37805-04-01,,
H37806-04-01,364.0,98800.0
H37807-04-01,156.0,1404000.0
H37808-04-01,754.0,1869400.0
H37809-04-01,364.0,72800.0
H37810-04-01,2808.0,920400.0
H37901-04-01,390.0,416000.0
H37902-04-01,1287.0,1055600.0
H37903-04-01,754.0,452400.0
H37905-04-01,1352.0,1268800.0
H37906-04-01,338.0,715000.0
H37907-04-01,572.0,286000.0
H37908-04-01,2860.0,4508400.0
H37910-04-01,780.0,884000.0
H38001-04-01,1300.0,1123200.0
H38003-04-01,,
H38004-04-01,1508.0,1799200.0
H38006-04-01,676.0,1066000.0
H38007-04-01,1092.0,821600.0
H38008-04-01,104.0,156000.0
H38009-04-01,650.0,561600.0
H38101-04-01,208.0,650000.0
H38102-04-01,936.0,1908400.0
H38103-04-01,468.0,291200.0
H38104-04-01,728.0,988000.0
H38105-04-01,1404.0,1326000.0
H38106-04-01,468.0,140400.0
H38107-04-01,1040.0,1300000.0
H38108-04-01,442.0,494000.0
H38109-04-01,2548.0,1352000.0
H38110-04-01,416.0,832000.0
H38201-04-01,2964.0,1476800.0
H38202-04-01,4212.0,1757600.0
H38203-04-01,104.0,130000.0
H38204-04-01,5512.0,1450800.0
H38205-04-01,1664.0,145600.0
H38206-04-01,1560.0,1045200.0
H38207-04-01,468.0,442000.0
H38208-04-01,3744.0,1112800.0
H38209-04-01,1872.0,759200.0
H38210-04-01,2860.0,3900000.0
H38301-04-01,676.0,561600.0
H38302-04-01,884.0,577200.0
H38303-04-01,832.0,416000.0
H38304-04-01,1040.0,1216800.0
H38305-04-01,988.0,868400.0
H38308-04-01,104.0,52000.0
H38309-04-01,3120.0,920400.0
H38310-04-01,936.0,670800.0
H38401-04-01,780.0,655200.0
H38402-04-01,156.0,78000.0
H38403-04-01,832.0,681200.0
H38404-04-01,676.0,946400.0
H38405-04-01,1872.0,1289600.0
H38406-04-01,1196.0,514800.0
H38407-04-01,5408.0,1856400.0
H38408-04-01,1040.0,894400.0
H38409-04-01,156.0,31200.0
H38410-04-01,1040.0,858000.0
H38501-04-01,1040.0,52000.0
H38502-04-01,104.0,31200.0
H38503-04-01,260.0,26000.0
H38504-04-01,208.0,20800.0
H38505-04-01,988.0,551200.0
H38506-04-01,52.0,338000.0
H38507-04-01,,
H38508-04-01,572.0,546000.0
H38509-04-01,,
H38510-04-01,1274.0,1185600.0
H38601-04-01,,
H38602-04-01,2288.0,1393600.0
H38603-04-01,884.0,735800.0
H38604-04-01,312.0,187200.0
H38605-04-01,1456.0,774800.0
H38606-04-01,1404.0,468000.0
H38607-04-01,1248.0,696800.0
H38608-04-01,624.0,291200.0
H38609-04-01,156.0,62400.0
H38701-04-01,1430.0,1079000.0
