hh,own_value
3051000110.0,
3063000202.0,
3063000601.0,624000.0
3063000602.0,364000.0
3063000603.0,
3063000610.0,364000.0
3063000612.0,270400.0
3063000706.0,
3071000201.0,
3071000202.0,
3071000203.0,
3071000208.0,
3071000211.0,
3071000501.0,364000.0
3071000503.0,
3071000506.0,
3071000507.0,
3071000508.0,
3071000701.0,
3071000702.0,
3071000703.0,
3071000704.0,156000.0
3071000706.0,
3071000714.0,52000.0
3073001201.0,
3073001204.0,
3073001206.0,208000.0
3073001207.0,447200.0
3073001208.0,
3073001209.0,
3073001210.0,
3073001701.0,
3073001702.0,416000.0
3073001703.0,
3073001706.0,
3073001707.0,
3073001709.0,
3073001710.0,832000.0
3073001714.0,260000.0
3073001801.0,
3073001802.0,
3073001804.0,624000.0
3073001806.0,780000.0
3073001808.0,390000.0
3073001809.0,
3073001811.0,
3073002002.0,
3073002006.0,
3073002007.0,
3073002201.0,520000.0
3073002203.0,551200.0
3073002205.0,520000.0
3073002207.0,
3073002208.0,
3073002209.0,416000.0
3073002210.0,273000.0
3073002301.0,
3073002302.0,
3073002304.0,
3073002307.0,364000.0
3073002309.0,
3073002501.0,
3073002504.0,31200.0
3073002505.0,62400.0
3073002508.0,218400.0
3073002509.0,114400.0
3083000106.0,
3083000107.0,
3083000109.0,
3083000110.0,
3083000111.0,156000.0
3083000201.0,
3083000203.0,
3083000204.0,
3083000207.0,
3083000208.0,23400.0
3083000210.0,260000.0
3083000405.0,
3083000406.0,
3083000407.0,41600.0
3083000410.0,
3083000412.0,
3093000103.0,
3093000104.0,
3093000105.0,
3093000106.0,
3093000107.0,1092000.0
3093000108.0,
3093000109.0,1040000.0
3093000110.0,
3093000113.0,
3093000201.0,
3093000203.0,
3093000204.0,
3093000205.0,260000.0
3093000206.0,676000.0
3093000207.0,2184000.0
3093000208.0,
3093000210.0,1456000.0
3101000101.0,
3101000102.0,
3101000103.0,416000.0
3101000105.0,
3101000107.0,
3101000108.0,
3101000109.0,
3101000110.0,
3101000401.0,
3101000402.0,
3101000404.0,
3101000406.0,
3101000409.0,
3101000410.0,
3101000411.0,
3101000412.0,
3103000601.0,46800.0
3103000602.0,
3103000603.0,
3103000604.0,62400.0
3103000606.0,2444000.0
3103000608.0,
3103000609.0,
3103000701.0,
3103000703.0,
3103000705.0,
3103000707.0,
3103000708.0,
3103000709.0,
3103000710.0,291200.0
3103000801.0,
3103000803.0,
3103000804.0,
3103000805.0,
3103000807.0,2080000.0
3103000811.0,624000.0
3103000901.0,
3103000902.0,416000.0
3103000903.0,
3103000904.0,
3103000906.0,
3103000908.0,
3103000909.0,
3103000910.0,93600.0
3103001001.0,
3103001004.0,
3103001005.0,
3103001006.0,
3103001007.0,
3103001008.0,
3103001010.0,
3103001011.0,
3103001201.0,
3103001203.0,
3103001207.0,
3103001208.0,
3103001209.0,364000.0
3103001210.0,
3103001211.0,481000.0
3111000105.0,728000.0
3111000107.0,208000.0
3111000109.0,
3113000305.0,41600.0
3113000306.0,
3113000308.0,
3113000310.0,
3113000402.0,218400.0
3133000101.0,
3133000102.0,
3133000104.0,
3133000108.0,598000.0
3133000109.0,
3133000111.0,
3133000201.0,
3133000202.0,
3133000204.0,
3133000205.0,
3133000210.0,847600.0
3133000211.0,
3133000301.0,707200.0
3133000302.0,
3133000303.0,780000.0
3133000304.0,
3133000305.0,
3133000308.0,
3133000309.0,312000.0
3133000311.0,936000.0
3153001601.0,
3153001602.0,83200.0
3153001603.0,
3153001604.0,218400.0
3153001606.0,
3153001607.0,
3153001609.0,
3153001610.0,
3163001601.0,
3163001603.0,
3163001608.0,
3173000903.0,
3173000905.0,
3173000906.0,
3173000909.0,364000.0
3173000910.0,
3173001003.0,364000.0
3173001004.0,260000.0
3173001005.0,624000.0
3173001006.0,312000.0
3173001007.0,
3173001008.0,286000.0
3173001009.0,
3173001010.0,416000.0
3173001102.0,156000.0
3173001103.0,
3173001105.0,
3173001108.0,312000.0
3173001109.0,327600.0
3181000101.0,
3181000104.0,
3181000105.0,
3181000106.0,
3181000113.0,
3183000205.0,
3183000207.0,
3183000211.0,
3183000303.0,
3183000304.0,182000.0
3183000307.0,109200.0
3183000309.0,
3183000310.0,
3183000401.0,327600.0
3183000403.0,
3183000407.0,
3183000409.0,
3191000501.0,
3191000502.0,
3191000505.0,
3191000506.0,
3191000507.0,
3191000509.0,
3193001202.0,
3193001203.0,629200.0
3193001204.0,416000.0
3193001205.0,
3193001207.0,546000.0
3193001208.0,
3193001210.0,
3193001211.0,
3203001801.0,
3203001802.0,572000.0
3203001803.0,
3203001804.0,
3203001805.0,78000.0
3203001806.0,
3203001808.0,
