,hh,ctotal,inctotal
130,1021002502,9371.608525584677,2381.4756903981356
131,1021002505,6530.812670327924,575.146628239241
132,1021002506,977.6833431601717,1188.7504613681447
133,1021002508,4134.290713504113,2792.7720081143725
134,1021002509,792.7927068325127,21.204753108191582
135,1021002512,3383.0268927179504,685.2606273847194
136,1021002601,999.0619426924465,331.3030625623853
137,1021002603,2657.112926418313,1403.226183049575
138,1021002604,6285.300868799067,106.0237655409579
139,1021002605,5369.997700883978,652.7671196825696
140,1021002606,5957.687433277507,10294.059443902685
141,1021002608,,
142,1021002610,1825.946273187521,314.344760057763
143,1021002611,1819.1557691517557,941.6046348953572
144,1021002613,4197.801696420897,79.88914390914951
145,1021002702,3215.7394273729533,
146,1021002703,1258.896345108205,68.9022081778657
147,1021002704,3713.1930004037818,532.3490607219102
148,1021002705,1436.9947728063523,108.1234651406508
149,1021002708,2115.8278080464606,591.4989563576779
150,1021002710,2072.6844253873974,899.0784136636704
151,1021002711,4484.102706516902,4889.512699095744
152,1021002801,4693.440101652302,416.8415532628227
153,1021002802,5180.890789686395,468.2120106389408
154,1021002803,1539.7404411070481,1435.3116247137345
155,1021002804,1185.5702080968774,61.38307290442413
156,1021002805,10599.293013270097,
157,1021002807,1651.0186518171774,207.58639200405253
158,1021002810,3992.555211663248,657.5883551559224
159,1021002901,3470.171820982389,138.5111834267986
160,1021002903,3166.4722002007898,213.0941283489209
161,1021002905,787.2762571850882,1470.6158532679904
162,1021002906,4266.677184866268,579.3176973293763
163,1021002910,2503.323272778948,684.9015760436996
164,1021003003,1911.560878353995,4288.093144765336
165,1021003004,960.3619629364993,148.63315452337233
166,1021003103,7214.387126234482,9702.44683218414
167,1021003104,5484.291320137129,
168,1021003109,6489.714688762035,
169,1021003110,4574.925483092334,27.115578037099983
170,1021003201,3880.3637950335187,190.84277797372422
171,1021003203,1554.2023790649018,26.505941385239474
172,1021003205,8998.55505275772,
173,1021003301,160.69055703442703,
174,1021003308,3225.3272972760074,5.356351901147567
175,1021003309,6688.687159036173,6441.422574701141
176,1021003403,3578.8191596397583,1505.6337736896082
177,1021003404,,
178,1021003407,1031.4482068649902,63.77462119940169
179,1021003411,1691.62182731413,10.629103533233614
180,1021003412,998.4979859119658,450.14253463244364
181,1021003415,805.8986298897727,
182,1033000301,480.9540127644819,387.5841802042499
183,1033000302,1665.0177357714238,579.5319311359754
184,1033000303,1692.8509312527617,1285.6411519523338
185,1033000304,6311.679766186216,714.9568307469776
186,1033000307,4140.902177923109,2722.250176054766
187,1033000308,1677.5154513196183,5713.939850761999
188,1033000309,1421.2391586183396,771.392250431444
189,1033000310,1106.978040816697,144.1752470623914
190,1033000502,211.26158031534908,59.77888530221338
191,1033000504,575.1933535705061,1397.7065539714201
192,1033000505,2739.0414391245695,1106.884389159733
193,1033000506,2371.8034285596545,2158.741911836916
194,1033000507,1862.7193352656172,2639.3783417822124
195,1033000509,1028.009694590397,3482.8241036913782
196,1033000511,1616.386776773827,2901.0441025137025
197,1041000203,3922.973723456083,2839.1949905168544
198,1041000204,577.5065079277114,998.1544888535815
199,1041000207,1724.8524392075396,189.90410030328584
200,1041000209,4301.193844653968,397.5127394876868
201,1041000210,1869.0518993725047,5095.814239218624
202,1041000213,2201.9025665701947,712.4488325591315
203,1043000401,394.40840781236346,283.97405362490167
204,1043000402,1428.776264429949,490.27913561508956
205,1043000406,826.455252391767,58.7068736052504
206,1043000407,3179.334657276705,9652.65605238581
207,1043000409,2724.0155961610612,16665.05780776329
208,1043000410,2781.420434340949,3274.5326752148217
209,1043000601,2142.0221781633527,5488.91394685782
210,1043000603,3019.768871306592,4753.169185076038
211,1043000604,986.1996259988058,1450.094381341017
212,1043000605,727.5222346935562,964.4159665236681
213,1043000606,446.37892535890205,475.62609447479144
214,1043000607,1034.0392578131384,434.47812565758704
215,1043000610,1448.2227826212509,2571.844432137028
216,1043000611,2827.9721773185292,4782.227986388146
217,1043000804,2345.219159580155,3778.1730828853683
218,1043000805,2851.3853811944764,330.4125890621653
219,1043000806,3403.3188709511414,4702.780044744591
220,1043000807,896.5461812140798,699.7992138248896
221,1043000808,2633.9860473893164,4929.362912480678
222,1043000809,3202.574636107198,890.4537753565129
223,1043000810,3336.668933561045,617.0003450547166
224,1043000811,1831.3146899704739,542.9019513018842
225,1051000103,5210.311258727377,4148.367324806947
226,1051000105,3281.6495765733816,372.91472461061153
227,1051000106,3536.1905128861677,208.08641633272126
228,1051000107,1345.1087236010258,594.7658148985487
229,1051000109,8739.646635625733,8917.198290950586
230,1051000110,5310.469969511736,1083.8766954829805
231,1051000305,3712.2144089818403,
232,1051000308,4886.836640439487,5.846006943278488
233,1051000309,2354.2401415759136,9637.514464618253
234,1051000310,2221.246250638158,1760.9595468729974
235,1051000311,2087.3329771116946,3613.515772838096
236,1053000402,2332.310794369992,220.74147985627434
237,1053000403,744.9928966674555,241.1656701961574
238,1053000404,791.7854810598736,435.8253296332536
239,1053000407,2019.6467097897073,6614.928755865905
240,1053000408,1332.506685318759,585.0037969998253
241,1053000409,2018.5864721342975,2165.3763755257537
242,1053000410,1924.75543963055,267.74030049535907
243,1053000802,7990.662660407229,1221.4421911598492
244,1053000804,754.4138177386857,332.44416530523023
245,1053000805,1228.5839065942464,1681.1480971761896
246,1053000806,1425.2001208145534,955.7775085278041
247,1053000807,2156.938767147777,1968.9364724119418
248,1053000808,4384.213444637599,14032.899469289103
249,1053000809,601.2450831364803,874.5281554045263
250,1053001202,1139.8545300562923,1606.417125371216
251,1053001203,3953.7147086431314,5428.89836627919
252,1053001204,4045.0896370267005,4340.415101616753
253,1053001205,1112.6214169063726,1262.9716641278226
254,1053001206,1988.0635716299312,424.0088164948414
255,1053001207,369.9546556492206,508.9692298358341
256,1053001208,2653.1082236764128,1997.3836239379277
257,1053001209,3143.110970415728,1195.9202316117176
258,1053001210,661.2491917131174,202.47708898544812
259,1053001503,1435.1889544299822,1158.6815650532285
260,1053001505,3368.9329315450996,16384.93386312462
261,1053001507,2910.6526991179103,4607.166086279785
262,1053001508,3102.8103293565496,5266.215488565772
263,1053001509,2322.99752148727,5998.506108822094
264,1053001510,2810.0020032563507,
265,1053001512,1490.2187917735857,2235.639833171854
266,1053001513,1461.7062728693988,900.7451135613657
267,1053001902,1927.8528715789132,287.3391852445056
268,1053001903,3087.648285369033,2999.2125496069993
269,1053001904,1716.919093723226,2159.9654363777677
270,1053001905,1635.3057635253804,2767.780055570051
271,1053001906,1639.9510634707458,3410.0086651308216
272,1053001907,2079.584106277157,5232.592520789299
273,1053001908,1491.794680889338,1493.6016284899877
274,1053001909,1127.854175911419,2819.382872032686
275,1053001910,1370.7372436485311,884.0460918466285
276,1053002301,762.925879182368,883.5716694817022
277,1053002302,2056.316156773981,634.0771188056956
278,1053002303,1741.4902340787037,928.995263085004
279,1053002304,610.8896003053861,49.687539643520125
280,1053002306,1804.0316812936567,340.33293282712174
281,1053002307,867.3268196475374,242.61445110633633
282,1053002308,2237.4352528939094,2205.9308594783583
283,1053002309,1010.2497492960028,241.21598799823002
284,1053002310,1779.5783217354847,541.2808154375825
285,1053002602,603.573906438477,1078.3339568063782
286,1053002603,339.3233794418004,1024.874757723006
287,1053002605,4559.530314514907,7916.54326788714
288,1053002606,619.8908193670109,285.7237104278448
289,1053002607,768.2043326978597,442.5001048559795
290,1053002608,1305.094989072966,412.91553670353755
291,1053002609,1945.9741255771596,2129.649571546057
292,1053002610,2164.077420447466,3169.0242560712545
293,1053003001,,
294,1053003002,1607.3202856009218,1246.181125665163
295,1053003003,2031.3093239992127,2209.118751937509
296,1053003004,1466.711422742712,1394.4561300452078
297,1053003005,2347.249566909358,8837.13420616622
298,1053003006,1130.1073169010704,45.570024179651725
299,1053003008,1362.1933396702273,-76.56430497279175
300,1053003009,1145.7168425157495,20408.719102381412
301,1053003010,5288.147353886357,4251.800386978674
302,1053003301,1005.8042858069066,720.8441626723121
303,1053003303,2019.919242619421,1684.6129201602146
304,1053003304,1242.2194355623335,1233.2091055019796
305,1053003305,542.4311037121781,652.3990896970972
306,1053003306,254.43438924861152,
307,1053003307,1049.2606956740703,1091.2084860583432
308,1053003309,1681.1194323619907,1525.8042426035372
309,1053003310,1812.6500803162576,2467.1056544160942
310,1053003312,717.3835027377945,2160.9421346809804
311,1063000301,2174.9777036822284,510.83037109097666
312,1063000302,2525.4249348145736,2822.4843121159147
313,1063000304,1487.0156558755389,579.110692671955
314,1063000305,6212.011082521979,6595.054105903272
315,1063000307,631.0853809932064,408.886049627268
316,1063000308,2751.236590505436,2470.688732429664
317,1063000310,3844.0395053775633,6929.651005483782
318,1063000311,1037.2575456572263,1022.4464672275551
319,1063000502,1312.7862649281408,2436.8502271933767
320,1063000503,552.4898422339317,498.48133606736775
321,1063000505,875.2155821640534,209.69380348690657
322,1063000506,434.27334365576365,853.1944460611965
323,1063000508,1817.035293840937,505.92521415849086
324,1063000509,1889.301910617375,463.30768532119185
325,1063000510,633.7565540338019,754.2889082658248
326,1063000511,1171.5573863474294,366.05647485619
327,1063000701,1647.1390290275472,320.1394877608251
328,1063000702,1805.9909813317236,1825.0461801539814
329,1063000703,1719.151205465205,3907.3329890783566
330,1063000704,2284.088058256572,1532.1185208902355
331,1063000705,456.8388698583808,685.063437889462
332,1063000707,1849.7904747958753,4279.329129757313
333,1063000709,1149.6850393518296,2490.4884481581125
334,1063000710,2685.09015692573,
335,1063000711,1683.7343503121215,1722.8494539571689
336,1063000902,863.2454990344793,691.1335863063241
337,1063000903,73.63350516819527,50.26536236789415
338,1063000905,1789.9992336279922,6822.437914647588
339,1063000907,1472.463441104171,237.53705455653787
340,1063000908,2809.09966800768,7111.1250273483265
341,1063000909,1507.2338509302576,1055.5271709691165
342,1063000910,1533.7117847678524,4894.859508959985
343,1063000912,500.7984134518219,877.8929258460983
344,1071000101,2951.705089313822,21313.757012107093
345,1071000102,2729.0747580548473,119.41037753039514
346,1071000104,3817.9630295911634,472.42351569844504
347,1071000106,9097.750884975925,862.9684022816065
348,1071000109,8954.22891838215,2241.739979830767
349,1071000110,2530.439621887919,579.7952453608349
350,1071000111,2085.9551313114252,-1121.053383018286
351,1071000201,4778.159108040506,2277.346346319975
352,1071000205,3160.0854286774897,2733.6520004598187
353,1071000208,1811.5862828187692,4599.763946679572
354,1071000209,5900.411939044445,7328.090265678425
355,1071000210,1869.0307371366716,2772.860161499009
356,1073000801,2793.544138333082,1266.5592907336418
357,1073000803,854.0717379406585,5.348645653435988
358,1073000807,1498.9044579189012,2202.4653071718712
359,1073000808,3183.086001272825,1600.577117842478
360,1073001202,1469.0709208374606,23.78130472373957
361,1073001205,1366.5726451016296,751.8848740351384
362,1073001206,1021.9994395614245,369.7079116624464
363,1073001209,1383.0436973505587,637.5612404687578
364,1073001210,3179.1192106028875,4520.1516718217235
365,1073001601,670.8955008580185,880.7751604143706
366,1073001602,1305.802848367752,1527.5796225361491
367,1073001603,540.2145127939066,1014.9825281585602
368,1073001604,1496.2909531302514,1217.7332068643923
369,1073001605,1075.787394243947,1570.8436455643232
370,1073001606,670.6304923650268,2429.029988406616
371,1073001608,642.7600085322927,1388.71839373809
372,1073001609,1179.2120608436353,4927.76164194484
373,1073001610,1472.2397171673786,5572.119918427682
374,1073001611,1518.8528993777702,2795.5928418805947
375,1073002002,553.8065093301889,173.56061060605958
376,1073002004,531.8997737232046,334.80970635408767
377,1073002005,4148.962987695913,1568.042581717927
378,1073002006,605.5572035901664,512.8794155762847
379,1073002007,2037.6439003713847,871.9291491375485
380,1073002008,1154.2468886651707,2.7604188690844516
381,1073002010,4188.737175480389,2318.59387891327
382,1073002011,2675.219876376709,816.4891595055949
383,1073002302,1118.9257289435027,1587.60086480782
384,1073002303,1942.468670698443,2875.7748216065766
385,1073002304,676.9144585139828,544.1951620740815
386,1073002305,518.7002524218004,821.354358722669
387,1073002306,2840.5216282213514,4140.530901998943
388,1073002307,1323.034171582121,638.8936011652152
389,1073002308,3003.247598670521,4802.339069023284
390,1073002309,3669.9608911777646,11030.282384711005
391,1081000201,1877.7869114959053,21.204753108191582
392,1081000202,3726.7753039325517,4391.918113605658
393,1081000203,1892.3075220613878,113.99648241542906
394,1081000206,377.0234998219129,88.02008344479184
395,1081000208,752.1325927475553,1380.072480665951
396,1081000209,1915.9554670906505,961.2379643357096
397,1081000211,2063.0634417787296,1270.638031562555
398,1081000301,1375.7356926206332,187.09664469035252
399,1081000302,1674.0674723091226,292.8339511770871
400,1081000303,1323.9538194318454,827.802701461275
401,1081000307,3893.869007319831,6659.804410206267
402,1081000308,1156.8088510921054,994.9856503431848
403,1081000309,5450.308520780349,
404,1081000310,5509.897718557468,3995.9476794075545
405,1083000601,3872.463104691848,
406,1083000603,1172.0795628040942,367.8388551657526
407,1083000604,3022.2628574755836,31.801019159014945
408,1083000605,1445.5722510817054,2139.500393094185
409,1083000608,,
410,1083000609,3124.927147660603,3685.4201103382425
411,1083000610,10919.351858641407,4279.776181892154
412,1083000902,1422.5061752781971,64.11295437873565
413,1083000903,1678.881418691786,380.06069685305573
414,1083000904,190.38752346359828,5334.01798693911
415,1083000906,4712.593896516972,18628.52074983318
416,1083000907,745.4639884811486,-13.757853279748625
417,1083000908,1971.2596372981918,720.2021875211304
418,1083000909,237.69337281781085,612.2421092821747
419,1083000910,1876.7828466389394,1357.0887581331524
420,1083001302,1873.9109529090865,3851.3918906460017
421,1083001303,1496.7903595499577,513.5982827258483
422,1083001304,831.7273514755304,434.96822396928434
423,1083001305,1359.7812150065763,717.6770705639337
424,1083001306,884.5539960357015,514.6682791481938
425,1083001307,1894.9086179433903,337.8111954905194
426,1083001309,1924.0084854172317,6151.944317742081
427,1083001310,4985.5281206743,1047.3816520492983
428,1083001311,1276.2294171738542,773.3454413451036
429,1083001603,2585.5322534757147,4294.041485116786
430,1083001604,1619.4914215545696,238.60224314199317
431,1083001606,1439.8027360462086,1045.8608328022253
432,1083001608,3644.755782852492,1271.409095599478
433,1083001610,1651.1081007693374,648.8474210705205
434,1083001611,1559.609591107491,
435,1083001612,2047.3189125958972,93.83103250374775
436,1083001613,1991.868483217976,1031.6112387135206
437,1083002001,1408.940238028108,154.14796773202517
438,1083002003,726.2384649887177,281.9999273243293
439,1083002004,1694.2369971823834,741.4292596822866
440,1083002006,1579.562034372716,59.26299364560024
441,1083002007,853.9647650275899,72.47414860405765
442,1083002008,2351.6925209027354,1941.6704380623105
443,1083002009,2142.076723329313,3228.583090468645
444,1083002010,2520.8370261715627,2722.3038070518332
445,1083002301,3567.2263224639023,933.7637347825998
446,1083002302,3771.6008722591723,1478.7473908941947
447,1083002304,2413.625730176105,465.04357334515663
448,1083002305,950.74446945735,65.19208927598063
449,1083002306,1314.709011598237,1261.7158794718346
450,1083002307,4591.113135986988,742.0237803770153
451,1083002309,1154.2709920750458,100.50888777535336
452,1083002701,2173.826476819429,138.5111834267986
453,1083002702,2044.8512556362448,699.46067425947
454,1083002704,1022.6134817449239,143.69598935338655
455,1083002705,1012.6232979140722,2.663676604361511
456,1083002707,794.8330970785802,2150.856519504984
457,1083002708,4006.3827070880616,5009.345737850315
458,1083002709,1710.7196623851369,1160.1103104471106
459,1083002710,3030.42775687825,390.92528722615
460,1083003002,2906.6346521980645,246.89889064339798
461,1083003006,3363.8986861977746,7737.980766965447
462,1083003007,1183.231805319566,183.09390057675844
463,1083003008,1729.7601957478114,784.7988898392966
464,1083003009,990.632449297373,2864.1941602332245
465,1083003010,1500.9357099279189,220.23502520860052
466,1083003301,1329.488963967048,118.60896560066095
467,1083003302,1928.1971029404747,350.7619734060627
468,1083003303,810.2317285365805,-44.977597260716664
469,1083003306,1702.798917470426,286.35686527589314
470,1083003307,1455.8983659192447,716.4969039932382
471,1083003308,2106.110551341466,200.13927258561975
472,1083003309,3606.356663184568,12406.646885806236
473,1083003310,1791.4312414841909,789.8100777224668
474,1083003312,830.7097639952833,32.91301823078325
475,1093000402,2095.3677735232823,466.5538449661994
476,1093000403,2094.3798758072367,1693.381213877834
477,1093000404,1446.701676341366,6102.8428951822725
478,1093000406,2768.6729360446047,195.24339516925832
479,1093000407,875.4714170066089,1361.7372958359038
480,1093000409,3139.03426207913,692.6165915778814
481,1093000410,6455.58395954494,1689.4237138374153
482,1101000101,1814.7781600077863,33.1260616239739
483,1101000102,2007.9163497002035,-24.38078135524479
484,1101000103,1615.7037800723524,11380.948736628266
485,1101000107,1323.7704241925953,33.92108710294927
486,1101000108,,
487,1101000109,766.9550392555118,17.620103241041416
488,1101000110,1074.7195091990352,1191.7597101213466
489,1101000114,1439.0491186440245,-34.45110408893285
490,1103000501,1267.0576871626836,943.8258585766229
491,1103000502,2572.472317428173,1511.2990739386046
492,1103000503,4004.251765804572,3900.669246849023
493,1103000504,1586.8054267502393,500.2253381786846
494,1103000505,292.04550290219606,237.81304723739572
495,1103000507,1510.150907792587,1093.5633521249913
496,1103000508,1920.837768868592,1594.2495149529734
497,1103000509,2374.266761086948,2267.5383247259715
498,1103000510,986.1600930898516,1749.0514286145535
499,1103000702,907.151757978352,
500,1103000703,317.20315958595893,1403.4588269842493
501,1103000704,992.960515434736,19176.81107648852
502,1103000705,1935.940043003633,6205.054660058752
503,1103000706,1169.0054642853893,2705.6837117475898
504,1103000708,1047.7375778923456,1842.313299596756
505,1103000709,764.8145107743094,457.82867249261847
506,1103000710,2891.3486619376386,2009.8663074305414
507,1103000901,1885.6688432025799,134.42349434741573
508,1103000903,1035.5430334026175,676.1421218172517
509,1103000904,1519.8194688497692,1479.7528708641862
510,1103000905,2204.0430891549845,879.1168304412231
511,1103000906,1026.6533435910878,611.7079215124862
512,1103000907,1048.3536590162923,553.0810864405595
513,1103000908,1476.111827276414,3800.3177008462135
514,1103000909,1101.8879759225367,919.914040410892
515,1103000910,792.981497116588,1088.334385795294
516,1103001202,654.7527776471907,1263.7224633422331
517,1103001203,4524.384209956221,16710.454013171515
518,1103001205,622.4403029061606,467.9639982231653
519,1103001209,2508.681015913798,8118.0259075469685
520,1103001210,3920.11967409189,2969.2961659640464
521,1103001211,559.8921290471525,1365.8249724419377
522,1113000101,3747.0919217485343,7310.592333773736
523,1113000103,6971.486679380147,5823.885441164818
524,1113000104,1918.5000374636336,2933.4655449872234
525,1113000105,1047.9325303709504,2136.4639628275413
526,1113000106,4597.826616449181,1897.4013081209828
527,1113000107,4335.637099378816,13715.971833187881
528,1113000108,2396.4612795573944,1814.8683118987858
529,1113000109,4035.900659082104,2620.6247541310368
530,1113000110,2942.4769484617946,6480.145772189843
531,1113000301,998.6991164095676,1152.8470841415929
532,1113000302,2385.9238530847256,1975.322589325521
533,1113000303,826.0448347166539,1455.2340396456568
534,1113000304,895.6119733449891,
535,1113000305,3162.4402290505623,4184.329544828956
536,1113000306,2192.5168262564803,365.08327045881646
537,1113000308,846.9746724001774,119.40778761036749
538,1113000310,3361.758818608344,540.2852180053605
539,1113000311,1585.8545504097933,983.9998353304942
540,1113000502,2190.772209864539,2753.751204595482
541,1113000505,3366.0106739050957,3316.875079062293
542,1113000506,1110.3325839370068,2087.8212057290066
543,1113000507,949.1455568833488,1381.3674462932831
544,1113000508,626.5860453962423,752.7740442559917
545,1121000101,455.8082621221333,
546,1121000103,692.5491681744231,10870.619608647085
547,1121000104,521.8794486429081,69.40227311498134
548,1121000105,783.7295769165403,1263.1106852002638
549,1121000107,6024.458121561309,7406.759531693941
550,1121000108,3669.184379095041,2507.8850654482094
551,1121000109,826.0532598082915,
552,1121000110,10733.136321375583,620.1616939948226
553,1121000111,649.8916475524503,1431.0011417333797
554,1123000301,946.3510239975577,138.65324617903116
555,1123000302,762.7498515078878,
556,1123000303,744.0181491302573,517.0373867505984
557,1123000305,3819.07296826936,3330.2707057350844
558,1123000306,1472.640247487305,463.3275190672251
559,1123000307,1429.6763217265648,1686.5909936221083
560,1123000308,1594.4626926644064,2058.550570454421
561,1123000309,1061.411825225761,2393.4223011571576
562,1123000310,4397.749598010612,3244.503860095318
563,1123000311,647.3799619240216,308.3106732988859
564,1123000603,2456.4190027970117,357.8222547566062
565,1123000605,3176.02578901029,1791.8935883124661
566,1123000606,1763.8763635901203,1227.4250333693353
567,1123000608,569.8126160431495,870.4146520834383
568,1123000609,850.0364957496344,2892.570050818292
569,1123000610,1913.1160579591333,15809.120852940176
570,1131000201,1751.463680206235,400.3451845792442
571,1131000203,1055.177212877153,2388.968176555183
572,1131000207,3299.273736715714,507.52419293591925
573,1131000209,2087.2902063387514,365.7474525785687
574,1131000212,1081.1392658828572,500.42831730038455
575,1131000302,895.9008188210944,797.0159868265607
576,1131000305,2348.6384542633,88.74189175778177
577,1131000308,897.3148643875672,832.1253229577013
578,1131000309,6483.556828459415,722.2338908650053
579,1131000310,2427.25507641192,1978.3080436052878
580,1131000401,943.6064905768736,1004.2852730771847
581,1131000406,2049.965514716619,20459.84916399061
582,1131000409,2409.815438318158,26.63676604361511
583,1131000410,2060.8181489534545,3656.526165565776
584,1131000413,2077.4013837415423,951.2521889495829
585,1131000414,2021.1978073895145,5350.793562841403
586,1131000604,4801.2118692308795,466.73295785714265
587,1131000605,3802.553864240613,2968.0951215080613
588,1131000608,2194.0583151776377,3503.712620310203
589,1131000609,4002.529273052219,253.03010910856224
590,1131000610,11160.143660267508,14822.455030016865
591,1131000613,3016.3224460932297,852.3884161410192
592,1131000701,3667.2434018207537,
593,1131000703,2867.916671677534,497.74526499740944
594,1131000704,5014.744122435155,3091.569614086144
595,1131000705,8796.312524115105,106.54706417446044
596,1131000706,1685.2763977349375,46.89909651529774
597,1131000709,1967.6302765281732,83.67225173751983
598,1131000710,2769.1581978942268,558.1254862650761
599,1133000801,1056.5268236156455,1724.1004145935467
600,1133000802,392.6908228105999,91.42429302596801
601,1133000803,1315.7019184805172,544.6440835839009
602,1133000804,247.95685105976014,286.20022834667594
603,1133000805,3185.325000029769,3554.623446036515
604,1133000806,451.3007604016414,440.0516388777458
605,1133000807,1052.4141461269455,82.17143652874618
