,hh,urban,year,month,index,inflation,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,wage_total,bs_profit,other_inc,profit_ls,profit_agr,total_agrls,inctotal,inctotal_trans,w_share,worker,agr_share,farmer,bus_share,businessman,ocupation
56,1021001102,1,2010,1,56,0.7227335425221252,1671.2378208726088,1671.2378208726088,729.9831587809437,511.7584161207553,1159.4794047518535,417.8361984464194,,0.0,,,,417.8361984464194,417.8361984464194,1.0,1.0,,0.0,,0.0,worker
57,1021001105,1,2010,1,57,0.7227335425221252,2453.958625796431,2453.958625796431,96.27562176184779,1446.2737846890911,1007.6848411073402,,69.53239349466784,1560000.0,,,,69.53239349466784,69.53239349466784,,0.0,,0.0,1.0,1.0,businessman
58,1021001107,1,2010,1,58,0.7227335425221252,6262.652175110789,6286.72108055125,0.0,2338.0406377369054,3924.6115373738835,822.7393717028305,,9248000.0,0.0,0.0,0.0,822.7393717028305,822.7393717028305,1.0,1.0,0.0,0.0,,0.0,worker
59,1021001109,1,2010,1,59,0.7227335425221252,9415.541862482576,9426.239153789447,235.34040875118347,3159.551960397707,6255.989902084869,965.0026487929209,,15720000.0,106.97291306871978,537.8292432200747,644.8021562887944,1609.8048050817154,1609.8048050817154,0.5994532043553792,1.0,0.40054679564462076,1.0,,0.0,farmer
60,1021001110,1,2010,1,60,0.7227335425221252,1815.758226428449,1815.758226428449,19.255124352369556,1159.8003234910595,655.9579029373896,2686.0898471555533,,0.0,0.0,0.0,0.0,2686.0898471555533,2686.0898471555533,1.0,1.0,0.0,0.0,,0.0,worker
61,1021001205,1,2010,2,61,0.725622174717783,2907.4030136605893,2945.759956763395,505.0330841869425,1333.1701404829362,1574.232873177653,664.8856445678855,15.982059626169065,840000.0,,,,680.8677041940546,680.8677041940546,0.9765269236186095,1.0,,0.0,0.023473076381390547,0.0,worker
62,1021001206,1,2010,2,62,0.725622174717783,1533.2122534704856,1559.8490195141007,31.96411925233813,925.2547052910145,607.9575481794712,,75.11568024299461,1574400.0,0.0,0.0,0.0,75.11568024299461,75.11568024299461,,0.0,0.0,0.0,1.0,1.0,businessman
63,1021001208,1,2010,2,63,0.725622174717783,4124.969589514236,4124.969589514236,0.0,2198.1724809832936,1926.7971085309425,1783.5978542804678,78.84482748910072,3396000.0,0.0,0.0,0.0,1862.4426817695685,1862.4426817695685,0.9576659038901602,1.0,0.0,0.0,0.04233409610983982,0.0,worker
64,1021001210,1,2010,2,64,0.725622174717783,4980.862156027677,4980.862156027677,293.643708864813,2238.340724177065,2742.521431850612,,1333.9692434642448,12000000.0,0.0,0.0,0.0,1333.9692434642448,1333.9692434642448,,0.0,0.0,0.0,1.0,1.0,businessman
65,1021001211,1,2010,2,65,0.725622174717783,2905.1655253129256,2905.1655253129256,127.85647700935252,1277.073111195083,1628.092414117843,619.3048105140513,,40000.0,0.0,0.0,0.0,619.3048105140513,619.3048105140513,1.0,1.0,0.0,0.0,,0.0,worker
66,1021001301,1,2010,3,66,0.7235315842039208,4553.40887490177,4553.40887490177,0.0,1539.1383247855138,3014.2705501162563,2012.3453555625651,571.6738432103929,12000000.0,0.0,0.0,0.0,2584.0191987729577,2584.0191987729577,0.7787656363072469,1.0,0.0,0.0,0.221234363692753,0.0,worker
67,1021001302,1,2010,3,67,0.7235315842039208,3286.323186530025,3286.323186530025,0.0,1282.1522326507484,2004.170953879276,,85.48393917164752,300000.0,,,,85.48393917164752,85.48393917164752,,0.0,,0.0,1.0,1.0,businessman
68,1021001304,1,2010,3,68,0.7235315842039208,3998.190689981919,3998.190689981919,134.63720419534485,1735.0034004125512,2263.187289569368,1192.500951444483,,0.0,-5.34274619822797,204.47707366560962,199.13432746738164,1391.6352789118646,1391.6352789118646,0.8569062379454141,1.0,0.1430937620545859,0.0,,0.0,worker
69,1021001305,1,2010,3,69,0.7235315842039208,3562.3294551304816,3562.3294551304816,44.451648369256716,3086.611333640263,475.7181214902185,2206.126760172294,26.71373099113985,300000.0,,,,2232.8404911634334,2232.8404911634334,0.9880359877488515,1.0,,0.0,0.011964012251148546,0.0,worker
70,1021001306,1,2010,3,70,0.7235315842039208,1189.295303725546,1189.295303725546,92.96378384916669,425.0688875310173,764.2264161945288,,,600000.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,nothing
71,1021001307,1,2010,4,71,0.7258143156220446,1549.2102786862272,1549.2102786862272,0.0,706.2200321568816,842.9902465293455,,146.46343050010742,6590000.0,0.0,0.0,0.0,146.46343050010742,146.46343050010742,,0.0,0.0,0.0,1.0,1.0,businessman
72,1021001308,1,2010,3,72,0.7235315842039208,2015.9249955153778,2015.9249955153778,0.0,786.2385305312282,1229.6864649841498,,598.9218488213555,1490000.0,0.0,0.0,0.0,598.9218488213555,598.9218488213555,,0.0,0.0,0.0,1.0,1.0,businessman
73,1021001309,1,2010,3,73,0.7235315842039208,806.1135463886362,806.1135463886362,3.2056477189367825,186.14127754626247,619.9722688423738,,37.39922338759579,860000.0,,,,37.39922338759579,37.39922338759579,,0.0,,0.0,1.0,1.0,businessman
74,1021001311,1,2010,4,74,0.7258143156220446,1540.1561757098568,1540.1561757098568,0.0,713.1437579623413,827.0124177475157,1664.2506459154026,79.88914390914951,0.0,,,,1744.139789824552,1744.139789824552,0.9541956760718212,1.0,,0.0,0.04580432392817882,0.0,worker
75,1021001402,1,2009,11,75,0.7293437235090989,3129.644298835857,3481.5755775289554,887.2484345365169,1328.434573669251,1801.2097251666062,,55.65178352827615,3420000.0,0.0,0.0,0.0,55.65178352827615,55.65178352827615,,0.0,0.0,0.0,1.0,1.0,businessman
76,1021001403,1,2009,11,76,0.7293437235090989,1946.9643963120916,1946.9643963120916,0.0,762.0584224471947,1184.9059738648969,,79.50254789753735,1800000.0,0.0,0.0,0.0,79.50254789753735,79.50254789753735,,0.0,0.0,0.0,1.0,1.0,businessman
77,1021001405,1,2009,11,77,0.7293437235090989,3599.8223671018927,3599.8223671018927,190.80611495408965,2074.6454882355365,1525.1768788663567,2439.9331949754214,137.8044163557314,3061000.0,0.0,0.0,0.0,2577.737611331153,2577.737611331153,0.9465405572118845,1.0,0.0,0.0,0.053459442788115555,0.0,worker
78,1021001406,1,2010,4,78,0.7258143156220446,2398.583135219621,2534.1283827188113,664.6776773241239,1082.6491567481105,1315.9339784715107,,79.88914390914951,1800000.0,0.0,0.0,0.0,79.88914390914951,79.88914390914951,,0.0,0.0,0.0,1.0,1.0,businessman
