hh,urban,year,month,index,inflation,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,wage_total,bs_profit,other_inc,profit_ls,profit_agr,total_agrls,inctotal,inctotal_trans,w_share,worker,agr_share,farmer,bus_share,businessman,ocupation,sex,age,father_educ,father_ocup,ethnic,bednet,writeread,classeduc,illdays,region,wave,age_sq,shock,climate,prices,job,health,aggregate,idiosyn,pests,d_shock,d_climate,d_prices,d_job,d_health,d_aggregate,d_idiosyn,d_pests,familysize,region2,region3,region4,female,lnc,lnctotal_dur,lnctotal_gift,lncfood,lncnodur,lnwage_total,lnbs_profit,lnprofit_agr,lnprofit_ls,lntotal_agrls,lny,lninctotal_trans,u_c,u_y
1103001202,0,2009,12,516,0.7273700192526662,654.7527776471907,654.7527776471907,0.0,469.80637616892585,184.94640147826493,71.1724772585323,47.830965899551266,1080000.0,0.0,1144.7190201841495,1144.7190201841495,1263.7224633422331,1263.7224633422331,0.05631970572897684,0.0,0.9058310296682162,1.0,0.03784926460280702,0.0,farmer,2.0,50.0,,,17.0,0.0,1.0,,7.0,1.0,2009-2010,2500.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,0,1,6.484257725680756,6.484257725680756,-inf,6.182660402585597,5.255857025470667,4.266108487791721,7.636378277596848,7.113716039046619,4.77054096345957,7.107657490728346,7.776860414151098,7.776860414151098,-0.8090600728934545,
1103001203,0,2009,12,517,0.7273700192526662,4524.384209956221,4694.449866487958,586.7265150344956,2863.0553277118065,1661.328882244414,13285.529088259362,1328.6379416542018,9500000.0,-45.173690016242865,2141.4606732741954,2096.286983257953,16710.454013171515,16710.454013171515,0.7950429759590877,1.0,0.125447637844287,0.0,0.07950938619662536,0.0,worker,1.0,48.0,,,17.0,0.0,0.0,33.0,,1.0,2009-2010,2304.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,0,0,8.417236760675939,8.454136210439952,6.374558808424331,7.964686722377464,7.4194214548458595,9.494436055528325,8.117620338119886,7.707712912358489,4.287844507415416,7.683795541757526,9.788722249975175,9.788722249975175,,
1103001205,0,2009,12,518,0.7273700192526662,622.4403029061606,622.4403029061606,0.0,348.20943174873327,274.23087115742726,118.62079543088716,79.71827649925211,1800000.0,0.0,269.624926293026,269.624926293026,467.9639982231653,467.9639982231653,0.25348273773470625,0.0,0.5761659600242277,1.0,0.17035130224106604,0.0,farmer,2.0,55.0,,,17.0,1.0,1.0,,14.0,1.0,2009-2010,3025.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,6.433647724794338,6.433647724794338,-inf,5.89352552321792,5.638248488183406,4.776533312316851,7.651649040020465,5.868197141526628,4.77054096345957,5.846985536729199,7.370871104954834,7.370871104954834,-1.1289313921640929,
1103001209,0,2009,12,519,0.7273700192526662,2508.681015913798,2586.273471706403,1346.9199997313638,1655.3765842658033,853.3044316479946,929.1962308752826,3.7201862366317653,1600000.0,42.51641413293446,7142.593076302119,7185.109490435053,8118.0259075469685,8118.0259075469685,0.11446086049213643,0.0,0.8850808770831067,1.0,0.0004582624247568949,0.0,farmer,2.0,75.0,,,30.0,1.0,1.0,,7.0,1.0,2009-2010,5625.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0,0,0,1,7.8275124023388845,7.857973304593786,7.205575783207397,7.420488379314722,6.75698323117755,6.834396751987529,7.614861776113698,8.885521042023607,5.078290598962161,8.890365631577858,9.13119751579273,9.13119751579273,0.5093976572646683,
1103001210,0,2009,12,520,0.7273700192526662,3920.11967409189,3944.0351570416656,343.32004412344577,1457.7815495829905,2462.3381245088995,,,3500000.0,366.70407189655975,2602.5920940674864,2969.2961659640464,2969.2961659640464,2969.2961659640464,,0.0,1.0,1.0,,0.0,farmer,2.0,81.0,,,17.0,1.0,0.0,14.0,14.0,1.0,2009-2010,6561.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0,0,0,1,8.273877461423579,8.279959629740013,5.838663085369893,7.29454969854361,7.811599844881224,,,7.896023567118074,6.183503571661622,8.021538725096937,8.316385709683841,8.316385709683841,1.1007497084158935,
1103001211,0,2010,6,521,0.723981600683125,559.8921290471525,559.8921290471525,0.0,465.0639370590023,94.82819198815017,,,460000.0,17.833680250023736,1347.9912921919138,1365.8249724419377,1365.8249724419377,1365.8249724419377,,0.0,1.0,1.0,,0.0,farmer,2.0,51.0,,,17.0,1.0,0.0,17.0,,1.0,2009-2010,2601.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,0,0,1,6.3277441384727755,6.3277441384727755,-inf,6.172819347275269,4.620723459432304,,,7.266811468031784,4.911306399502603,7.274056238011455,7.8187835304480275,7.8187835304480275,,
1113000101,0,2009,10,522,0.7292036084702209,3747.0919217485343,3747.0919217485343,508.91407459659797,1094.3773079137675,2652.714613834767,,,920000.0,4481.094450588586,2829.497883185149,7310.592333773736,7310.592333773736,7310.592333773736,,0.0,1.0,1.0,,0.0,farmer,2.0,70.0,,,28.0,,0.0,,14.0,1.0,2009-2010,4900.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,1,8.22873533058473,8.22873533058473,6.2322791901127115,7.011078317110703,7.88587608271355,,,7.977104844005836,8.433611018845532,8.907498181953514,9.03974725338894,9.03974725338894,,
1113000103,0,2009,10,523,0.7292036084702209,6971.486679380147,6982.089055934242,580.1620450401217,3837.212122458349,3134.2745569217977,,,16560000.0,3533.772105480127,2290.113335684691,5823.885441164818,5823.885441164818,5823.885441164818,,0.0,1.0,1.0,,0.0,farmer,2.0,74.0,,,28.0,1.0,1.0,,14.0,1.0,2009-2010,5476.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0,0,0,1,8.849583777908176,8.85110344265872,6.363307452519115,8.256265829388019,8.05230090909439,,,7.772373404221199,8.20296319529945,8.682783855147509,8.845768446536704,8.845768446536704,1.518009942933067,
1113000104,0,2009,10,524,0.7292036084702209,1918.5000374636336,1918.5000374636336,38.168555594744845,1330.068138711317,588.4318987523163,,,106845.0,2933.4655449872234,0.0,2933.4655449872234,2933.4655449872234,2933.4655449872234,,0.0,1.0,1.0,,0.0,farmer,1.0,40.0,,,28.0,1.0,0.0,15.0,7.0,1.0,2009-2010,1600.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0,0,0,0,7.559298929214572,7.559298929214572,3.642012024666885,7.203807510741432,6.38884908227304,,,4.430649743945883,8.023371705768957,8.009705274623986,8.307587322768217,8.307587322768217,-0.1942806805552726,
1113000105,0,2010,4,525,0.7258143156220446,1047.9325303709504,1047.9325303709504,0.0,524.8184160538394,523.1141143171109,,,400000.0,575.2018361458764,1561.262126681665,2136.4639628275413,2136.4639628275413,2136.4639628275413,,0.0,1.0,1.0,,0.0,farmer,1.0,30.0,,,28.0,1.0,1.0,,,1.0,2009-2010,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,6.954574483391512,6.954574483391512,-inf,6.290254683539735,6.27260037930808,,,7.405646469604103,6.541296753455972,7.702117113489728,8.088720633879936,8.088720633879936,,
